stu_id,dep,top,topN
13650,5,148,5.33333333333
13651,5,149,5.36936936937
13652,5,150,5.40540540541
13653,5,151,5.44144144144
13664,5,162,5.83783783784
13665,5,163,5.87387387387
13668,5,166,5.98198198198
13669,5,167,6.01801801802
13672,5,170,6.12612612613
13673,5,171,6.16216216216
13678,5,176,6.34234234234
13679,5,177,6.37837837838
13690,5,186,6.7027027027
13691,5,187,6.73873873874
13698,5,194,6.99099099099
13699,5,195,7.02702702703
13700,5,197,7.0990990991
13701,5,198,7.13513513514
13710,5,207,7.45945945946
13711,5,208,7.4954954955
13714,5,211,7.6036036036
13715,5,212,7.63963963964
13718,5,215,7.74774774775
13719,5,216,7.78378378378
13720,5,217,7.81981981982
13721,5,218,7.85585585586
13728,5,225,8.10810810811
13729,5,226,8.14414414414
13736,5,233,8.3963963964
13737,5,234,8.43243243243
13738,5,235,8.46846846847
13739,5,236,8.5045045045
13740,5,237,8.54054054054
13741,5,238,8.57657657658
13744,5,241,8.68468468468
13745,5,242,8.72072072072
13752,5,249,8.97297297297
13753,5,250,9.00900900901
13754,5,251,9.04504504505
13755,5,252,9.08108108108
13756,5,253,9.11711711712
13757,5,254,9.15315315315
13762,5,259,9.33333333333
13763,5,260,9.36936936937
13764,5,261,9.40540540541
13765,5,262,9.44144144144
13782,5,279,10.0540540541
13783,5,280,10.0900900901
13792,5,289,10.4144144144
13793,5,290,10.4504504505
13798,5,295,10.6306306306
13799,5,296,10.6666666667
13804,5,302,10.8828828829
13805,5,303,10.9189189189
13814,5,312,11.2432432432
13815,5,313,11.2792792793
13816,5,314,11.3153153153
13817,5,315,11.3513513514
13820,5,318,11.4594594595
13821,5,319,11.4954954955
13830,5,328,11.8198198198
13831,5,329,11.8558558559
13832,5,330,11.8918918919
13833,5,331,11.9279279279
13838,5,336,12.1081081081
13839,5,337,12.1441441441
13840,5,338,12.1801801802
13841,5,339,12.2162162162
13850,5,348,12.5405405405
13851,5,349,12.5765765766
13852,5,350,12.6126126126
13853,5,351,12.6486486486
13856,5,354,12.7567567568
13857,5,355,12.7927927928
13858,5,356,12.8288288288
13859,5,357,12.8648648649
13860,5,358,12.9009009009
13861,5,359,12.9369369369
13876,5,374,13.4774774775
13877,5,375,13.5135135135
13880,5,378,13.6216216216
13881,5,379,13.6576576577
13882,5,380,13.6936936937
13883,5,381,13.7297297297
13884,5,382,13.7657657658
13885,5,383,13.8018018018
13886,5,384,13.8378378378
13887,5,385,13.8738738739
13888,5,386,13.9099099099
13889,5,387,13.9459459459
13904,5,403,14.5225225225
13905,5,404,14.5585585586
13916,5,415,14.954954955
13917,5,416,14.990990991
13930,5,429,15.4594594595
13931,5,430,15.4954954955
13932,5,431,15.5315315315
13933,5,432,15.5675675676
13938,5,437,15.7477477477
13939,5,438,15.7837837838
13946,5,445,16.036036036
13947,5,446,16.0720720721
13954,5,453,16.3243243243
13955,5,454,16.3603603604
13958,5,457,16.4684684685
13959,5,458,16.5045045045
13964,5,463,16.6846846847
13965,5,464,16.7207207207
13978,5,477,17.1891891892
13979,5,478,17.2252252252
13980,5,479,17.2612612613
13981,5,480,17.2972972973
13988,5,487,17.5495495495
13989,5,488,17.5855855856
14000,5,498,17.9459459459
14001,5,499,17.981981982
14020,5,518,18.6666666667
14021,5,519,18.7027027027
14022,5,520,18.7387387387
14023,5,521,18.7747747748
14026,5,524,18.8828828829
14027,5,525,18.9189189189
14028,5,526,18.954954955
14029,5,527,18.990990991
14030,5,528,19.027027027
14031,5,529,19.0630630631
14032,5,530,19.0990990991
14033,5,531,19.1351351351
14052,5,548,19.7477477477
14053,5,549,19.7837837838
14056,5,552,19.8918918919
14057,5,553,19.9279279279
14058,5,554,19.963963964
14059,5,555,20.0
14066,5,562,20.2522522523
14067,5,563,20.2882882883
14068,5,564,20.3243243243
14069,5,565,20.3603603604
14098,5,592,21.3333333333
14099,5,593,21.3693693694
14106,5,601,21.6576576577
14107,5,602,21.6936936937
14114,5,609,21.9459459459
14115,5,610,21.981981982
14116,5,611,22.018018018
14117,5,612,22.0540540541
14118,16,121,29.9504950495
14119,16,122,30.198019802
14132,5,625,22.5225225225
14133,5,626,22.5585585586
14140,5,633,22.8108108108
14141,5,634,22.8468468468
14142,5,635,22.8828828829
14143,5,636,22.9189189189
14144,5,637,22.954954955
14145,5,638,22.990990991
14148,5,641,23.0990990991
14149,5,642,23.1351351351
14162,5,655,23.6036036036
14163,5,656,23.6396396396
14168,5,661,23.8198198198
14169,5,662,23.8558558559
14172,5,665,23.963963964
14173,5,666,24.0
14174,5,667,24.036036036
14175,5,668,24.0720720721
14176,5,669,24.1081081081
14177,5,670,24.1441441441
14180,5,673,24.2522522523
14181,5,674,24.2882882883
14182,5,675,24.3243243243
14183,5,676,24.3603603604
14184,5,677,24.3963963964
14185,5,678,24.4324324324
14194,5,687,24.7567567568
14195,5,688,24.7927927928
14202,5,695,25.045045045
14203,5,696,25.0810810811
14204,5,697,25.1171171171
14205,5,698,25.1531531532
14206,5,699,25.1891891892
14207,5,700,25.2252252252
14208,5,701,25.2612612613
14209,5,702,25.2972972973
14212,5,703,25.3333333333
14213,5,704,25.3693693694
14218,5,709,25.5495495495
14219,5,710,25.5855855856
14236,5,727,26.1981981982
14237,5,728,26.2342342342
14238,5,729,26.2702702703
14239,5,730,26.3063063063
14252,5,743,26.7747747748
14253,5,744,26.8108108108
14276,5,767,27.6396396396
14277,5,768,27.6756756757
14290,5,781,28.1441441441
14291,5,782,28.1801801802
14292,5,783,28.2162162162
14293,5,784,28.2522522523
14296,5,787,28.3603603604
14297,5,788,28.3963963964
14298,5,789,28.4324324324
14299,5,790,28.4684684685
14300,5,791,28.5045045045
14301,5,792,28.5405405405
14304,16,125,30.9405940594
14305,16,126,31.1881188119
14310,5,799,28.7927927928
14311,5,800,28.8288288288
14314,5,803,28.9369369369
14315,5,804,28.972972973
14318,5,807,29.0810810811
14319,5,808,29.1171171171
14320,5,809,29.1531531532
14321,5,810,29.1891891892
14324,5,813,29.2972972973
14325,5,814,29.3333333333
14340,5,829,29.8738738739
14341,5,830,29.9099099099
14346,5,835,30.0900900901
14347,5,836,30.1261261261
14350,5,839,30.2342342342
14351,5,840,30.2702702703
14360,5,849,30.5945945946
14361,5,850,30.6306306306
14362,5,851,30.6666666667
14363,5,852,30.7027027027
14372,5,861,31.027027027
14373,5,862,31.0630630631
14376,5,865,31.1711711712
14377,5,866,31.2072072072
14382,5,871,31.3873873874
14383,5,872,31.4234234234
14384,5,873,31.4594594595
14385,5,874,31.4954954955
14386,5,875,31.5315315315
14387,5,876,31.5675675676
14398,5,887,31.963963964
14399,5,888,32.0
14400,5,889,32.036036036
14401,5,890,32.0720720721
14414,5,901,32.4684684685
14415,5,902,32.5045045045
14420,5,907,32.6846846847
14421,5,908,32.7207207207
14422,5,909,32.7567567568
14423,5,910,32.7927927928
14428,5,915,32.972972973
14429,5,916,33.009009009
14446,5,933,33.6216216216
14447,5,934,33.6576576577
14448,5,935,33.6936936937
14449,5,936,33.7297297297
14452,5,939,33.8378378378
14453,5,940,33.8738738739
14454,5,941,33.9099099099
14455,5,942,33.9459459459
14460,5,947,34.1261261261
14461,5,948,34.1621621622
14466,5,953,34.3423423423
14467,5,954,34.3783783784
14470,5,957,34.4864864865
14471,5,958,34.5225225225
14486,5,973,35.0630630631
14487,5,974,35.0990990991
14492,5,979,35.2792792793
14493,5,980,35.3153153153
14494,5,981,35.3513513514
14495,5,982,35.3873873874
14496,5,983,35.4234234234
14497,5,984,35.4594594595
14498,5,985,35.4954954955
14499,5,986,35.5315315315
14500,5,987,35.5675675676
14501,5,988,35.6036036036
14502,5,989,35.6396396396
14503,5,990,35.6756756757
14506,5,991,35.7117117117
14507,5,992,35.7477477477
14508,5,993,35.7837837838
14509,5,994,35.8198198198
14510,5,995,35.8558558559
14511,5,996,35.8918918919
14512,5,997,35.9279279279
14513,5,998,35.963963964
14516,5,1001,36.0720720721
14517,5,1002,36.1081081081
14522,5,1007,36.2882882883
14523,5,1008,36.3243243243
14528,5,1013,36.5045045045
14529,5,1014,36.5405405405
14532,5,1017,36.6486486486
14533,5,1018,36.6846846847
14534,5,1019,36.7207207207
14535,5,1020,36.7567567568
14536,5,1021,36.7927927928
14537,5,1022,36.8288288288
14538,5,1023,36.8648648649
14539,5,1024,36.9009009009
14552,5,1037,37.3693693694
14553,5,1038,37.4054054054
14554,5,1039,37.4414414414
14555,5,1040,37.4774774775
14556,5,1041,37.5135135135
14557,5,1042,37.5495495495
14558,5,1043,37.5855855856
14559,5,1044,37.6216216216
14560,5,1045,37.6576576577
14561,5,1046,37.6936936937
14564,5,1049,37.8018018018
14565,5,1050,37.8378378378
14566,5,1051,37.8738738739
14567,5,1052,37.9099099099
14572,9,1125,38.3566314354
14573,9,1126,38.3907262189
14582,5,1065,38.3783783784
14583,5,1066,38.4144144144
14584,5,1067,38.4504504505
14585,5,1068,38.4864864865
14588,5,1071,38.5945945946
14589,5,1072,38.6306306306
14602,5,1085,39.0990990991
14603,5,1086,39.1351351351
14606,5,1089,39.2432432432
14607,5,1090,39.2792792793
14612,5,1095,39.4594594595
14613,5,1096,39.4954954955
14618,5,1101,39.6756756757
14619,5,1102,39.7117117117
14620,5,1103,39.7477477477
14621,5,1104,39.7837837838
14630,5,1111,40.036036036
14631,5,1112,40.0720720721
14632,5,1113,40.1081081081
14633,5,1114,40.1441441441
14642,5,1123,40.4684684685
14643,5,1124,40.5045045045
14650,5,1131,40.7567567568
14651,5,1132,40.7927927928
14652,5,1133,40.8288288288
14653,5,1134,40.8648648649
14658,6,10,0.636942675159
14659,6,11,0.700636942675
14662,6,14,0.891719745223
14663,6,15,0.955414012739
14664,6,16,1.01910828025
14665,6,17,1.08280254777
14670,6,22,1.40127388535
14671,6,23,1.46496815287
14684,6,36,2.29299363057
14685,6,37,2.35668789809
14694,6,44,2.8025477707
14695,6,45,2.86624203822
14696,6,46,2.92993630573
14697,6,47,2.99363057325
14704,6,53,3.37579617834
14705,6,54,3.43949044586
14710,6,57,3.63057324841
14711,6,58,3.69426751592
14712,6,59,3.75796178344
14713,6,60,3.82165605096
14716,6,63,4.0127388535
14717,6,64,4.07643312102
14724,6,71,4.52229299363
14725,6,72,4.58598726115
14726,6,73,4.64968152866
14727,6,74,4.71337579618
14728,6,75,4.77707006369
14729,6,76,4.84076433121
14744,6,89,5.66878980892
14745,6,90,5.73248407643
14756,6,101,6.43312101911
14757,6,102,6.49681528662
14758,6,103,6.56050955414
14759,6,104,6.62420382166
14760,6,105,6.68789808917
14761,6,106,6.75159235669
14762,3,5,0.219587176109
14763,3,6,0.263504611331
14766,6,109,6.94267515924
14767,6,110,7.00636942675
14772,6,115,7.32484076433
14773,6,116,7.38853503185
14778,6,121,7.70700636943
14779,6,122,7.77070063694
14780,6,123,7.83439490446
14781,6,124,7.89808917197
14782,6,125,7.96178343949
14783,6,126,8.02547770701
14794,6,137,8.72611464968
14795,6,138,8.7898089172
14798,6,141,8.98089171975
14799,6,142,9.04458598726
14802,6,146,9.29936305732
14803,6,147,9.36305732484
14810,8,1577,55.7243816254
14811,8,1578,55.7597173145
14814,6,156,9.93630573248
14815,6,157,10.0
14816,6,158,10.0636942675
14817,6,159,10.127388535
14824,6,166,10.5732484076
14825,6,167,10.6369426752
14826,6,168,10.7006369427
14827,6,169,10.7643312102
14828,6,170,10.8280254777
14829,6,171,10.8917197452
14830,6,172,10.9554140127
14831,6,173,11.0191082803
14832,6,174,11.0828025478
14833,6,175,11.1464968153
14834,6,176,11.2101910828
14835,6,177,11.2738853503
14836,6,178,11.3375796178
14837,6,179,11.4012738854
14842,6,184,11.7197452229
14843,6,185,11.7834394904
14854,6,196,12.4840764331
14855,6,197,12.5477707006
14860,6,202,12.8662420382
14861,6,203,12.9299363057
14862,6,204,12.9936305732
14863,6,205,13.0573248408
14864,6,206,13.1210191083
14865,6,207,13.1847133758
14870,6,212,13.5031847134
14871,6,213,13.5668789809
14882,6,222,14.1401273885
14883,6,223,14.2038216561
14888,6,228,14.5222929936
14889,6,229,14.5859872611
14890,6,230,14.6496815287
14891,6,231,14.7133757962
14894,6,234,14.9044585987
14895,6,235,14.9681528662
14902,6,243,15.4777070064
14903,6,244,15.5414012739
14904,6,245,15.6050955414
14905,6,246,15.6687898089
14908,6,249,15.8598726115
14909,6,250,15.923566879
14922,6,263,16.7515923567
14923,6,264,16.8152866242
14924,6,265,16.8789808917
14925,6,266,16.9426751592
14926,6,267,17.0063694268
14927,6,268,17.0700636943
14930,6,271,17.2611464968
14931,6,272,17.3248407643
14932,6,273,17.3885350318
14933,6,274,17.4522292994
14936,6,277,17.6433121019
14937,6,278,17.7070063694
14940,6,281,17.898089172
14941,6,282,17.9617834395
14942,6,283,18.025477707
14943,6,284,18.0891719745
14950,6,291,18.5350318471
14951,6,292,18.5987261146
14956,6,297,18.9171974522
14957,6,298,18.9808917197
14960,6,301,19.1719745223
14961,6,302,19.2356687898
14966,6,307,19.5541401274
14967,6,308,19.6178343949
14974,6,315,20.0636942675
14975,6,316,20.127388535
14976,6,317,20.1910828025
14977,6,318,20.2547770701
14982,6,323,20.5732484076
14983,6,324,20.6369426752
14986,6,327,20.8280254777
14987,6,328,20.8917197452
14988,6,329,20.9554140127
14989,6,330,21.0191082803
14990,6,331,21.0828025478
14991,6,332,21.1464968153
14998,6,339,21.5923566879
14999,6,340,21.6560509554
15008,6,350,22.2929936306
15009,6,351,22.3566878981
15012,6,354,22.5477707006
15013,6,355,22.6114649682
15020,16,135,33.4158415842
15021,16,136,33.6633663366
15022,6,362,23.0573248408
15023,6,363,23.1210191083
15042,6,380,24.2038216561
15043,6,381,24.2675159236
15044,6,382,24.3312101911
15045,6,383,24.3949044586
15050,6,388,24.7133757962
15051,6,389,24.7770700637
15060,6,398,25.3503184713
15061,6,399,25.4140127389
15092,6,430,27.3885350318
15093,6,431,27.4522292994
15094,6,432,27.5159235669
15095,6,433,27.5796178344
15098,6,436,27.7707006369
15099,6,437,27.8343949045
15110,6,449,28.5987261146
15111,6,450,28.6624203822
15120,6,459,29.2356687898
15121,6,460,29.2993630573
15122,6,461,29.3630573248
15123,6,462,29.4267515924
15146,6,483,30.7643312102
15147,6,484,30.8280254777
15148,6,485,30.8917197452
15149,6,486,30.9554140127
15150,6,487,31.0191082803
15151,6,488,31.0828025478
15156,6,493,31.4012738854
15157,6,494,31.4649681529
15162,6,499,31.7834394904
15163,6,500,31.847133758
15172,16,139,34.4059405941
15173,16,140,34.6534653465
15174,6,507,32.2929936306
15175,6,508,32.3566878981
15186,6,519,33.0573248408
15187,6,520,33.1210191083
15192,6,525,33.4394904459
15193,6,526,33.5031847134
15198,6,531,33.821656051
15199,6,532,33.8853503185
15204,6,538,34.2675159236
15205,6,539,34.3312101911
15208,6,542,34.5222929936
15209,6,543,34.5859872611
15212,6,546,34.7770700637
15213,6,547,34.8407643312
15216,6,550,35.0318471338
15217,6,551,35.0955414013
15218,6,552,35.1592356688
15219,6,553,35.2229299363
15224,6,558,35.5414012739
15225,6,559,35.6050955414
15226,6,560,35.6687898089
15227,6,561,35.7324840764
15230,6,564,35.923566879
15231,6,565,35.9872611465
15232,6,566,36.050955414
15233,6,567,36.1146496815
15244,6,578,36.8152866242
15245,6,579,36.8789808917
15246,6,580,36.9426751592
15247,6,581,37.0063694268
15248,6,582,37.0700636943
15249,6,583,37.1337579618
15258,6,592,37.7070063694
15259,6,593,37.7707006369
15274,3,7,0.307422046552
15275,3,8,0.351339481774
15276,3,9,0.395256916996
15277,3,10,0.439174352218
15278,3,11,0.48309178744
15279,3,12,0.527009222661
15290,3,23,1.0101010101
15291,3,24,1.05401844532
15308,3,41,1.80061484409
15309,3,42,1.84453227931
15312,3,45,1.97628458498
15313,3,46,2.0202020202
15314,3,47,2.06411945542
15315,3,48,2.10803689065
15316,3,49,2.15195432587
15317,3,50,2.19587176109
15326,3,59,2.59112867809
15327,3,60,2.63504611331
15328,3,61,2.67896354853
15329,3,62,2.72288098375
15342,8,1632,57.667844523
15343,8,1633,57.703180212
15344,3,75,3.29380764163
15345,3,76,3.33772507686
15346,3,77,3.38164251208
15347,3,78,3.4255599473
15352,3,83,3.64514712341
15353,3,84,3.68906455863
15354,3,85,3.73298199385
15355,3,86,3.77689942907
15376,3,107,4.69916556873
15377,3,108,4.74308300395
15380,3,111,4.87483530962
15381,3,112,4.91875274484
15386,3,117,5.13833992095
15387,3,118,5.18225735617
15388,3,119,5.22617479139
15389,3,120,5.27009222661
15392,3,123,5.40184453228
15393,3,124,5.4457619675
15400,3,131,5.75318401405
15401,3,132,5.79710144928
15406,3,137,6.01668862538
15407,3,138,6.06060606061
15408,3,139,6.10452349583
15409,3,140,6.14844093105
15410,3,141,6.19235836627
15411,3,142,6.23627580149
15412,3,143,6.28019323671
15413,3,144,6.32411067194
15416,3,147,6.4558629776
15417,3,148,6.49978041282
15422,3,151,6.63153271849
15423,3,152,6.67545015371
15424,3,153,6.71936758893
15425,3,154,6.76328502415
15428,3,157,6.89503732982
15429,3,158,6.93895476504
15434,3,163,7.15854194115
15435,3,164,7.20245937637
15436,16,143,35.396039604
15437,16,144,35.6435643564
15438,3,165,7.24637681159
15439,3,166,7.29029424682
15440,3,167,7.33421168204
15441,3,168,7.37812911726
15442,3,169,7.42204655248
15443,3,170,7.4659639877
15446,3,173,7.59771629337
15447,3,174,7.64163372859
15448,3,175,7.68555116381
15449,3,176,7.72946859903
15456,3,183,8.03689064559
15457,3,184,8.08080808081
15460,3,187,8.21256038647
15461,3,188,8.2564778217
15464,3,191,8.38823012736
15465,3,192,8.43214756258
15468,3,195,8.56389986825
15469,3,196,8.60781730347
15476,3,203,8.91523935002
15477,3,204,8.95915678524
15478,3,205,9.00307422047
15479,3,206,9.04699165569
15492,3,219,9.61791831357
15493,3,220,9.66183574879
15498,3,225,9.8814229249
15499,3,226,9.92534036012
15502,3,229,10.0570926658
15503,3,230,10.101010101
15510,3,235,10.3205972771
15511,3,236,10.3645147123
15512,3,237,10.4084321476
15513,3,238,10.4523495828
15514,3,239,10.496267018
15515,3,240,10.5401844532
15532,3,257,11.286780852
15533,3,258,11.3306982872
15536,3,261,11.4624505929
15537,3,262,11.5063680281
15538,3,263,11.5502854633
15539,3,264,11.5942028986
15540,3,265,11.6381203338
15541,3,266,11.682037769
15544,3,269,11.8137900747
15545,3,270,11.8577075099
15552,3,277,12.1651295564
15553,3,278,12.2090469917
15560,3,285,12.5164690382
15561,3,286,12.5603864734
15562,3,287,12.6043039087
15563,3,288,12.6482213439
15568,3,293,12.86780852
15569,3,294,12.9117259552
15574,3,299,13.1313131313
15575,3,300,13.1752305665
15580,3,305,13.3948177426
15581,3,306,13.4387351779
15588,3,313,13.7461572244
15589,3,314,13.7900746596
15590,3,315,13.8339920949
15591,3,316,13.8779095301
15594,3,319,14.0096618357
15595,3,320,14.053579271
15596,3,321,14.0974967062
15597,3,322,14.1414141414
15598,3,323,14.1853315766
15599,3,324,14.2292490119
15606,3,331,14.5366710584
15607,3,332,14.5805884936
15608,3,333,14.6245059289
15609,3,334,14.6684233641
15610,3,335,14.7123407993
15611,3,336,14.7562582345
15612,3,337,14.8001756697
15613,3,338,14.844093105
15618,3,343,15.0636802811
15619,3,344,15.1075977163
15626,3,349,15.3271848924
15627,3,350,15.3711023276
15632,3,355,15.5906895037
15633,3,356,15.634606939
15634,3,357,15.6785243742
15635,3,358,15.7224418094
15640,3,363,15.9420289855
15641,3,364,15.9859464207
15642,3,365,16.029863856
15643,3,366,16.0737812912
15648,3,371,16.2933684673
15649,3,372,16.3372859025
15672,3,395,17.3473869126
15673,3,396,17.3913043478
15682,3,405,17.7865612648
15683,3,406,17.8304787
15686,3,409,17.9622310057
15687,3,410,18.0061484409
15692,3,413,18.1379007466
15693,3,414,18.1818181818
15694,3,415,18.225735617
15695,3,416,18.2696530523
15698,3,417,18.3135704875
15699,3,418,18.3574879227
15700,3,419,18.4014053579
15701,3,420,18.4453227931
15708,3,427,18.7527448397
15709,3,428,18.7966622749
15712,3,431,18.9284145806
15713,3,432,18.9723320158
15716,3,435,19.1040843215
15717,3,436,19.1480017567
15722,3,441,19.3675889328
15723,3,442,19.411506368
15728,3,447,19.6310935441
15729,3,448,19.6750109794
15736,3,455,19.9824330259
15737,3,456,20.0263504611
15746,3,465,20.4216073781
15747,3,466,20.4655248134
15752,3,471,20.6851119895
15753,3,472,20.7290294247
15754,3,473,20.7729468599
15755,3,474,20.8168642951
15756,3,475,20.8607817303
15757,3,476,20.9046991656
15760,3,479,21.0364514712
15761,3,480,21.0803689065
15766,3,485,21.2999560826
15767,3,486,21.3438735178
15770,3,489,21.4756258235
15771,3,490,21.5195432587
15772,3,491,21.5634606939
15773,3,492,21.6073781291
15774,3,493,21.6512955643
15775,3,494,21.6952129996
15778,3,497,21.8269653052
15779,3,498,21.8708827404
15788,3,507,22.2661396574
15789,3,508,22.3100570927
15794,3,513,22.5296442688
15795,3,514,22.573561704
15802,3,521,22.8809837505
15803,3,522,22.9249011858
15812,3,531,23.3201581028
15813,3,532,23.364075538
15836,3,555,24.3741765481
15837,3,556,24.4180939833
15840,3,559,24.549846289
15841,3,560,24.5937637242
15854,3,573,25.1646903821
15855,3,574,25.2086078173
15858,16,149,36.8811881188
15859,16,150,37.1287128713
15860,3,577,25.340360123
15861,3,578,25.3842775582
15878,3,593,26.0430390865
15879,3,594,26.0869565217
15882,3,597,26.2187088274
15883,3,598,26.2626262626
15890,14,3,0.515463917526
15891,14,4,0.687285223368
15894,3,607,26.6578831796
15895,3,608,26.7018006148
15902,3,615,27.0092226614
15903,3,616,27.0531400966
15904,3,617,27.0970575318
15905,3,618,27.1409749671
15912,3,625,27.4483970136
15913,3,626,27.4923144488
15920,3,633,27.7997364954
15921,3,634,27.8436539306
15926,3,639,28.0632411067
15927,3,640,28.1071585419
15930,3,643,28.2389108476
15931,3,644,28.2828282828
15938,3,651,28.5902503294
15939,3,652,28.6341677646
15950,3,663,29.117259552
15951,3,664,29.1611769873
15956,3,669,29.3807641634
15957,3,670,29.4246815986
15958,3,671,29.4685990338
15959,3,672,29.512516469
15962,3,675,29.6442687747
15963,3,676,29.6881862099
15974,3,687,30.1712779974
15975,3,688,30.2151954326
15994,3,707,31.0496267018
15995,3,708,31.093544137
15996,3,709,31.1374615722
15997,3,710,31.1813790075
16002,3,715,31.4009661836
16003,3,716,31.4448836188
16006,3,719,31.5766359245
16007,3,720,31.6205533597
16010,3,723,31.7523056653
16011,3,724,31.7962231006
16020,3,733,32.1914800176
16021,3,734,32.2353974528
16022,3,735,32.279314888
16023,3,736,32.3232323232
16024,3,737,32.3671497585
16025,3,738,32.4110671937
16032,3,745,32.7184892402
16033,3,746,32.7624066755
16042,3,755,33.1576635924
16043,3,756,33.2015810277
16044,3,757,33.2454984629
16045,3,758,33.2894158981
16052,3,765,33.5968379447
16053,3,766,33.6407553799
16056,3,769,33.7725076856
16057,3,770,33.8164251208
16060,8,1706,60.2826855124
16061,8,1707,60.3180212014
16062,3,773,33.9481774264
16063,3,774,33.9920948617
16064,3,775,34.0360122969
16065,3,776,34.0799297321
16066,3,777,34.1238471673
16067,3,778,34.1677646025
16070,3,781,34.2995169082
16071,3,782,34.3434343434
16082,3,791,34.7386912604
16083,3,792,34.7826086957
16098,3,807,35.441370224
16099,3,808,35.4852876592
16104,3,813,35.7048748353
16105,3,814,35.7487922705
16124,3,833,36.5832235397
16125,3,834,36.627140975
16126,3,835,36.6710584102
16127,3,836,36.7149758454
16128,3,837,36.7588932806
16129,3,838,36.8028107159
16130,3,839,36.8467281511
16131,3,840,36.8906455863
16134,3,843,37.022397892
16135,3,844,37.0663153272
16142,3,851,37.3737373737
16143,3,852,37.417654809
16154,3,863,37.9007465964
16155,3,864,37.9446640316
16156,16,151,37.3762376238
16157,16,152,37.6237623762
16162,3,869,38.1642512077
16163,3,870,38.208168643
16166,3,873,38.3399209486
16167,3,874,38.3838383838
16170,3,877,38.5155906895
16171,3,878,38.5595081247
16174,3,881,38.6912604304
16175,3,882,38.7351778656
16176,3,883,38.7790953008
16177,3,884,38.8230127361
16186,3,893,39.2182696531
16187,3,894,39.2621870883
16188,3,895,39.3061045235
16189,3,896,39.3500219587
16194,3,901,39.5696091348
16195,3,902,39.61352657
16200,4,11,0.455675227838
16201,4,12,0.49710024855
16202,4,13,0.538525269263
16203,4,14,0.579950289975
16204,4,15,0.621375310688
16205,4,16,0.6628003314
16206,4,17,0.704225352113
16207,4,18,0.745650372825
16214,4,25,1.03562551781
16215,4,26,1.07705053853
16218,4,29,1.20132560066
16219,4,30,1.24275062138
16224,4,35,1.44987572494
16225,4,36,1.49130074565
16230,4,41,1.69842584921
16231,4,42,1.73985086993
16236,4,47,1.94697597349
16237,4,48,1.9884009942
16242,4,53,2.19552609776
16243,4,54,2.23695111848
16252,4,63,2.60977630489
16253,4,64,2.6512013256
16256,4,67,2.77547638774
16257,4,68,2.81690140845
16262,4,73,3.02402651201
16263,4,74,3.06545153273
16266,4,77,3.18972659486
16267,4,78,3.23115161558
16278,4,89,3.68682684341
16279,4,90,3.72825186413
16280,4,91,3.76967688484
16281,4,92,3.81110190555
16290,4,101,4.18392709196
16291,4,102,4.22535211268
16300,4,111,4.59817729909
16301,4,112,4.6396023198
16302,4,113,4.68102734051
16303,4,114,4.72245236123
16304,4,115,4.76387738194
16305,4,116,4.80530240265
16318,4,129,5.34382767191
16319,4,130,5.38525269263
16324,4,135,5.59237779619
16325,4,136,5.6338028169
16342,4,153,6.33802816901
16343,4,154,6.37945318973
16344,4,155,6.42087821044
16345,4,156,6.46230323115
16358,4,169,7.00082850041
16359,4,170,7.04225352113
16360,4,171,7.08367854184
16361,4,172,7.12510356255
16362,4,173,7.16652858326
16363,4,174,7.20795360398
16364,4,175,7.24937862469
16365,4,176,7.2908036454
16366,4,177,7.33222866611
16367,4,178,7.37365368683
16376,4,187,7.74647887324
16377,4,188,7.78790389395
16382,4,193,7.99502899751
16383,4,194,8.03645401823
16384,4,195,8.07787903894
16385,4,196,8.11930405965
16392,4,203,8.40927920464
16393,4,204,8.45070422535
16402,4,213,8.82352941176
16403,4,214,8.86495443248
16414,4,225,9.32062966031
16415,4,226,9.36205468103
16418,4,229,9.48632974316
16419,4,230,9.52775476388
16420,4,231,9.56917978459
16421,4,232,9.6106048053
16424,4,235,9.73487986744
16425,4,236,9.77630488815
16428,4,239,9.90057995029
16429,4,240,9.942004971
16440,4,251,10.3976801988
16441,4,252,10.4391052196
16442,4,253,10.4805302403
16443,4,254,10.521955261
16446,4,257,10.6462303231
16447,4,258,10.6876553438
16448,4,259,10.7290803645
16449,4,260,10.7705053853
16450,4,261,10.811930406
16451,4,262,10.8533554267
16462,4,273,11.3090306545
16463,4,274,11.3504556752
16466,4,277,11.4747307374
16467,4,278,11.5161557581
16468,4,279,11.5575807788
16469,4,280,11.5990057995
16470,4,281,11.6404308202
16471,4,282,11.6818558409
16476,4,287,11.8889809445
16477,4,288,11.9304059652
16480,4,291,12.0546810273
16481,4,292,12.0961060481
16484,4,295,12.2203811102
16485,4,296,12.2618061309
16488,4,299,12.386081193
16489,4,300,12.4275062138
16492,4,303,12.5517812759
16493,4,304,12.5932062966
16494,4,305,12.6346313173
16495,4,306,12.676056338
16500,4,311,12.8831814416
16501,4,312,12.9246064623
16512,4,323,13.3802816901
16513,4,324,13.4217067109
16540,4,351,14.5401822701
16541,4,352,14.5816072908
16548,4,359,14.8715824358
16549,4,360,14.9130074565
16550,4,361,14.9544324772
16551,4,362,14.9958574979
16556,4,367,15.2029826015
16557,4,368,15.2444076222
16558,4,369,15.2858326429
16559,4,370,15.3272576636
16568,4,379,15.70008285
16569,4,380,15.7415078708
16580,4,389,16.1143330572
16581,4,390,16.1557580779
