,stu_id,class,avg_s,avg,mon_count,top,time
1960,5974,1,3.059648352,5.94705882353,17.0,75.3521126761,50.0
1966,5992,1,4.264582339,6.54555555556,90.0,76.0977630489,32.0
1970,6004,1,2.783328671,5.64347826087,23.0,76.5948632974,26.0
1972,6006,2,3.3040625,5.334375,32.0,76.6777133389,31.0
1974,6010,0,4.870380117,6.37428571429,35.0,76.8434134217,10.0
1976,6020,0,4.66238255,6.19150943396,106.0,77.2576636288,9.0
1980,6028,0,4.09146789,6.97,60.0,77.5890637945,1.0
1982,6032,0,4.887116564,6.16949152542,59.0,77.7547638774,17.0
1984,6040,0,4.317578125,8.12707692308,65.0,78.0861640431,14.0
1986,6044,1,3.206615087,6.49163265306,147.0,78.2518641259,175.0
1988,6046,0,5.779213483,10.0384782609,46.0,78.3347141674,2.0
1990,6054,0,3.700581655,7.80526315789,19.0,78.6661143331,26.0
1992,6064,0,3.569298507,7.5125,56.0,79.0803645402,54.0
1994,6066,2,3.321213942,6.91408450704,71.0,79.1632145816,102.0
1996,6072,0,5.154132901,10.4316546763,139.0,79.4117647059,40.0
2000,6098,0,3.722996795,19.42,20.0,80.405965203,20.0
2002,6102,3,3.193981842,7.70451977401,177.0,80.5716652858,4.0
2004,6104,0,4.204360656,12.3125,8.0,80.6545153273,188.0
2006,6116,3,3.578535948,5.82081218274,197.0,81.1516155758,252.0
2008,6120,0,4.601005484,13.1817073171,41.0,81.3173156587,101.0
2010,6124,0,6.643195876,5.04682926829,205.0,81.4830157415,110.0
2012,6128,0,3.864094903,4.7744,125.0,81.6487158244,92.0
2014,6134,0,3.484441219,4.37490774908,271.0,81.8972659486,59.0
2016,6148,1,4.221023018,4.44861111111,72.0,82.4772162386,98.0
2020,6156,2,3.899103053,7.31189440994,322.0,82.8086164043,6.0
2022,6160,0,5.677393939,11.3119298246,57.0,82.9743164872,67.0
2024,6172,0,2.882980501,7.59563106796,103.0,83.3885666943,13.0
2026,6180,0,4.331288136,7.25617977528,89.0,83.71996686,8.0
2028,6184,1,4.088277311,12.075,68.0,83.8028169014,71.0
2030,6190,0,4.470522766,8.2,23.0,99.963963964,20.0
2034,6196,0,4.301661442,7.60704225352,213.0,84.2170671085,2.0
2038,6210,1,4.632879581,7.98125,32.0,84.7970173985,38.0
2040,6212,3,3.984811912,6.7265625,64.0,84.8798674399,22.0
2042,6214,2,3.269126214,5.97207207207,111.0,84.9627174814,19.0
2044,6230,0,3.975798526,5.8852866242,157.0,85.5426677713,4.0
2046,6232,1,3.94807154,6.54025974026,77.0,85.6255178128,7.0
2048,6236,0,4.980938053,8.385,140.0,85.7912178956,20.0
2050,6244,0,4.039684909,12.6621917808,73.0,86.1226180613,18.0
2054,6254,0,6.657051114,8.54643939394,132.0,86.5368682684,28.0
2060,6268,2,3.597740668,7.35444444444,90.0,87.1168185584,10.0
2062,6276,0,4.589049505,5.89248120301,133.0,87.4482187241,2.0
2064,6282,0,3.861440162,5.86617021277,47.0,87.6967688484,19.0
2066,6288,0,2.707783251,13.4647058824,17.0,87.9453189727,28.0
2068,6296,1,2.536254545,5.52,5.0,88.2767191384,21.0
2070,6302,0,2.221879195,10.1648648649,37.0,88.5252692626,14.0
2072,6306,0,4.592750491,7.28926829268,205.0,88.6909693455,11.0
2074,6316,1,4.041829268,7.16346153846,52.0,89.1052195526,8.0
2076,6320,0,3.146683587,6.79945205479,73.0,89.2709196355,43.0
2078,6332,0,4.376792453,7.22260869565,115.0,89.768019884,11.0
2082,6344,0,5.491246006,7.6,94.0,90.2651201326,26.0
2084,6352,0,3.745491803,6.05741935484,155.0,90.5965202983,6.0
2086,6356,0,4.583122172,10.8063829787,47.0,90.7622203811,17.0
2088,6366,0,6.306183206,9.87894736842,38.0,91.0936205468,4.0
2090,6368,1,3.429214724,6.10162790698,86.0,91.1764705882,18.0
2092,6372,0,4.427931818,9.49090909091,33.0,91.3421706711,1.0
2094,6374,0,3.644690117,6.04059701493,134.0,91.4250207125,19.0
2096,6382,0,3.637123596,7.11705202312,173.0,91.7564208782,37.0
2098,6386,0,5.852105263,6.68728323699,173.0,91.9221209611,38.0
2100,6390,0,3.025757098,6.5035483871,31.0,86.7491166078,5.0
2102,6394,0,5.191744472,8.69708737864,103.0,92.1706710853,18.0
2104,6396,0,5.467985989,6.36258992806,139.0,92.2535211268,1.0
2106,6406,2,1.950531758,5.22666666667,30.0,92.6677713339,70.0
2108,6410,0,4.551363636,7.1472972973,111.0,92.8334714167,34.0
2110,6412,2,4.870139373,9.676,105.0,92.9163214582,38.0
2112,6426,0,4.336687764,7.3222513089,191.0,93.4134217067,123.0
2114,6428,1,4.296467662,5.61129770992,131.0,93.4962717481,50.0
2116,6430,0,3.030861423,4.68888888889,18.0,93.5791217896,53.0
2124,6454,0,4.835903614,11.9938356164,146.0,94.5733222867,4.0
2126,6458,0,4.401383929,8.72702702703,74.0,94.7390223695,57.0
2128,6462,0,3.182132353,12.598125,64.0,94.9047224524,2.0
2130,6466,3,2.621598086,11.9125,8.0,95.0704225352,28.0
2134,6474,0,2.660097205,8.36375,40.0,95.4018227009,12.0
2136,6480,0,2.761223329,15.5567567568,37.0,95.6503728252,28.0
2140,6488,3,2.827205128,8.87476190476,63.0,95.9817729909,14.0
2142,6492,0,3.757595129,5.03154574132,317.0,96.1474730737,44.0
2144,6496,0,4.93715942,5.49239766082,171.0,96.3131731566,7.0
2150,6518,2,4.356804734,7.74196891192,193.0,97.1416735708,3.0
2154,6524,0,5.281719368,14.6272727273,44.0,97.3902236951,50.0
2158,6546,0,3.420251046,6.52584,125.0,98.3015741508,17.0
2160,6554,1,3.883524962,4.55,12.0,98.6329743165,163.0
2162,6578,0,3.799819695,5.13757961783,157.0,99.6271748136,4.0
2164,6592,1,4.957173913,6.56141304348,184.0,57.5329107752,14.0
2166,6594,0,4.092754881,5.29758064516,248.0,57.6304241833,6.0
2168,6600,0,3.320780312,4.93617021277,47.0,57.9229644076,77.0
2170,6620,0,6.239775414,9.2944,125.0,58.8980984885,208.0
2172,6624,1,3.611407407,6.18454545455,110.0,59.0931253047,79.0
2174,6636,0,3.415173979,5.24369747899,119.0,59.6782057533,105.0
2176,6648,0,3.620138751,6.46818181818,110.0,60.2632862019,16.0
2178,6650,3,2.707387792,6.28085106383,47.0,60.3607996099,70.0
2180,6654,0,4.713490305,9.36217391304,138.0,60.5558264261,3.0
2182,6660,0,3.410190797,4.875,224.0,60.8483666504,99.0
2184,6662,1,4.162790698,9.40606060606,132.0,60.9458800585,28.0
2186,6668,1,3.261101574,9.35157894737,95.0,61.2384202828,44.0
2190,6678,2,4.060307298,9.19078947368,76.0,61.7259873233,11.0
2192,6680,0,4.499909677,6.31408450704,284.0,61.8235007314,12.0
2194,6694,2,3.040883055,5.97142857143,35.0,62.506094588,32.0
2196,6696,0,3.639224806,5.52352941176,34.0,62.6036079961,14.0
2198,6714,0,3.71610951,3.74102564103,78.0,63.4812286689,68.0
2202,6720,3,4.13821608,5.46459627329,161.0,63.7737688932,52.0
2204,6722,1,3.796176962,7.125,76.0,63.8712823013,104.0
2206,6728,3,3.916883309,6.45583333333,48.0,64.1638225256,58.0
2208,6748,0,4.217235421,11.806779661,59.0,65.1389566065,19.0
2210,6750,0,4.701098485,14.1,19.0,99.710024855,4.0
2212,6762,0,4.733900524,5.44730538922,167.0,65.7240370551,2.0
2214,6774,0,3.557297688,5.68210526316,95.0,66.3091175037,64.0
2216,6778,1,3.705370787,7.77941176471,102.0,66.5041443198,81.0
2218,6784,0,3.711380846,5.6679047619,210.0,66.7966845441,12.0
2220,6788,1,4.563585927,6.9124,125.0,66.9917113603,11.0
2222,6790,0,4.652618683,7.86323529412,68.0,67.0892247684,11.0
2226,6798,1,3.624354561,5.88489208633,139.0,67.3817649927,169.0
2228,6802,0,3.425581717,6.15132075472,265.0,67.5767918089,120.0
2232,6808,0,4.285046729,13.5333333333,27.0,67.8693320332,2.0
2236,6820,3,3.686708701,5.15,16.0,68.4544124817,25.0
2238,6822,2,3.176825397,6.6,35.0,68.5519258898,6.0
2240,6826,0,5.147009174,9.2275,120.0,68.746952706,4.0
2248,6840,0,4.409712092,7.35227272727,88.0,69.4295465627,76.0
2250,6862,0,4.012093023,5.77291666667,96.0,70.5021940517,21.0
2252,6882,0,4.82761488,9.3184,75.0,71.4773281326,2.0
2254,6886,0,4.142940252,5.02553191489,94.0,71.6723549488,24.0
2256,6890,2,3.818857143,5.92,95.0,71.867381765,133.0
2260,6894,2,3.43705036,6.85,42.0,72.0624085812,107.0
2264,6906,0,4.182448211,6.18762886598,97.0,72.6474890297,27.0
2266,6916,0,4.223419118,7.75642458101,179.0,73.1350560702,35.0
2268,6920,1,4.099583975,7.54166666667,48.0,73.3300828864,119.0
2270,6922,0,5.285162338,6.08631578947,95.0,73.4275962945,16.0
2272,6928,0,3.27,9.47142857143,7.0,73.7201365188,3.0
2274,6930,0,5.694947917,14.6454545455,11.0,73.8176499269,5.0
2276,6942,0,3.49511658,5.275,20.0,74.3052169673,8.0
2278,6944,1,3.764768041,5.64912280702,114.0,74.4027303754,16.0
2280,6956,1,3.086153137,3.815625,96.0,74.8902974159,133.0
2282,6966,0,5.373236715,8.53434782609,92.0,75.3778644564,11.0
2284,6970,0,4.92375,6.34144144144,111.0,75.5728912725,46.0
2288,6978,0,4.347572156,6.60483870968,62.0,75.9629449049,19.0
2290,6980,0,4.403296703,6.72857142857,210.0,76.060458313,31.0
2292,6984,0,3.448175,13.49375,16.0,76.2554851292,3.0
2294,6990,1,3.98638535,8.07846153846,52.0,76.5480253535,10.0
2296,6994,0,4.310777143,9.17023809524,84.0,76.7430521697,45.0
2298,6996,0,4.869895833,8.97272727273,66.0,76.8405655778,33.0
2300,7004,3,4.099911308,7.22682926829,82.0,77.2306192101,4.0
2304,7026,0,4.979280245,8.27142857143,140.0,78.3032666992,3.0
2306,7028,1,4.313827362,4.65625,128.0,78.4007801073,2.0
2308,7040,0,3.467865169,9.41951219512,41.0,78.9858605558,26.0
2310,7056,0,4.0323,8.5694,100.0,79.7659678206,11.0
2312,7062,1,3.389852941,6.94242424242,33.0,80.0585080449,88.0
2314,7066,3,4.009154519,5.15609756098,82.0,80.253534861,15.0
2316,7070,0,3.382104499,6.67672413793,232.0,80.4485616772,21.0
2322,7088,1,3.005152439,5.10887096774,124.0,81.228668942,85.0
2324,7096,0,4.213098996,7.32802547771,157.0,81.6187225744,34.0
2326,7098,0,3.880627119,3.41333333333,75.0,81.7162359824,4.0
2328,7100,0,4.028825215,5.83777777778,135.0,81.8137493905,3.0
2330,7106,0,4.717392055,12.2571428571,42.0,82.1062896148,14.0
2332,7108,0,3.661366906,14.3548387097,31.0,82.2038030229,21.0
2334,7126,2,3.662817919,6.23908450704,142.0,82.9839102877,22.0
2336,7134,0,3.91738189,9.1079787234,282.0,83.37396392,14.0
2340,7168,0,2.829025271,8.40606060606,33.0,98.0565973406,21.0
2342,7170,2,3.79,6.91375,80.0,84.9341784495,7.0
2344,7176,0,5.254470135,8.95904761905,105.0,85.2267186738,4.0
2348,7190,0,3.838016627,7.99782608696,184.0,85.9093125305,22.0
2350,7202,0,4.348339973,11.8791208791,91.0,86.494392979,96.0
2352,7204,0,3.938197747,6.61688311688,77.0,86.5919063871,26.0
2354,7216,0,2.642222222,7.09411764706,17.0,87.1769868357,57.0
2356,7230,2,4.025309168,6.01363636364,110.0,87.8595806923,42.0
2358,7232,0,3.866653846,6.44173913043,345.0,87.9570941004,12.0
2360,7236,0,4.600672515,7.38831168831,154.0,88.1521209166,8.0
2362,7240,0,3.780773585,7.13793103448,87.0,88.3471477328,21.0
2364,7242,0,3.646697674,7.10895348837,86.0,88.4446611409,46.0
2366,7244,1,3.958913363,6.71914893617,47.0,90.035335689,41.0
2368,7250,1,4.198279387,6.52625,112.0,88.7372013652,24.0
2370,7252,0,4.85193617,7.65605839416,137.0,88.8347147733,7.0
2372,7262,0,4.17053286,7.93853211009,109.0,89.3222818137,8.0
2374,7270,0,4.305895197,9.776,75.0,89.7123354461,31.0
2376,7274,0,5.151044776,9.2825974026,77.0,89.9073622623,3.0
2378,7292,0,4.341194245,6.6375,32.0,90.589956119,58.0
2380,7294,0,3.976932668,7.76,10.0,90.6874695271,46.0
2384,7300,1,4.323194946,8.618125,160.0,90.9800097513,10.0
2386,7310,2,4.701741379,7.65793650794,126.0,91.4675767918,10.0
2388,7314,2,4.12669863,4.91509433962,106.0,91.662603608,13.0
2390,7318,2,2.653713528,6.13684210526,19.0,91.8576304242,12.0
2392,7324,1,4.639693593,7.47983193277,119.0,92.1501706485,1.0
2394,7332,1,4.325225989,4.75555555556,54.0,92.5402242808,19.0
2398,7340,0,4.483238482,4.61153846154,78.0,92.9302779132,3.0
2400,7342,0,3.806979543,5.73974358974,78.0,93.0277913213,1.0
2402,7348,0,3.927184035,5.04154589372,207.0,93.3203315456,1.0
2404,7350,0,4.425253807,10.2742268041,97.0,93.4178449537,11.0
2408,7388,0,4.220347648,8.26212121212,132.0,95.1730862994,1.0
2414,7412,0,4.925028037,7.90947368421,209.0,96.3432471965,50.0
2416,7420,0,4.983425414,14.4681818182,22.0,96.7333008289,43.0
2418,7422,0,3.962567568,10.1385714286,70.0,96.830814237,40.0
2420,7426,3,2.830762943,6.93636363636,22.0,97.0258410531,21.0
2422,7432,0,4.285602968,6.50115606936,173.0,97.3183812774,24.0
2424,7434,0,4.604834437,5.39260869565,138.0,97.4158946855,6.0
2426,7440,0,4.260604891,9.19529411765,85.0,97.7084349098,21.0
2430,7468,0,4.024740854,10.0959183673,98.0,98.8785958069,30.0
2434,7476,1,3.78148073,3.88045977011,87.0,99.2686494393,56.0
2436,7480,0,3.647881257,9.91682242991,107.0,99.4636762555,33.0
2438,7484,0,2.331156069,3.55454545455,11.0,99.6587030717,33.0
2440,7488,0,3.431710526,5.07934782609,92.0,98.2952608251,4.0
2444,7502,0,4.363481393,8.22457627119,118.0,60.5206073753,30.0
2446,7504,0,4.416189427,8.63357142857,112.0,60.6073752711,11.0
2448,7520,1,3.66375,4.57441860465,43.0,61.3015184382,15.0
2452,7534,3,3.990791599,4.22573426573,143.0,61.9088937093,42.0
2454,7536,1,3.811611479,4.60757281553,103.0,61.9956616052,101.0
2456,7540,1,3.825917496,9.09019607843,51.0,62.0824295011,51.0
2458,7548,2,2.912646692,7.93235294118,34.0,62.4295010846,25.0
2460,7552,0,3.599688385,6.165,100.0,98.7623762376,49.0
2462,7572,0,3.832065868,5.85357142857,168.0,63.2971800434,5.0
2464,7576,0,3.838797084,7.5948,225.0,63.4707158351,5.0
2466,7578,0,3.696645833,8.86903954802,177.0,63.557483731,1.0
2470,7594,1,2.578469101,5.79672131148,61.0,64.251626898,65.0
2472,7606,1,3.951347709,6.78617647059,136.0,64.7722342733,25.0
2474,7610,0,3.923194707,9.23287671233,73.0,64.9457700651,40.0
2476,7620,1,4.743465909,9.23396551724,116.0,65.3796095445,17.0
2478,7632,0,3.620967742,8.36,35.0,65.8134490239,5.0
2480,7636,0,4.511608108,7.57338129496,139.0,65.9869848156,6.0
2482,7640,0,3.902655786,6.44494382022,89.0,66.1605206074,6.0
2484,7646,0,4.188271605,8.8,43.0,66.420824295,113.0
2488,7656,1,4.425182482,6.15,26.0,66.7678958785,50.0
2490,7658,0,5.522125693,9.51271186441,118.0,66.8546637744,3.0
2492,7676,0,3.91038835,6.92461538462,65.0,67.6355748373,9.0
2496,7686,2,4.604787234,7.55093457944,107.0,68.0694143167,7.0
2498,7706,0,3.873477011,6.84310344828,116.0,68.9370932755,17.0
2500,7712,0,4.634068182,8.91267605634,213.0,69.1973969631,12.0
2502,7714,0,3.597176259,6.9347826087,92.0,69.284164859,43.0
2504,7724,1,3.578968363,3.79836065574,61.0,69.7180043384,68.0
2508,7730,3,2.301676385,7.54444444444,63.0,69.978308026,8.0
2510,7732,1,3.115651007,7.69166666667,24.0,70.0650759219,42.0
2512,7734,1,4.343361582,5.70945945946,74.0,70.1518438178,2.0
2514,7738,2,3.65852861,8.92434782609,69.0,70.3253796095,9.0
2516,7746,1,3.076811071,3.99347826087,46.0,70.6724511931,41.0
2520,7756,0,2.380060764,4.97906542056,107.0,91.8374558304,12.0
2526,7778,0,4.538742394,8.75510204082,98.0,71.9739696312,4.0
2528,7794,0,2.337514286,5.24761904762,42.0,72.6681127983,37.0
2530,7796,0,4.121539708,6.38235294118,170.0,72.7548806941,9.0
2532,7802,2,4.155831025,8.11760416667,192.0,73.0151843818,22.0
2534,7804,0,3.490756757,5.19259259259,27.0,73.1019522777,44.0
2536,7808,1,4.018429003,9.13804347826,92.0,73.2754880694,3.0
2538,7812,0,4.009820972,7.88857142857,70.0,73.4490238612,13.0
2540,7822,1,3.738384106,7.35731707317,82.0,73.8828633406,142.0
2542,7824,0,2.937045977,4.93333333333,90.0,73.9696312364,49.0
2544,7828,1,3.319054224,3.64336283186,113.0,74.1431670282,53.0
2546,7830,0,2.566564215,2.43982758621,232.0,74.2299349241,24.0
2548,7832,0,4.161307692,7.97437956204,137.0,74.31670282,4.0
2550,7840,0,3.119071429,4.47160493827,81.0,74.6637744035,21.0
2552,7846,1,2.970442842,4.53097345133,113.0,74.9240780911,105.0
2554,7854,0,2.996721519,9.508,25.0,75.2711496746,46.0
2556,7856,0,4.234327485,8.84712643678,87.0,75.3579175705,36.0
2558,7864,0,4.722763533,7.05193277311,119.0,75.704989154,6.0
2562,7880,0,5.357535714,7.06460176991,113.0,76.399132321,4.0
2564,7888,3,4.308318584,6.17216666667,120.0,76.7462039046,22.0
2566,7896,0,3.331264822,6.98532110092,109.0,77.0932754881,12.0
2570,7908,0,3.376143911,4.15865384615,104.0,77.6138828633,3.0
2572,7910,1,4.296729323,5.78043478261,46.0,77.7006507592,35.0
2574,7912,0,4.363420139,9.46849315068,73.0,77.7874186551,26.0
2576,7914,0,3.481768489,8.272,75.0,77.874186551,61.0
2578,7920,2,4.328158996,8.36666666667,48.0,78.1344902386,6.0
2584,7932,0,4.485720621,7.25063291139,79.0,78.6550976139,5.0
2586,7934,1,4.613068536,8.37657657658,111.0,78.7418655098,73.0
2588,7938,0,4.248822581,5.74693877551,49.0,78.9154013015,4.0
2590,7942,0,3.742335907,4.67090909091,55.0,79.0889370933,14.0
2592,7946,0,4.13316156,8.05192307692,52.0,79.262472885,4.0
2598,7958,0,4.208196721,10.2691860465,86.0,79.7830802603,27.0
2600,7962,0,4.074681648,8.34078947368,76.0,79.9566160521,160.0
2604,7968,3,2.876132931,5.61363636364,44.0,80.2169197397,121.0
2608,7974,0,3.393481848,9.53829787234,47.0,80.4772234273,34.0
2610,7976,0,3.754050633,8.63242857143,70.0,80.5639913232,38.0
2612,7978,1,3.849384117,5.42935779817,109.0,80.6507592191,10.0
2616,7982,1,2.994314442,5.91028037383,107.0,80.8242950108,15.0
2624,7998,0,3.792679045,7.52705882353,85.0,81.5184381779,177.0
2626,8000,1,2.921557047,6.8408,50.0,81.6052060738,43.0
2630,8014,1,1.591407407,4.1671875,64.0,82.2125813449,46.0
2632,8018,0,4.657144907,8.3037037037,108.0,82.3861171367,13.0
2634,8022,0,4.015083333,10.1457142857,91.0,82.5596529284,6.0
2638,8032,2,3.17048926,6.28842105263,95.0,82.9934924078,26.0
2640,8036,1,2.87575663,14.7588235294,17.0,83.1670281996,19.0
2642,8040,0,2.977130045,12.5222222222,18.0,83.3405639913,30.0
2644,8048,1,3.210928144,9.37603448276,116.0,83.600867679,32.0
2646,8060,0,4.354457364,6.4612244898,98.0,84.1214750542,1.0
2648,8062,0,4.622959184,7.19189189189,37.0,84.2082429501,10.0
2650,8066,0,3.143817481,5.59317829457,129.0,84.3817787419,96.0
2652,8080,2,3.886799363,5.4052173913,115.0,84.9023861171,23.0
2654,8084,0,3.659096154,7.56105263158,95.0,85.0759219089,55.0
2656,8086,0,4.4786875,9.29054054054,74.0,85.1626898048,18.0
2660,8098,1,3.061160714,10.4214285714,14.0,85.68329718,37.0
2662,8102,2,2.650919881,7.84705882353,17.0,85.8568329718,16.0
2664,8104,3,2.976925676,6.74210526316,19.0,85.9436008677,14.0
2666,8108,0,4.829452055,7.14360902256,133.0,86.1171366594,21.0
2668,8110,1,4.26156044,8.15610169492,118.0,86.2039045553,3.0
2670,8118,1,4.141745763,7.20526315789,19.0,86.464208243,130.0
2672,8120,0,5.009534884,6.31392405063,237.0,86.5509761388,15.0
2674,8124,0,3.567838746,5.06684491979,187.0,86.7245119306,8.0
2676,8128,2,3.175996504,7.42682926829,246.0,86.8980477223,67.0
2678,8130,0,4.418303571,8.07663366337,101.0,98.9430617116,24.0
2680,8136,0,3.366626866,7.98488372093,86.0,99.0112512786,26.0
2682,8156,0,4.496954887,7.45833333333,36.0,87.9392624729,21.0
2684,8158,0,3.493843931,10.5266666667,60.0,88.0260303688,7.0
2686,8180,0,2.859529148,8.86219512195,82.0,88.9804772234,6.0
2688,8184,1,2.993181019,5.46385542169,83.0,89.1540130152,17.0
2694,8238,1,3.712952924,6.87828571429,175.0,91.4967462039,9.0
2696,8242,3,3.581891892,5.125,116.0,91.6702819957,12.0
2702,8268,3,3.450643729,5.52972972973,74.0,92.7114967462,51.0
2706,8274,0,4.118473451,6.07195121951,82.0,92.9718004338,12.0
2708,8284,0,5.228510029,9.26464646465,99.0,93.4056399132,86.0
2710,8288,0,3.822544248,8.6914893617,94.0,93.579175705,18.0
2712,8290,0,2.154047976,4.07647058824,17.0,93.6659436009,2.0
2716,8300,0,4.9674375,8.62291666667,192.0,94.0997830803,22.0
2718,8310,0,4.339816514,5.52333333333,120.0,94.5336225597,10.0
2720,8314,1,3.623058824,7.70987654321,81.0,94.7071583514,7.0
2722,8330,0,3.896321627,5.67368421053,114.0,95.4013015184,2.0
2724,8332,0,3.688404727,7.15916666667,72.0,95.4880694143,2.0
2726,8344,1,4.247942708,8.15833333333,24.0,96.0086767896,28.0
2728,8352,3,4.263408521,7.11842105263,152.0,96.3557483731,31.0
2736,8392,2,3.344225806,8.62,35.0,98.0911062907,24.0
2738,8394,3,3.419316239,4.66,120.0,98.1778741866,117.0
2740,8402,0,3.896021053,8.52738095238,84.0,98.568329718,5.0
2744,8424,0,3.945731707,7.93285714286,70.0,99.5227765727,6.0
2746,8426,0,4.143642105,13.6661764706,68.0,99.6095444685,3.0
2750,8432,0,3.989982609,16.384,50.0,99.8698481562,9.0
2752,8434,0,4.906956522,13.2666666667,36.0,99.9566160521,19.0
2754,8450,0,4.255375303,5.17524271845,206.0,56.4183835182,10.0
2758,8462,2,3.916318493,5.25148514851,101.0,58.3201267829,23.0
2760,8466,2,5.373883333,5.0875,128.0,58.9540412044,14.0
2762,8470,1,5.271543408,10.393258427,89.0,59.587955626,2.0
2764,8472,0,5.557317073,6.9474137931,116.0,59.9049128368,16.0
2766,8478,1,3.075101215,13.6846153846,26.0,60.8557844691,6.0
2768,8480,0,3.902069717,10.34875,80.0,99.1476304125,76.0
2770,8482,0,3.002421875,14.7577777778,45.0,61.1727416799,61.0
2772,8484,0,4.07300578,11.8390243902,41.0,61.4896988906,4.0
2776,8496,3,3.357151703,5.59511450382,131.0,63.3914421553,6.0
2778,8500,0,5.453194192,5.16484848485,165.0,64.0253565769,1.0
2780,8508,1,4.667586207,9.39721153846,104.0,65.29318542,1.0
2782,8510,0,4.31365416,5.58510638298,94.0,65.6101426307,64.0
2784,8514,0,3.735776173,4.69642857143,84.0,66.2440570523,98.0
2786,8520,0,4.263714734,3.3184,125.0,67.1949286846,25.0
2788,8524,2,4.148458418,4.31219512195,41.0,67.8288431062,4.0
2790,8536,0,4.003939732,5.62867647059,136.0,69.7305863708,22.0
2794,8542,0,3.363820034,6.0619047619,21.0,70.6814580032,34.0
2796,8548,0,3.195969582,10.6384615385,39.0,71.6323296355,67.0
2798,8550,2,3.992631579,5.02162162162,37.0,71.9492868463,10.0
2800,8554,0,3.074446721,9.58039215686,51.0,72.5832012678,48.0
2802,8558,1,3.530958188,4.49411764706,119.0,73.2171156894,85.0
2808,8570,0,4.597804878,6.72222222222,72.0,75.118858954,9.0
2812,8574,0,4.880118343,9.15466666667,75.0,75.7527733756,28.0
2814,8594,1,4.627178082,3.83333333333,9.0,78.6053882726,31.0
2816,8600,0,4.668052632,10.4,45.0,79.5562599049,12.0
2818,8604,0,3.559896104,10.225,36.0,80.1901743265,1.0
2822,8620,2,3.391129568,7.69428571429,35.0,82.7258320127,47.0
2824,8622,0,3.552458809,5.38222222222,135.0,83.0427892235,113.0
2826,8626,1,3.024457143,3.56911764706,68.0,83.676703645,5.0
2828,8630,0,3.796129032,7.30816326531,49.0,84.3106180666,4.0
2836,8648,0,4.095205184,5.46774193548,155.0,87.1632329635,2.0
2840,8660,0,5.76443299,12.2096774194,31.0,89.0649762282,55.0
2842,8682,0,4.426806723,4.80412371134,194.0,92.5515055468,7.0
2844,8686,0,4.534968944,10.475,84.0,93.1854199683,10.0
2846,8692,0,5.137658349,7.88285714286,105.0,94.1362916006,16.0
2848,8696,3,4.246905537,7.658,75.0,94.7702060222,20.0
2850,8698,0,4.533133858,5.34086956522,115.0,95.087163233,47.0
2852,8706,0,4.358262069,6.07297297297,259.0,96.3549920761,10.0
2854,8712,1,5.110519481,11.3698795181,166.0,97.3058637084,42.0
2856,8714,0,6.188416031,7.66089347079,291.0,97.6228209192,35.0
2858,8716,1,4.297860825,12.8045112782,133.0,97.93977813,7.0
2860,8722,0,3.318165138,5.988,25.0,98.8906497623,55.0
2862,8726,2,3.354932249,12.7222222222,18.0,99.5245641838,38.0
2864,8728,0,3.458479452,8.01428571429,28.0,99.8415213946,44.0
2866,8730,2,4.110563063,9.72064171123,187.0,61.9439868204,7.0
2868,8736,2,3.677003995,4.95355932203,118.0,62.6029654036,18.0
2872,8744,1,4.335047081,6.92519685039,127.0,63.5914332784,17.0
2878,8774,0,2.942170543,6.87052631579,95.0,67.8747940692,21.0
2880,8778,0,3.999781879,3.64236111111,144.0,68.5337726524,28.0
2882,8782,0,3.135783133,5.68773722628,137.0,69.1927512356,73.0
2884,8790,0,4.833778338,10.2943181818,88.0,99.2574257426,42.0
2886,8798,0,4.072763158,5.63333333333,33.0,71.1696869852,37.0
2888,8804,1,3.082267366,7.6375,16.0,72.15815486,15.0
2890,8806,3,4.047361647,7.02413793103,58.0,72.4876441516,88.0
2892,8810,1,3.990934891,7.01121495327,107.0,73.1466227348,115.0
2894,8812,0,3.289813754,5.0578313253,83.0,73.4761120264,68.0
2896,8830,1,3.825476673,7.1125,48.0,75.7825370675,57.0
2898,8838,0,2.906488479,4.56328125,128.0,76.7710049423,31.0
2900,8840,0,4.694423077,6.98092165899,217.0,77.1004942339,25.0
2902,8842,0,4.33429878,7.75166666667,60.0,77.4299835255,41.0
2904,8844,0,4.532096354,6.6431372549,102.0,77.7594728171,36.0
2906,8850,0,4.272700587,6.25403726708,161.0,78.7479406919,1.0
2908,8856,0,3.617391842,11.2541666667,24.0,79.7364085667,16.0
2910,8862,2,4.657166667,5.03333333333,3.0,80.7248764415,28.0
2912,8876,0,4.415361702,8.31956521739,92.0,82.7018121911,39.0
2914,8878,0,4.472584951,6.26752136752,117.0,83.0313014827,82.0
2916,8884,0,4.417070218,9.97164179104,67.0,83.6902800659,16.0
2918,8892,3,3.427078891,3.80093457944,107.0,85.0082372323,80.0
2920,8894,1,3.716141125,14.2893617021,47.0,85.3377265239,137.0
2922,8900,0,4.715121951,10.1666666667,75.0,86.3261943987,41.0
2924,8902,1,4.648738255,7.08421052632,57.0,86.6556836903,145.0
2926,8904,1,4.949504951,8.99631578947,38.0,86.9851729819,4.0
2930,8924,0,2.133703704,6.03333333333,39.0,90.2800658979,65.0
2932,8932,0,4.618290398,10.7034482759,116.0,91.5980230643,34.0
2934,8936,0,3.909909584,11.0609375,64.0,92.2570016474,15.0
