avg_c,mon_count_c,mon_sum,stu_id
4.586764706,68,311.9,3944
7.077777778,9,63.7,3945
9.898031496,127,1257.05,3946
2.25,2,4.5,3947
7.567932961,179,1354.66,3948
6.566666667,12,78.8,3949
3.997637795,127,507.7,3950
2.299354839,155,356.4,3951
5.587596899,129,720.8,3954
7.246666667,15,108.7,3955
6.281818182,44,276.4,3958
5.4,2,10.8,3959
7.573087719,285,2158.33,3960
2.8,31,86.8,3961
7.725,16,123.6,3962
8.556774194,155,1326.3,3964
8.981987578,161,1446.1,3965
5.413207547,106,573.8,3968
3.875,4,15.5,3969
3.894565217,92,358.3,3972
3.7825,40,151.3,3973
10.32435897,78,805.3,3978
9.721153846,52,505.5,3979
5.845,20,116.9,3980
4.686956522,23,107.8,3981
5.708333333,36,205.5,3982
9.023076923,13,117.3,3983
12.29411765,17,209,3984
5.358823529,17,91.1,3985
7.8,11,85.8,3986
4.6,4,18.4,3987
6.376470588,17,108.4,3988
4.4,2,8.8,3989
5.485,28,153.58,3990
2.1,3,6.3,3991
7.747014925,134,1038.1,3992
8.4,5,42,3993
4.326470588,170,735.5,3998
6.620833333,24,158.9,3999
5.65062645,431,2435.42,4002
6.761111111,36,243.4,4003
5.323943662,71,378,4004
5.85,2,11.7,4005
7.695555556,216,1662.24,4008
4.984375,16,79.75,4009
11.19090909,231,2585.1,4014
8.2,8,65.6,4015
7.526760563,142,1068.8,4016
5.88,5,29.4,4017
2.815151515,33,92.9,4020
5.833333333,3,17.5,4021
4.461612903,124,553.24,4022
4.933333333,9,44.4,4023
4.638604651,215,997.3,4024
6.490909091,22,142.8,4025
7.45345912,159,1185.1,4028
10.4,8,83.2,4029
7.175961538,104,746.3,4030
7.76,5,38.8,4031
8.410160428,187,1572.7,4032
9.48,5,47.4,4033
8.963854167,192,1721.06,4034
7.325,8,58.6,4035
5.616981132,106,595.4,4036
8.483333333,12,101.8,4037
6.708695652,23,154.3,4040
4.5,1,4.5,4041
7.270967742,31,225.4,4042
6.125806452,31,189.9,4043
4.331944444,72,311.9,4046
2.9,2,5.8,4047
5.856315789,190,1112.7,4050
5.385714286,7,37.7,4051
4.243482143,224,950.54,4052
5.008,25,125.2,4053
6.225641026,195,1214,4066
3.2125,8,25.7,4067
5.036567164,134,674.9,4068
2.3375,8,18.7,4069
4.283636364,110,471.2,4070
5.810676157,281,1632.8,4072
3.782352941,17,64.3,4073
6.293189964,279,1755.8,4074
5.443478261,92,500.8,4075
7.910566038,265,2096.3,4078
9.82,5,49.1,4079
4.8944,125,611.8,4082
3.63,40,145.2,4083
8.197352941,170,1393.55,4084
5.86,10,58.6,4085
9.754878049,164,1599.8,4090
4.886363636,22,107.5,4091
6.670192308,312,2081.1,4092
12.12941176,34,412.4,4093
7.998064516,155,1239.7,4106
11.3,1,11.3,4107
5.991596639,238,1426,4112
6.591525424,59,388.9,4113
5.086666667,33,167.86,4116
3.084210526,19,58.6,4117
6.46875,184,1190.25,4122
3.10625,16,49.7,4123
4.160869565,46,191.4,4126
7.492857143,84,629.4,4132
3.625531915,47,170.4,4133
8.263265306,147,1214.7,4136
6.620238095,84,556.1,4137
4.275438596,228,974.8,4140
4.864705882,34,165.4,4141
5.259615385,312,1641,4142
3.7453125,128,479.4,4143
4.738888889,126,597.1,4144
1.88490566,53,99.9,4145
8.817391304,23,202.8,4154
5.14,10,51.4,4155
10.77,40,430.8,4160
9.316666667,6,55.9,4161
5.561038961,77,428.2,4162
4.448,25,111.2,4163
4.713772455,167,787.2,4164
3.085185185,27,83.3,4165
7.4125,48,355.8,4166
3.463157895,19,65.8,4167
6.538655462,119,778.1,4172
5.127586207,29,148.7,4173
6.165263158,190,1171.4,4176
3.966666667,6,23.8,4177
7.816666667,114,891.1,4178
12,2,24,4179
8.315322581,124,1031.1,4182
2.84,10,28.4,4183
5.954716981,106,631.2,4186
4,30,120,4187
7.826890756,238,1862.8,4188
7.14,15,107.1,4189
6,101,606,4190
4.284210526,19,81.4,4191
8.032227488,211,1694.8,4192
6.141176471,17,104.4,4193
6.213953488,86,534.4,4194
6.265,20,125.3,4195
5.64919708,137,773.94,4196
5.394736842,38,205,4197
6.448,75,483.6,4198
4.402777778,36,158.5,4199
7.541269841,63,475.1,4202
9.125,8,73,4203
10.64,15,159.6,4210
9.475,4,37.9,4211
6.2,31,192.2,4214
4.192857143,14,58.7,4215
5.972519084,262,1564.8,4216
1.633333333,3,4.9,4217
7.360309278,194,1427.9,4230
5.35,32,171.2,4231
8.15,248,2021.2,4232
4.826315789,19,91.7,4233
4.478021978,182,815,4236
3.408333333,24,81.8,4237
8.685595668,277,2405.91,4238
3.994736842,19,75.9,4239
4.396666667,210,923.3,4242
3.604761905,42,151.4,4243
4.810666667,165,793.76,4244
2.985057471,87,259.7,4245
4.823595506,267,1287.9,4246
4.416931217,189,834.8,4247
8.592748092,262,2251.3,4248
11,1,11,4249
8.285185185,162,1342.2,4250
5.445833333,120,653.5,4251
4.703921569,102,479.8,4254
5.288888889,9,47.6,4255
11.756,25,293.9,4256
7.333333333,3,22,4257
5.692432432,185,1053.1,4258
5.081818182,77,391.3,4259
6.4078125,128,820.2,4262
4.996428571,28,139.9,4263
10.49396552,58,608.65,4264
10.11764706,51,516,4265
6.156730769,104,640.3,4266
6.37,10,63.7,4267
6.252336449,107,669,4268
2.518181818,33,83.1,4269
8.260843373,166,1371.3,4274
5.68,5,28.4,4275
4.442682927,82,364.3,4282
3.625,4,14.5,4283
11.47809524,84,964.16,4286
7.388888889,18,133,4287
9.138636364,44,402.1,4290
7.116666667,6,42.7,4291
9.711695906,171,1660.7,4292
3,1,3,4293
5.12,360,1843.2,4294
2.588,25,64.7,4295
6.050909091,110,665.6,4298
9.02,5,45.1,4299
7.432105263,114,847.26,4306
3.131428571,35,109.6,4307
6.003092784,97,582.3,4308
5.088571429,35,178.1,4309
12.00769231,13,156.1,4314
5.605,20,112.1,4315
11.27903226,62,699.3,4320
8.628571429,7,60.4,4321
5.624,25,140.6,4322
1.22,5,6.1,4323
9.810648148,216,2119.1,4324
5.224,25,130.6,4325
7.544230769,104,784.6,4326
2.136363636,11,23.5,4327
7.404347826,92,681.2,4332
4.202941176,34,142.9,4333
3.405,80,272.4,4336
2.45,2,4.9,4337
5.99516129,186,1115.1,4344
4.296491228,57,244.9,4345
5.672222222,108,612.6,4348
4.294736842,19,81.6,4349
6.014,100,601.4,4350
2.533333333,6,15.2,4351
8.406419753,81,680.92,4354
5.6,20,112,4355
6.78034188,117,793.3,4356
2.133333333,3,6.4,4357
9.904761905,21,208,4362
4.171428571,7,29.2,4363
8.88,10,88.8,4364
7.96,5,39.8,4365
6.405882353,34,217.8,4366
5.94,5,29.7,4367
4.292857143,14,60.1,4370
7.851515152,33,259.1,4371
7.274074074,54,392.8,4372
2.28,10,22.8,4373
4.103896104,77,316,4374
2.716363636,11,29.88,4375
8.23495935,123,1012.9,4376
7.6,16,121.6,4377
14.02,25,350.5,4380
3.26,5,16.3,4381
6.11340081,247,1510.01,4382
3.438235294,34,116.9,4383
8.192574257,202,1654.9,4386
4.814285714,7,33.7,4387
3.698701299,231,854.4,4388
3,28,84,4389
5.641573034,89,502.1,4390
2.15,6,12.9,4391
4.33115942,138,597.7,4394
3.927083333,96,377,4395
6.989634146,164,1146.3,4396
7.7125,16,123.4,4397
7.246428571,140,1014.5,4398
10.15333333,30,304.6,4399
5.162436548,197,1017,4400
7.252380952,21,152.3,4401
6.012727273,110,661.4,4402
7.785714286,7,54.5,4403
4.280689655,116,496.56,4404
4.441176471,17,75.5,4405
12.12135266,207,2509.12,4408
6,4,24,4409
4.284158416,202,865.4,4410
4.374603175,63,275.6,4411
10.12571429,70,708.8,4416
4.55,14,63.7,4417
7.611764706,34,258.8,4418
7.858,50,392.9,4419
8.978478261,92,826.02,4420
6.923529412,17,117.7,4421
6.417391304,69,442.8,4422
3.365,20,67.3,4423
10.56428571,112,1183.2,4424
10.42272727,22,229.3,4425
12.80344828,29,371.3,4426
11.090625,32,354.9,4427
4.173684211,171,713.7,4428
3.216949153,59,189.8,4429
4.493301435,209,939.1,4432
4.95,4,19.8,4433
5.922,50,296.1,4434
2.9625,8,23.7,4435
5.208510638,94,489.6,4436
5.633333333,27,152.1,4437
8.80039604,101,888.84,4442
7.833333333,24,188,4443
4.286631016,187,801.6,4448
5.75,2,11.5,4449
5.183285714,280,1451.32,4452
4.745,20,94.9,4453
4.600540541,185,851.1,4454
4.446153846,13,57.8,4455
5.028755365,233,1171.7,4456
3.85,10,38.5,4457
4.374018692,107,468.02,4458
3.121052632,19,59.3,4459
9.326622222,225,2098.49,4460
5.671428571,175,992.5,4462
6.804166667,24,163.3,4463
5.257071429,140,735.99,4464
4.906,100,490.6,4465
6.398181818,110,703.8,4472
4.641666667,12,55.7,4473
11.93043478,23,274.4,4476
3.636,25,90.9,4477
9.845454545,22,216.6,4478
3.116666667,6,18.7,4479
10.76538462,26,279.9,4480
8.575,4,34.3,4481
11.80434783,23,271.5,4482
3.255555556,9,29.3,4483
4.178181818,220,919.2,4484
4.851428571,35,169.8,4485
6.442391304,92,592.7,4488
3.433333333,6,20.6,4489
7.19147541,305,2193.4,4494
11.78181818,22,259.2,4495
3.458333333,24,83,4496
4.142105263,57,236.1,4497
6.939759036,83,576,4498
4.933333333,3,14.8,4499
6.146129032,310,1905.3,4500
6.287261147,157,987.1,4501
7.088601036,193,1368.1,4502
8.5,16,136,4503
10.902,90,981.18,4504
4.042857143,7,28.3,4505
7.801034483,145,1131.15,4506
11.45714286,7,80.2,4507
8.228915663,166,1366,4510
10.9875,16,175.8,4511
8.831333333,150,1324.7,4512
5.063636364,11,55.7,4513
7.881004566,219,1725.94,4514
3.2,2,6.4,4515
4.34,100,434,4516
3.463157895,19,65.8,4517
7.302352941,85,620.7,4524
10.64909091,110,1171.4,4525
5.95751634,153,911.5,4528
6.6375,8,53.1,4529
7.199280576,139,1000.7,4530
4.191472868,129,540.7,4531
4.998639456,147,734.8,4532
2.483333333,6,14.9,4533
7.655458937,207,1584.68,4536
7.366666667,3,22.1,4537
5.880811808,271,1593.7,4538
11.1,4,44.4,4539
4.513574144,263,1187.07,4540
4.410344828,29,127.9,4541
3.715068493,219,813.6,4542
8.155555556,9,73.4,4543
10.73703704,27,289.9,4544
8,1,8,4545
12.97,10,129.7,4546
4.8,1,4.8,4547
5.417241379,29,157.1,4548
4.85625,16,77.7,4549
8.97754717,106,951.62,4550
6.957692308,52,361.8,4551
5.719047619,126,720.6,4552
5.876595745,47,276.2,4553
4.391502146,233,1023.22,4556
4.095604396,91,372.7,4557
7.305769231,104,759.8,4558
6.165979381,97,598.1,4559
4.353278689,122,531.1,4560
3.880461538,65,252.23,4561
7.441666667,120,893,4564
6.419512195,41,263.2,4565
5.159677419,186,959.7,4566
3.591666667,36,129.3,4567
8.333333333,30,250,4568
6.209756098,41,254.6,4569
5.432575758,132,717.1,4570
6.01765625,128,770.26,4571
7.050333333,120,846.04,4572
5.446666667,45,245.1,4573
5.076464646,198,1005.14,4576
4.07755102,49,199.8,4577
8.95,126,1127.7,4578
11.91666667,18,214.5,4579
6.231736527,167,1040.7,4584
10.60961538,52,551.7,4585
7.942105263,38,301.8,4586
4.883333333,6,29.3,4587
3.496774194,93,325.2,4590
4.9375,8,39.5,4591
7.872727273,121,952.6,4592
4.610588235,85,391.9,4593
3.84,55,211.2,4594
4.166666667,3,12.5,4595
9.356578947,76,711.1,4596
5.097297297,37,188.6,4597
10.85084746,59,640.2,4602
3.516666667,6,21.1,4603
9.156666667,60,549.4,4604
9.629824561,57,548.9,4606
4.841704545,88,426.07,4607
14.9952,25,374.88,4608
8.3,3,24.9,4609
4.380967742,124,543.24,4610
3.430434783,23,78.9,4611
7.406830189,265,1962.81,4612
4.931666667,60,295.9,4613
6.627574751,301,1994.9,4614
24.32954545,44,1070.5,4615
16.81428571,14,235.4,4616
3.414285714,7,23.9,4617
6.357419355,124,788.32,4618
8.257894737,19,156.9,4619
4.909,120,589.08,4620
3.872916667,96,371.8,4621
7.269767442,43,312.6,4622
4.23047619,105,444.2,4626
4.401785714,28,123.25,4627
6.851327434,226,1548.4,4628
7.616666667,6,45.7,4629
8.335652174,115,958.6,4634
6.261111111,18,112.7,4635
6.257766497,197,1232.78,4636
10.644,25,266.1,4637
5.790588235,85,492.2,4644
3.633333333,36,130.8,4645
7.080769231,260,1841,4646
7.08,20,141.6,4647
7.357615894,151,1111,4648
10.21428571,28,286,4649
8.864864865,259,2296,4654
14.81666667,108,1600.2,4655
6.56993865,163,1070.9,4656
3.781818182,11,41.6,4657
11.1137931,29,322.3,4658
3.98125,16,63.7,4659
8.870588235,17,150.8,4662
8.52962963,54,460.6,4663
10.89464286,56,610.1,4664
8.997297297,74,665.8,4665
10.055,20,201.1,4666
2.645,20,52.9,4667
8.6675,40,346.7,4668
5.055172414,29,146.6,4669
5.035294118,51,256.8,4670
8.665,40,346.6,4671
3.9859375,64,255.1,4674
3.384615385,52,176,4675
4.979444444,180,896.3,4676
4.052688172,93,376.9,4677
7.597802198,91,691.4,4678
3.262162162,37,120.7,4679
4.523846154,130,588.1,4680
3.913294118,85,332.63,4681
6.83,230,1570.9,4682
3.931746032,63,247.7,4683
5.739516129,124,711.7,4688
5.971428571,42,250.8,4689
5.318125,160,850.9,4690
4.4875,56,251.3,4691
5.397087379,206,1111.8,4692
4.036923077,65,262.4,4693
3.131034483,29,90.8,4694
4.113333333,15,61.7,4695
9.785714286,28,274,4696
2.75,6,16.5,4697
9.403283582,134,1260.04,4698
8.516129032,31,264,4699
5.019607843,102,512,4700
4.211009174,109,459,4701
6.95,142,986.9,4702
5.298850575,87,461,4703
6.551612903,31,203.1,4704
5.028289474,152,764.3,4705
6.434027778,144,926.5,4708
4.15,46,190.9,4709
6.48452381,84,544.7,4710
5.269230769,39,205.5,4711
6.178797251,291,1798.03,4712
4.888,50,244.4,4713
5.1,8,40.8,4714
6.02,5,30.1,4715
5.280808081,99,522.8,4718
5.983333333,48,287.2,4719
6.934375,32,221.9,4724
5.165957447,47,242.8,4725
4.368322981,161,703.3,4730
8.267857143,28,231.5,4731
6.263265306,98,613.8,4732
7.989393939,66,527.3,4733
7.51182266,203,1524.9,4734
5.535616438,73,404.1,4735
6.682741117,197,1316.5,4742
6.353626374,91,578.18,4743
5.86,143,837.98,4746
4.293103448,58,249,4747
6.961818182,110,765.8,4748
3.22,30,96.6,4749
4.197692308,130,545.7,4750
2.125,52,110.5,4751
5.690052356,191,1086.8,4752
4.122222222,54,222.6,4753
8.060304878,164,1321.89,4758
11.54186047,43,496.3,4759
6.588321168,137,902.6,4760
7.558,50,377.9,4761
11.20918367,98,1098.5,4764
4.701282051,78,366.7,4765
7.914583333,96,759.8,4766
5.976470588,17,101.6,4767
6.564968153,157,1030.7,4770
4.857142857,21,102,4771
10.66911765,68,725.5,4774
9.38,10,93.8,4775
8.794117647,68,598,4776
4.903448276,29,142.2,4777
8.870175439,57,505.6,4778
4.475221239,113,505.7,4779
8.684931507,73,634,4780
4.554285714,35,159.4,4781
7.314482759,87,636.36,4784
7.990909091,44,351.6,4785
6.841043478,115,786.72,4788
10.08888889,63,635.6,4789
5.868686869,99,581,4792
5.112068966,58,296.5,4793
5.67983871,124,704.3,4794
5.555045872,109,605.5,4795
4.189565217,115,481.8,4796
6.776923077,26,176.2,4797
5.076608696,230,1167.62,4798
9.508510638,47,446.9,4799
5.508333333,144,793.2,4800
9.140740741,27,246.8,4801
5.031791908,173,870.5,4802
10.484375,32,335.5,4803
6.5018,200,1300.36,4804
5.95,34,202.3,4805
17.0269863,73,1242.97,4808
19.03058824,85,1617.6,4809
6.23116129,155,965.83,4812
8.5,66,561,4813
10.73579439,107,1148.73,4814
7.98,25,199.5,4815
8.643047619,105,907.52,4818
5.813235294,68,395.3,4819
4.888359788,189,923.9,4822
6.750508475,59,398.28,4823
7.936764706,136,1079.4,4826
6.206153846,65,403.4,4827
8.704268293,246,2141.25,4828
9.203030303,66,607.4,4829
9.909032258,62,614.36,4830
6.934328358,67,464.6,4831
11.26363636,11,123.9,4836
5.466666667,6,32.8,4837
9.696153846,52,504.2,4838
4.862647059,34,165.33,4839
4.369354839,124,541.8,4840
4.181818182,55,230,4841
6.298,100,629.8,4844
4.15,52,215.8,4845
10.25731707,82,841.1,4846
7.033333333,15,105.5,4847
5.721153846,52,297.5,4848
2.455944056,143,351.2,4849
6.184848485,33,204.1,4850
3.658823529,17,62.2,4851
5.394778761,113,609.61,4858
5.8,90,522,4859
6.299363057,157,989,4860
3.914285714,70,274,4861
4.629452055,146,675.9,4862
3.434615385,52,178.6,4863
5.166981132,106,547.7,4864
4.278947368,38,162.6,4865
4.573605948,269,1230.3,4866
6.101388889,36,219.65,4867
3.839694656,131,503,4868
4.009633028,109,437.05,4869
4.803947368,76,365.1,4872
5.9375,32,190,4873
4.927380952,168,827.8,4876
5.45483871,62,338.2,4877
4.979439252,107,532.8,4878
4.286363636,110,471.5,4879
6.073142857,70,425.12,4880
3.302777778,36,118.9,4881
5.036956522,46,231.7,4882
4.091891892,37,151.4,4883
10.0459,100,1004.59,4888
4.454,100,445.4,4889
11.11086957,138,1533.3,4892
7.179069767,86,617.4,4893
10.86896552,29,315.2,4894
5.621052632,19,106.8,4895
8.828358209,67,591.5,4898
7.457894737,19,141.7,4899
6.677636364,110,734.54,4900
4.161403509,57,237.2,4901
6.632786885,122,809.2,4908
6.718656716,67,450.15,4909
5.629230769,65,365.9,4910
3.877464789,71,275.3,4911
4.976444444,135,671.82,4912
21.4,4,85.6,4913
7.770175439,57,442.9,4916
6.419047619,21,134.8,4917
6.572881356,177,1163.4,4918
4.6,28,128.8,4919
8.545528455,123,1051.1,4922
5.980819672,61,364.83,4923
5.110791367,139,710.4,4924
3.820465116,86,328.56,4925
4.908152174,184,903.1,4926
3.626470588,34,123.3,4927
7.948484848,66,524.6,4928
5.12745098,51,261.5,4929
5.193723404,188,976.42,4934
4.989642857,280,1397.1,4935
5.819148936,47,273.5,4936
7.923541667,48,380.33,4937
11.32909091,55,623.1,4938
8.033333333,12,96.4,4939
3.87480916,131,507.6,4940
4.052,25,101.3,4941
6.548214286,56,366.7,4942
7.54278481,79,595.88,4943
9.103571429,28,254.9,4944
6.777777778,81,549,4945
3.906153846,65,253.9,4946
2.394845361,97,232.3,4947
9.596875,32,307.1,4948
4.990909091,22,109.8,4949
5.859833333,180,1054.77,4954
4.075,20,81.5,4955
6.777941176,136,921.8,4956
7.652352941,170,1300.9,4957
2.931375,80,234.51,4958
1.998550725,69,137.9,4959
4.761971831,71,338.1,4960
2.873137255,51,146.53,4961
8.489253731,67,568.78,4966
3.888076923,78,303.27,4967
5.866081871,171,1003.1,4968
4.63,190,879.7,4969
6.428571429,35,225,4970
2.77037037,27,74.8,4971
5.46,60,327.6,4972
5.981632653,49,293.1,4973
8.782442748,131,1150.5,4976
8.190666667,75,614.3,4977
4.7125,16,75.4,4978
3.887931034,29,112.75,4979
5.772183908,261,1506.54,4984
7.186111111,36,258.7,4985
5.283193277,119,628.7,4988
4.288235294,68,291.6,4989
4.118181818,99,407.7,4990
3.446,50,172.3,4991
5.989387755,98,586.96,4996
4.5875,72,330.3,4997
6.984615385,26,181.6,4998
5.535135135,74,409.6,4999
4.713888889,36,169.7,5000
4.447674419,86,382.5,5001
10.42978723,47,490.2,5002
5.65875,80,452.7,5003
12.77142857,14,178.8,5004
7.097560976,41,291,5005
16.20769231,13,210.7,5006
5.87804878,41,241,5007
7.350163934,183,1345.08,5008
7.01625,80,561.3,5009
4.754716981,106,504,5010
5.151428571,70,360.6,5011
7.278813559,118,858.9,5012
7.339473684,38,278.9,5013
4.31039604,202,870.7,5014
4.439285714,140,621.5,5015
7.853846154,91,714.7,5016
9.670454545,88,851,5017
5.457391304,115,627.6,5020
6.286792453,53,333.2,5021
5.390438247,251,1353,5022
8.395454545,44,369.4,5023
6.096226415,53,323.1,5024
6.539285714,28,183.1,5025
6.313265306,98,618.7,5026
9.314893617,47,437.8,5027
7.672307692,104,797.92,5028
5.891666667,36,212.1,5029
10.09186047,86,867.9,5030
9.962393162,117,1165.6,5031
8.475735294,136,1152.7,5032
6.272727273,77,483,5033
5.582352941,51,284.7,5034
4.383333333,12,52.6,5035
7.47027027,37,276.4,5038
8.096946565,131,1060.7,5039
4.068711656,163,663.2,5040
3.748648649,185,693.5,5041
7.356666667,90,662.1,5044
5.402439024,82,443,5045
7.675409836,122,936.4,5048
9.235416667,96,886.6,5049
6.611764706,51,337.2,5056
3.992424242,66,263.5,5057
6.315740741,108,682.1,5064
4.54,20,90.8,5065
3.963253012,166,657.9,5066
6.741456311,103,694.37,5067
3.083743842,203,626,5068
3.367668712,163,548.93,5069
4.521348315,89,402.4,5072
6.610294118,68,449.5,5073
7.297014925,67,488.9,5076
4.98,35,174.3,5077
8.571875,64,548.6,5078
5.976190476,84,502,5079
7.214814815,54,389.6,5080
7.926666667,45,356.7,5081
10.59380531,113,1197.1,5082
8.307317073,41,340.6,5083
6.70078125,128,857.7,5086
5.378846154,52,279.7,5090
4.395121951,41,180.2,5091
5.691851852,135,768.4,5094
3.976923077,26,103.4,5095
6.093055556,72,438.7,5096
3,5,15,5097
4.811570248,121,582.2,5098
3.246511628,43,139.6,5099
8.487741935,155,1315.6,5100
6.812643678,87,592.7,5101
7.888636364,88,694.2,5102
6.928571429,28,194,5103
7.048525346,217,1529.53,5104
6.531468531,143,934,5105
5.0196,50,250.98,5108
4.830952381,84,405.8,5109
7.910526316,76,601.2,5114
7.007058824,68,476.48,5115
11.1027027,37,410.8,5116
6.37962963,54,344.5,5117
12.03987179,78,939.11,5118
6.3,44,277.2,5119
7.695588235,68,523.3,5120
4.944444444,18,89,5121
6.340163934,122,773.5,5122
6.02,110,662.2,5123
6.496052632,76,493.7,5128
4.351587302,126,548.3,5129
8.281879195,149,1234,5132
6.07,60,364.2,5133
4.582580645,155,710.3,5134
2.91754386,57,166.3,5135
7.869060773,181,1424.3,5136
7.8325,80,626.6,5137
8.268979592,98,810.36,5140
7.772972973,37,287.6,5141
6.03196347,219,1321,5142
4.302173913,46,197.9,5143
6.432352941,170,1093.5,5144
6.309,100,630.9,5145
7.739759036,166,1284.8,5148
6.436734694,147,946.2,5149
8.405988024,167,1403.8,5150
6.03,110,663.3,5151
9.330612245,98,914.4,5164
9.614864865,74,711.5,5165
6.400746269,134,857.7,5168
9.315053763,93,866.3,5169
6.69010989,91,608.8,5170
5.46875,16,87.5,5171
9.111111111,36,328,5172
5.211186441,59,307.46,5173
7.174107143,112,803.5,5182
11.65,4,46.6,5183
5.258730159,63,331.3,5184
9.103846154,26,236.7,5185
4.643093923,181,840.4,5186
5.073469388,98,497.2,5187
6.609166667,120,793.1,5190
6.689090909,110,735.8,5191
4.412244898,147,648.6,5192
2.1125,8,16.9,5193
9.761403509,171,1669.2,5194
10.97142857,7,76.8,5195
7.61440678,118,898.5,5196
7.58,35,265.3,5197
4.27961165,103,440.8,5198
2.726785714,112,305.4,5199
4.028571429,63,253.8,5202
4.37,10,43.7,5203
5.637831325,83,467.94,5204
3.4,21,71.4,5205
3.086896552,145,447.6,5208
3.2875,64,210.4,5209
5.119751553,161,824.28,5210
5.540506329,79,437.7,5211
4.50625,96,432.6,5212
5.1375,8,41.1,5213
4.71402439,164,773.1,5214
3.772,25,94.3,5215
5.08972973,185,941.6,5218
3.845,40,153.8,5219
4.878640777,206,1005,5220
5.058163265,196,991.4,5221
7.811235955,178,1390.4,5222
5.448258706,201,1095.1,5223
4.624285714,140,647.4,5224
4.38255814,172,753.8,5225
5.266153846,130,684.6,5226
7.562566845,187,1414.2,5227
6.437037037,54,347.6,5228
5.860294118,136,797,5229
13.08,10,130.8,5232
5.717241379,29,165.8,5234
2.4,7,16.8,5235
10.23076923,26,266,5238
4.69,10,46.9,5239
6.08,20,121.6,5240
6.756666667,54,364.86,5241
6.442659574,188,1211.22,5242
7.002666667,75,525.2,5243
8.609333333,150,1291.4,5244
7.38,45,332.1,5245
9.072105263,190,1723.7,5246
5.6203125,128,719.4,5247
7.471463415,205,1531.65,5248
6.715492958,71,476.8,5249
8.637179487,78,673.7,5250
7.95,38,302.1,5251
6.734259259,108,727.3,5252
7.202857143,70,504.2,5253
5.695188679,212,1207.38,5254
5.975,108,645.3,5255
5.05,122,616.1,5256
3.572972973,37,132.2,5257
4.412686567,134,591.3,5258
4.129767442,43,177.58,5259
6.843619048,210,1437.16,5260
6.040909091,66,398.7,5261
6.108588957,163,995.7,5262
5.331176471,85,453.15,5263
9.558053097,113,1080.06,5264
8.55,156,1333.8,5265
6.432608696,92,591.8,5268
6.382666667,75,478.7,5269
7.515662651,83,623.8,5270
7.36875,64,471.6,5271
6.640625,64,425,5272
7.605504587,109,829,5273
6.380392157,51,325.4,5274
7.785454545,110,856.4,5275
6.27,160,1003.2,5276
4.55755814,86,391.95,5277
5.625490196,51,286.9,5280
3.5675,40,142.7,5281
6.607407407,108,713.6,5282
7.383928571,112,827,5283
7.286458333,96,699.5,5288
6.393333333,45,287.7,5289
5.156363636,55,283.6,5290
2.1475,40,85.9,5291
6.524464286,56,365.37,5292
5.266071429,56,294.9,5293
5.117988506,174,890.53,5300
6.614848485,165,1091.45,5301
5.427976879,173,939.04,5304
6.060655738,122,739.4,5305
4.458043478,46,205.07,5308
3.143103448,29,91.15,5309
5.42259887,177,959.8,5312
5.023619632,163,818.85,5313
4.011023622,127,509.4,5314
2.855913978,186,531.2,5315
8.795284553,123,1081.82,5316
7.12173913,46,327.6,5317
5.962857143,105,626.1,5318
6.842857143,98,670.6,5319
9.427575758,132,1244.44,5320
8.527777778,18,153.5,5321
9.066086957,115,1042.6,5322
9.18,25,229.5,5323
7.526222222,225,1693.4,5326
7.19122807,57,409.9,5327
5.919615385,260,1539.1,5330
6.580722892,83,546.2,5331
4.904444444,180,882.8,5332
5.619354839,62,348.4,5333
5.212,425,2215.1,5334
5.434736842,95,516.3,5335
5.797797357,227,1316.1,5338
5.052054795,73,368.8,5339
9.594339623,106,1017,5342
5.355140187,107,573,5343
7.450943396,53,394.9,5344
5.835714286,56,326.8,5345
6.571428571,56,368,5346
4.055555556,54,219,5347
6.361538462,26,165.4,5352
1.907142857,14,26.7,5353
12.2244898,49,599,5354
4.525,16,72.4,5355
7.637878788,66,504.1,5356
7.044444444,18,126.8,5357
9.524324324,74,704.8,5358
5.580952381,63,351.6,5359
9.598947368,95,911.9,5362
8.442857143,56,472.8,5363
4.073333333,150,611,5368
3.555769231,104,369.8,5369
7.095733333,150,1064.36,5372
6.446206897,145,934.7,5373
6.791262136,206,1399,5374
7.394545455,110,813.4,5375
4.5,5,22.5,5376
8.99375,80,719.5,5377
5.666060606,165,934.9,5382
4.975862069,87,432.9,5383
9.255698925,93,860.78,5384
6.74,25,168.5,5385
6.737538462,130,875.88,5386
4.110714286,28,115.1,5387
7.076923077,182,1288,5388
8.094117647,187,1513.6,5389
4.730625,160,756.9,5390
4.524242424,66,298.6,5391
9.368607595,158,1480.24,5394
7.622222222,90,686,5395
8.130612245,49,398.4,5398
5.558181818,55,305.7,5399
14.29333333,105,1500.8,5404
5.999868421,76,455.99,5405
12.56105263,95,1193.3,5408
4.425555556,27,119.49,5409
10.8338843,121,1310.9,5414
7.818571429,70,547.3,5415
4.78,40,191.2,5416
5.134482759,29,148.9,5417
6.135443038,79,484.7,5418
2.427027027,37,89.8,5419
3.318181818,44,146,5420
3.135294118,17,53.3,5421
6.986896552,145,1013.1,5422
7.086904762,84,595.3,5423
4.034210526,38,153.3,5424
2.974074074,27,80.3,5425
5.602439024,41,229.7,5428
5.866666667,3,17.6,5429
10.36551724,116,1202.4,5430
7,5,35,5431
4.412206573,213,939.8,5432
6.677777778,27,180.3,5433
