stu_id,avg_s,avg_c,mon_count_c,topN,times
4550,4.866476378,8.97754717,106.0,57.6822916667,5.0
4551,6.63744186,6.957692308,52.0,57.7256944444,8.0
4552,3.751613445,5.719047619,126.0,57.7690972222,2.0
4553,6.529710145,5.876595745,47.0,57.8125,0.0
4564,5.066210692,7.441666667,120.0,58.2899305556,4.0
4565,6.518602151,6.419512195,41.0,58.3333333333,22.0
4576,4.665326975,5.076464646,198.0,58.8107638889,15.0
4577,7.631553398,4.07755102,49.0,58.8541666667,0.0
4578,4.535433213,8.95,126.0,58.8975694444,0.0
4579,8.589803922,11.91666667,18.0,58.9409722222,0.0
4584,4.436964561,6.231736527,167.0,59.1579861111,2.0
4585,6.325801105,10.60961538,52.0,59.2013888889,0.0
4594,3.788390342,3.84,55.0,59.5920138889,12.0
4595,3.883269231,4.166666667,3.0,59.6354166667,2.0
4596,4.213285199,9.356578947,76.0,59.6788194444,24.0
4597,4.445235849,5.097297297,37.0,59.7222222222,49.0
4604,3.109768707,9.156666667,60.0,60.0260416667,9.0
4605,5.037818182,8.9764008905,81.3247311828,60.0694444444,0.0
4606,3.263007813,9.629824561,57.0,60.1128472222,43.0
4607,5.274285714,4.841704545,88.0,60.15625,19.0
4608,5.567415385,14.9952,25.0,60.1996527778,0.0
4609,7.165,8.3,3.0,60.2430555556,0.0
4610,5.278126095,4.380967742,124.0,60.2864583333,12.0
4611,3.325,3.430434783,23.0,60.3298611111,10.0
4612,4.243432099,7.406830189,265.0,60.3732638889,5.0
4613,5.070909091,4.931666667,60.0,60.4166666667,8.0
4614,3.987082658,6.627574751,301.0,60.4600694444,41.0
4615,7.036521739,24.32954545,44.0,60.5034722222,19.0
4616,4.459689922,16.81428571,14.0,60.546875,61.0
4617,6.0,3.414285714,7.0,60.5902777778,13.0
4618,4.22127193,6.357419355,124.0,60.6336805556,50.0
4619,7.128321678,8.257894737,19.0,60.6770833333,45.0
4626,3.686485549,4.23047619,105.0,60.8940972222,57.0
4627,6.819340102,4.401785714,28.0,60.9375,46.0
4636,4.519380531,6.257766497,197.0,61.328125,24.0
4637,6.394199134,10.644,25.0,61.3715277778,33.0
4654,4.928333333,8.864864865,259.0,81.245576787,53.0
4655,5.803235294,14.81666667,108.0,81.2809624912,24.0
4668,3.918382688,8.6675,40.0,62.5434027778,0.0
4669,7.010625,5.055172414,29.0,62.5868055556,2.0
4674,2.884627054,3.9859375,64.0,62.8038194444,62.0
4675,4.785515695,3.384615385,52.0,62.8472222222,49.0
4676,3.934466891,4.979444444,180.0,62.890625,20.0
4677,6.117383178,4.052688172,93.0,62.9340277778,15.0
4680,4.336367615,4.523846154,130.0,63.0642361111,1.0
4681,7.715308642,3.913294118,85.0,63.1076388889,0.0
4682,3.746311475,6.83,230.0,63.1510416667,0.0
4683,6.12962963,3.931746032,63.0,63.1944444444,0.0
4688,4.168565966,5.739516129,124.0,63.4114583333,95.0
4689,7.249367089,5.971428571,42.0,63.4548611111,39.0
4690,3.923366174,5.318125,160.0,63.4982638889,26.0
4691,6.909,4.4875,56.0,63.5416666667,0.0
4694,2.565961123,3.131034483,29.0,81.3163481953,31.0
4695,2.129913495,4.113333333,15.0,81.3517338995,87.0
4696,3.905023548,9.785714286,28.0,63.671875,138.0
4697,3.475,2.75,6.0,63.7152777778,182.0
4698,4.820704846,9.403283582,134.0,63.7586805556,4.0
4699,6.858333333,8.516129032,31.0,63.8020833333,0.0
4700,5.024395018,5.019607843,102.0,63.8454861111,61.0
4701,7.311878788,4.211009174,109.0,63.8888888889,2.0
4702,4.818765432,6.95,142.0,63.9322916667,24.0
4703,6.199636364,5.298850575,87.0,63.9756944444,2.0
4704,3.666378924,6.551612903,31.0,84.7290640394,34.0
4705,4.178606811,5.028289474,152.0,84.9753694581,35.0
4710,3.53500956,6.48452381,84.0,64.1927083333,14.0
4711,5.432029703,5.269230769,39.0,64.2361111111,0.0
4712,3.934963821,6.178797251,291.0,64.2795138889,2.0
4713,6.58895288,4.888,50.0,64.3229166667,0.0
4714,3.445541872,5.1,8.0,64.3663194444,2.0
4715,6.882608696,6.02,5.0,64.4097222222,0.0
4718,3.362079038,5.280808081,99.0,64.5399305556,9.0
4719,6.299079755,5.983333333,48.0,64.5833333333,10.0
4730,3.484672755,4.368322981,161.0,64.9739583333,189.0
4731,4.521428571,8.267857143,28.0,65.0173611111,77.0
4742,2.651656977,6.682741117,197.0,65.4947916667,91.0
4743,6.226090909,6.353626374,91.0,65.5381944444,33.0
4746,4.078558824,5.86,143.0,65.6684027778,104.0
4747,6.814541063,4.293103448,58.0,65.7118055556,14.0
4748,5.828833333,6.961818182,110.0,65.7552083333,5.0
4749,8.992075472,3.22,30.0,65.7986111111,0.0
4752,4.474186047,5.690052356,191.0,65.9288194444,0.0
4753,5.776961326,4.122222222,54.0,65.9722222222,0.0
4766,3.857578125,7.914583333,96.0,66.5364583333,19.0
4767,5.26,5.976470588,17.0,66.5798611111,8.0
4776,4.137682927,8.794117647,68.0,66.9704861111,8.0
4777,5.317821782,4.903448276,29.0,67.0138888889,0.0
4778,3.185722222,8.870175439,57.0,67.0572916667,28.0
4779,5.745531915,4.475221239,113.0,67.1006944444,9.0
4780,3.29990458,8.684931507,73.0,67.1440972222,43.0
4781,3.852941176,4.554285714,35.0,67.1875,70.0
4788,4.308861284,6.841043478,115.0,67.4913194444,2.0
4789,6.89012987,10.08888889,63.0,67.5347222222,0.0
4796,4.044603175,4.189565217,115.0,67.8385416667,0.0
4797,7.592785714,6.776923077,26.0,67.8819444444,0.0
4798,3.746541787,5.076608696,230.0,67.9253472222,1.0
4799,7.144308943,9.508510638,47.0,67.96875,0.0
4800,3.894682081,5.508333333,144.0,68.0121527778,15.0
4801,6.651851852,9.140740741,27.0,68.0555555556,2.0
4802,3.851732777,5.031791908,173.0,68.0989583333,0.0
4803,7.237111111,10.484375,32.0,68.1423611111,0.0
4818,5.160824524,8.643047619,105.0,68.7065972222,3.0
4819,7.337619048,5.813235294,68.0,68.75,12.0
4822,3.792860412,4.888359788,189.0,68.8802083333,12.0
4823,7.487096774,6.750508475,59.0,68.9236111111,4.0
4826,3.349802956,7.936764706,136.0,69.0538194444,0.0
4827,7.733469388,6.206153846,65.0,69.0972222222,0.0
4828,3.441298246,8.704268293,246.0,69.140625,3.0
4829,8.87972973,9.203030303,66.0,69.1840277778,0.0
4836,2.850144231,11.26363636,11.0,69.4878472222,51.0
4837,2.184555556,5.466666667,6.0,69.53125,57.0
4846,3.809379845,10.25731707,82.0,69.921875,10.0
4847,7.451495327,7.033333333,15.0,69.9652777778,0.0
4860,4.996393862,6.299363057,157.0,70.5295138889,8.0
4861,5.872567568,3.914285714,70.0,70.5729166667,2.0
4864,4.3608,5.166981132,106.0,70.703125,9.0
4865,6.548177083,4.278947368,38.0,70.7465277778,6.0
4866,5.371003185,4.573605948,269.0,70.7899305556,85.0
4867,7.536513158,6.101388889,36.0,70.8333333333,20.0
4876,3.795339806,4.927380952,168.0,71.2239583333,44.0
4877,7.068333333,5.45483871,62.0,71.2673611111,18.0
4880,3.950462046,6.073142857,70.0,71.3975694444,55.0
4881,6.354871795,3.302777778,36.0,71.4409722222,22.0
4882,3.2875,5.036956522,46.0,71.484375,49.0
4883,5.149640288,4.091891892,37.0,71.5277777778,41.0
4888,3.658373333,10.0459,100.0,71.7447916667,15.0
4889,4.201512605,4.454,100.0,71.7881944444,9.0
4910,3.253984169,5.629230769,65.0,72.6996527778,42.0
4911,6.927647059,3.877464789,71.0,72.7430555556,45.0
4912,3.766797297,4.976444444,135.0,72.7864583333,5.0
4913,6.0552,21.4,4.0,72.8298611111,2.0
4916,4.284,7.770175439,57.0,72.9600694444,6.0
4917,8.345360825,6.419047619,21.0,73.0034722222,0.0
4918,4.1,6.572881356,177.0,73.046875,0.0
4919,8.46872093,4.6,28.0,73.0902777778,0.0
4922,3.903412127,8.545528455,123.0,73.2204861111,29.0
4923,7.354215686,5.980819672,61.0,73.2638888889,22.0
4924,5.35345898,5.110791367,139.0,73.3072916667,0.0
4925,7.839280576,3.820465116,86.0,73.3506944444,0.0
4926,4.80728223,4.908152174,184.0,73.3940972222,1.0
4927,7.374418605,3.626470588,34.0,73.4375,0.0
4928,3.669812866,7.948484848,66.0,73.4809027778,42.0
4929,6.39026178,5.12745098,51.0,73.5243055556,15.0
4936,3.404242424,5.819148936,47.0,73.828125,56.0
4937,6.498540773,7.923541667,48.0,73.8715277778,39.0
4938,3.343365973,11.32909091,55.0,73.9149305556,57.0
4939,4.7176,8.033333333,12.0,73.9583333333,26.0
4940,4.822846348,3.87480916,131.0,74.0017361111,0.0
4941,6.765384615,4.052,25.0,74.0451388889,0.0
4946,2.661582278,3.906153846,65.0,74.2621527778,18.0
4947,3.228,2.394845361,97.0,74.3055555556,0.0
4948,3.977807808,9.596875,32.0,74.3489583333,14.0
4949,4.308064516,4.990909091,22.0,74.3923611111,0.0
4956,5.498091286,6.777941176,136.0,74.6961805556,0.0
4957,5.541013072,7.652352941,170.0,74.7395833333,0.0
4958,2.738943662,2.931375,80.0,74.7829861111,28.0
4959,4.756233766,1.998550725,69.0,74.8263888889,2.0
4960,3.561647635,4.761971831,71.0,74.8697916667,59.0
4961,5.087837838,2.873137255,51.0,74.9131944444,6.0
4966,3.894936886,8.489253731,67.0,75.1302083333,93.0
4967,5.248177083,3.888076923,78.0,75.1736111111,80.0
4968,3.515187225,5.866081871,171.0,75.2170138889,81.0
4969,6.524603175,4.63,190.0,75.2604166667,43.0
4970,3.159796696,6.428571429,35.0,75.3038194444,18.0
4971,5.83908046,2.77037037,27.0,75.3472222222,39.0
4984,3.741504923,5.772183908,261.0,75.9114583333,36.0
4985,5.901290323,7.186111111,36.0,75.9548611111,10.0
4990,2.984375554,4.118181818,99.0,76.171875,57.0
4991,5.804895105,3.446,50.0,76.2152777778,48.0
4996,4.055726619,5.989387755,98.0,76.4322916667,33.0
4997,5.614473684,4.5875,72.0,76.4756944444,12.0
5004,3.84940256,12.77142857,14.0,76.7795138889,23.0
5005,6.109057971,7.097560976,41.0,76.8229166667,0.0
5012,4.685963542,7.278813559,118.0,77.1267361111,0.0
5013,6.461956522,7.339473684,38.0,77.1701388889,10.0
5014,3.748953923,4.31039604,202.0,77.2135416667,27.0
5015,5.961774194,4.439285714,140.0,77.2569444444,11.0
5016,4.421122715,7.853846154,91.0,77.3003472222,0.0
5017,7.416330275,9.670454545,88.0,77.34375,0.0
5022,4.545440141,5.390438247,251.0,77.5607638889,35.0
5023,7.290909091,8.395454545,44.0,77.6041666667,9.0
5026,3.753786635,6.313265306,98.0,77.734375,17.0
5027,7.615294118,9.314893617,47.0,77.7777777778,0.0
5034,3.291242331,5.582352941,51.0,78.0815972222,162.0
5035,4.588125,4.383333333,12.0,78.125,176.0
5056,2.983324873,6.611764706,51.0,79.0364583333,6.0
5057,5.55553719,3.992424242,66.0,79.0798611111,39.0
5066,3.924836735,3.963253012,166.0,79.4704861111,120.0
5067,5.227368421,6.741456311,103.0,79.5138888889,142.0
5068,2.677047101,3.083743842,203.0,79.5572916667,118.0
5069,4.698486486,3.367668712,163.0,79.6006944444,10.0
5072,3.937866492,4.521348315,89.0,79.7309027778,21.0
5073,5.613614458,6.610294118,68.0,79.7743055556,18.0
5078,3.021302211,8.571875,64.0,79.9913194444,5.0
5079,6.043988764,5.976190476,84.0,80.0347222222,14.0
5086,4.451206897,6.70078125,128.0,80.3385416667,0.0
5087,3.9,8.9764008905,81.3247311828,80.3819444444,0.0
5090,3.712187029,5.378846154,52.0,80.5121527778,41.0
5091,5.788953488,4.395121951,41.0,80.5555555556,18.0
5094,3.589517796,5.691851852,135.0,80.6857638889,3.0
5095,7.364705882,3.976923077,26.0,80.7291666667,22.0
5098,3.611089838,4.811570248,121.0,80.859375,48.0
5099,4.665892857,3.246511628,43.0,80.9027777778,43.0
5102,4.29831117,7.888636364,88.0,81.0329861111,0.0
5103,6.940879121,6.928571429,28.0,81.0763888889,0.0
5114,3.531550633,7.910526316,76.0,81.5538194444,15.0
5115,6.358823529,7.007058824,68.0,81.5972222222,2.0
5118,4.488871252,12.03987179,78.0,81.7274305556,13.0
5119,6.216666667,6.3,44.0,81.7708333333,17.0
5120,3.67595339,7.695588235,68.0,81.8142361111,70.0
5121,5.058139535,4.944444444,18.0,81.8576388889,36.0
5122,3.912099291,6.340163934,122.0,81.9010416667,4.0
5123,7.6837,6.02,110.0,81.9444444444,2.0
5128,4.166192661,6.496052632,76.0,82.1614583333,15.0
5129,7.329296875,4.351587302,126.0,82.2048611111,0.0
5150,5.117707809,8.405988024,167.0,83.1163194444,7.0
5151,6.944965035,6.03,110.0,83.1597222222,6.0
5168,4.591179554,6.400746269,134.0,83.8975694444,78.0
5169,6.662597403,9.315053763,93.0,83.9409722222,19.0
5170,3.19033462,6.69010989,91.0,83.984375,29.0
5171,6.061044776,5.46875,16.0,84.0277777778,12.0
5182,4.143619529,7.174107143,112.0,84.5052083333,90.0
5183,6.272727273,11.65,4.0,84.5486111111,0.0
5184,3.617157287,5.258730159,63.0,84.5920138889,117.0
5185,5.363265306,9.103846154,26.0,84.6354166667,20.0
5192,4.077074148,4.412244898,147.0,84.9392361111,0.0
5193,5.25525,2.1125,8.0,84.9826388889,0.0
5194,4.241702128,9.761403509,171.0,85.0260416667,0.0
5195,6.373333333,10.97142857,7.0,85.0694444444,0.0
5196,5.393917995,7.61440678,118.0,85.1128472222,0.0
5197,7.393877551,7.58,35.0,85.15625,0.0
5198,3.995745763,4.27961165,103.0,85.1996527778,4.0
5199,5.4552,2.726785714,112.0,85.2430555556,6.0
5202,3.74112766,4.028571429,63.0,85.3732638889,8.0
5203,4.596555556,4.37,10.0,85.4166666667,4.0
5204,4.212906977,5.637831325,83.0,85.4600694444,25.0
5205,5.657211538,3.4,21.0,85.5034722222,0.0
5208,3.387236534,3.086896552,145.0,85.6336805556,58.0
5209,5.672619048,3.2875,64.0,85.6770833333,41.0
5212,4.194859375,4.50625,96.0,85.8072916667,20.0
5213,5.406263736,5.1375,8.0,85.8506944444,8.0
5214,3.97968254,4.71402439,164.0,85.8940972222,4.0
5215,5.376315789,3.772,25.0,85.9375,0.0
5224,4.383153457,4.624285714,140.0,86.328125,5.0
5225,6.746232877,4.38255814,172.0,86.3715277778,0.0
5238,3.225338442,10.23076923,26.0,86.9357638889,79.0
5239,5.926086957,4.69,10.0,86.9791666667,20.0
5246,5.465147453,9.072105263,190.0,87.2829861111,0.0
5247,6.026217617,5.6203125,128.0,87.3263888889,8.0
5250,4.436010204,8.637179487,78.0,94.3349753695,0.0
5251,4.638745875,7.95,38.0,94.5812807882,1.0
5252,4.047608247,6.734259259,108.0,87.4565972222,0.0
5253,5.815384615,7.202857143,70.0,87.5,37.0
5254,5.926636569,5.695188679,212.0,87.5434027778,11.0
5255,6.606373626,5.975,108.0,87.5868055556,2.0
5258,3.540947177,4.412686567,134.0,87.7170138889,38.0
5259,4.434375,4.129767442,43.0,87.7604166667,57.0
5264,6.162185273,9.558053097,113.0,87.9774305556,3.0
5265,6.678726115,8.55,156.0,88.0208333333,0.0
5268,3.60816245,6.432608696,92.0,88.1510416667,11.0
5269,6.089438776,6.382666667,75.0,88.1944444444,0.0
5274,3.839354839,6.380392157,51.0,88.4114583333,10.0
5275,6.20745098,7.785454545,110.0,88.4548611111,0.0
5282,3.794891462,6.607407407,108.0,88.7586805556,16.0
5283,5.899285714,7.383928571,112.0,88.8020833333,27.0
5288,4.944595525,7.286458333,96.0,89.0190972222,6.0
5289,7.879056604,6.393333333,45.0,89.0625,6.0
5290,2.60423945,5.156363636,55.0,89.1059027778,35.0
5291,3.495935829,2.1475,40.0,89.1493055556,20.0
5292,3.210057971,6.524464286,56.0,89.1927083333,0.0
5293,5.079018405,5.266071429,56.0,89.2361111111,0.0
5300,4.026453287,5.117988506,174.0,89.5399305556,87.0
5301,6.3615,6.614848485,165.0,89.5833333333,36.0
5308,3.505814978,4.458043478,46.0,89.8871527778,89.0
5309,6.9475,3.143103448,29.0,89.9305555556,37.0
5314,3.909271523,4.011023622,127.0,90.1475694444,0.0
5315,7.364581006,2.855913978,186.0,90.1909722222,0.0
5316,4.008565684,8.795284553,123.0,90.234375,16.0
5317,6.382653061,7.12173913,46.0,90.2777777778,0.0
5322,4.886456311,9.066086957,115.0,90.4947916667,0.0
5323,7.707352941,9.18,25.0,90.5381944444,0.0
5326,4.227511905,7.526222222,225.0,90.6684027778,40.0
5327,6.680706522,7.19122807,57.0,90.7118055556,7.0
5346,4.096456401,6.571428571,56.0,91.5364583333,17.0
5347,6.007903226,4.055555556,54.0,91.5798611111,0.0
5352,2.784458333,6.361538462,26.0,91.796875,25.0
5353,5.321929825,1.907142857,14.0,91.8402777778,38.0
5362,3.919846154,9.598947368,95.0,92.2309027778,0.0
5363,5.7035,8.442857143,56.0,92.2743055556,0.0
5368,4.113762376,4.073333333,150.0,92.4913194444,0.0
5369,5.938157895,3.555769231,104.0,92.5347222222,0.0
5372,4.311165756,7.095733333,150.0,92.6649305556,0.0
5373,5.226235294,6.446206897,145.0,92.7083333333,0.0
5382,4.194129032,5.666060606,165.0,93.0555555556,16.0
5383,4.017054264,4.975862069,87.0,93.0989583333,6.0
5384,4.029961977,9.255698925,93.0,93.1423611111,4.0
5385,5.242307692,6.74,25.0,93.1857638889,0.0
5386,4.010909091,6.737538462,130.0,93.2291666667,0.0
5387,5.901724138,4.110714286,28.0,93.2725694444,0.0
5390,3.504523161,4.730625,160.0,93.4027777778,24.0
5391,6.046168224,4.524242424,66.0,93.4461805556,0.0
5394,4.534668435,9.368607595,158.0,93.5763888889,9.0
5395,5.908270677,7.622222222,90.0,93.6197916667,31.0
5398,3.61359736,8.130612245,49.0,82.8379334749,133.0
5399,3.634394766,5.558181818,55.0,82.8733191791,137.0
5408,4.29251928,12.56105263,95.0,94.0104166667,2.0
5409,5.758947368,4.425555556,27.0,94.0538194444,0.0
5418,2.864327391,6.135443038,79.0,94.4444444444,31.0
5419,5.459183673,2.427027027,37.0,94.4878472222,2.0
5420,3.221825902,3.318181818,44.0,94.53125,26.0
5421,3.98615894,3.135294118,17.0,94.5746527778,23.0
5422,4.581520737,6.986896552,145.0,94.6180555556,21.0
5423,5.141818182,7.086904762,84.0,94.6614583333,2.0
5428,4.267460938,5.602439024,41.0,94.8784722222,57.0
5429,6.807391304,5.866666667,3.0,94.921875,0.0
5430,4.254054054,10.36551724,116.0,94.9652777778,0.0
5431,8.5,7.0,5.0,95.0086805556,0.0
5434,4.38644898,6.838790323,124.0,95.1388888889,10.0
5435,5.868,2.615625,32.0,95.1822916667,0.0
5438,4.10381982,5.277372263,137.0,95.3125,44.0
5439,4.912820513,2.801282051,78.0,95.3559027778,7.0
5444,3.756886657,4.793589744,156.0,95.5729166667,20.0
5445,8.278431373,4.690909091,11.0,95.6163194444,4.0
5460,4.479849906,8.191034483,174.0,96.2673611111,3.0
5461,6.094871795,7.33974359,78.0,96.3107638889,0.0
5462,4.141787975,5.036,100.0,96.3541666667,2.0
5463,5.588235294,3.637113402,97.0,96.3975694444,7.0
5470,4.516779661,8.745454545,165.0,96.7013888889,0.0
5471,5.170833333,4.246728972,107.0,96.7447916667,0.0
5474,2.75276204,8.206976744,43.0,96.875,60.0
5475,5.25,3.438181818,55.0,96.9184027778,101.0
5478,4.568285714,7.55106383,47.0,97.0486111111,15.0
5479,7.055952381,8.413043478,46.0,97.0920138889,4.0
5488,3.999577465,7.049350649,154.0,97.4826388889,3.0
5489,6.206847826,6.130769231,65.0,97.5260416667,0.0
5508,4.956630435,11.83813559,118.0,98.3506944444,7.0
5509,6.198780488,8.917333333,75.0,98.3940972222,20.0
5520,6.481286307,12.0173913,161.0,98.8715277778,132.0
5521,13.04537037,17.68947368,38.0,98.9149305556,106.0
5528,3.539,5.092397661,171.0,99.21875,28.0
5529,6.897278912,7.075806452,62.0,99.2621527778,9.0
5532,4.284176471,5.693277311,119.0,99.3923611111,34.0
5533,5.513695652,5.101851852,54.0,99.4357638889,14.0
5536,3.957035398,9.491666667,24.0,99.5659722222,8.0
5537,6.056,4.933898305,59.0,99.609375,8.0
5544,1.416037267,3.34,25.0,99.9131944444,11.0
5545,4.484375,1.736206897,29.0,99.9565972222,6.0
5548,3.691694215,7.2875,64.0,58.1539735099,0.0
5549,3.610239521,7.482539683,63.0,58.1953642384,0.0
5554,4.25941704,6.65510917,229.0,58.4023178808,23.0
5555,5.274313725,6.872440945,127.0,58.4437086093,0.0
5558,2.556723549,10.41111111,9.0,58.5678807947,29.0
5559,3.032752294,5.886153846,65.0,58.6092715232,14.0
5564,3.75212283,6.90176,125.0,58.8162251656,70.0
5565,4.509220779,7.175168539,178.0,58.857615894,94.0
5566,4.134418331,4.510535714,168.0,58.8990066225,0.0
5567,4.041802198,4.652014388,139.0,58.940397351,4.0
5574,4.356329114,7.053691275,149.0,59.2301324503,6.0
5575,4.245844794,6.960824742,97.0,59.2715231788,10.0
5578,4.128359073,5.933278689,122.0,59.3956953642,46.0
5579,3.994393701,8.9125,112.0,59.4370860927,32.0
5580,4.711787611,5.5982,200.0,59.4784768212,46.0
5581,4.609177489,6.417977528,89.0,59.5198675497,28.0
5594,3.984674699,4.310833333,120.0,60.0579470199,18.0
5595,3.677455357,4.03968254,126.0,60.0993377483,58.0
5606,5.284814815,9.051711027,263.0,60.5546357616,0.0
5607,4.490949367,8.169805195,308.0,60.5960264901,0.0
5610,2.351818182,7.846875,32.0,60.7201986755,7.0
5611,3.297610147,7.061235955,89.0,60.761589404,11.0
5620,4.144176829,7.062256809,257.0,61.1341059603,34.0
5621,4.018959811,6.380073801,271.0,61.1754966887,20.0
5632,3.749029126,4.653900709,141.0,61.630794702,41.0
5633,3.528379531,4.838255034,149.0,61.6721854305,34.0
5634,4.768184615,6.006181818,165.0,61.7135761589,2.0
5635,4.40807611,10.04453125,128.0,61.7549668874,2.0
5650,3.84754386,16.00149254,67.0,62.3758278146,13.0
5651,4.582786885,13.69677419,62.0,62.417218543,4.0
5662,3.534956305,6.32826087,92.0,62.8725165563,32.0
5663,3.221051081,4.989345794,107.0,62.9139072848,13.0
5670,5.589180328,7.386792453,53.0,63.2036423841,3.0
5671,6.010980392,6.347619048,21.0,63.2450331126,0.0
5672,2.756589595,6.006229508,61.0,63.2864238411,4.0
5673,2.70626087,7.269361702,47.0,63.3278145695,21.0
5692,4.25732,8.766111111,216.0,64.0314569536,24.0
5693,4.577741935,8.655978261,184.0,64.0728476821,39.0
5700,4.8390625,8.708333333,156.0,64.3625827815,38.0
5701,4.55967128,8.442105263,152.0,64.4039735099,15.0
5706,3.736041667,5.848,35.0,64.6109271523,0.0
5707,3.353666667,5.155555556,18.0,64.6523178808,0.0
5710,4.85164486,5.096808511,94.0,64.7764900662,34.0
5711,5.23005291,5.984057971,69.0,64.8178807947,22.0
5718,3.817882883,4.54,105.0,65.107615894,5.0
5719,3.753217893,4.086363636,110.0,65.1490066225,4.0
5720,3.401265823,8.256097561,41.0,65.190397351,135.0
5721,3.645321701,6.157407407,27.0,65.2317880795,148.0
5722,3.164337194,9.6109375,64.0,65.2731788079,69.0
5723,3.667453826,10.39666667,60.0,65.3145695364,27.0
5724,4.785422535,13.06071429,28.0,65.3559602649,3.0
5725,4.285902579,9.837931034,29.0,65.3973509934,0.0
5726,4.140587393,4.832478632,117.0,65.4387417219,32.0
5727,5.063191489,6.6578125,64.0,65.4801324503,10.0
5728,3.837587629,8.955555556,18.0,65.5215231788,47.0
5729,3.711607992,8.961428571,70.0,65.5629139073,95.0
5754,4.256202532,5.321931818,88.0,66.5149006623,22.0
5755,3.789032258,5.204395604,91.0,66.5562913907,2.0
5764,6.14588843,5.895238095,21.0,66.928807947,12.0
5765,5.249058296,14.1,44.0,66.9701986755,0.0
5770,3.806721311,5.190697674,43.0,67.1771523179,13.0
5771,4.071644737,4.874,50.0,67.2185430464,19.0
5772,2.336787402,10.45,16.0,67.2599337748,139.0
5773,2.637531807,7.4,5.0,67.3013245033,75.0
5776,4.223956229,8.648305085,118.0,67.4254966887,7.0
5777,4.055267062,7.610915033,153.0,67.4668874172,16.0
5778,6.234758364,7.324313725,255.0,67.5082781457,0.0
5779,5.13867284,6.738545455,275.0,67.5496688742,0.0
5780,3.546451204,14.584,25.0,67.5910596026,6.0
5781,3.859285714,18.64,35.0,67.6324503311,46.0
5792,3.569683196,9.677777778,18.0,68.0877483444,29.0
5793,3.716396677,11.56428571,28.0,68.1291390728,27.0
5794,3.531463068,11.71988506,87.0,68.1705298013,0.0
5795,3.582327824,8.197741935,155.0,68.2119205298,0.0
5818,2.551797386,5.494736842,38.0,69.1639072848,117.0
5819,3.912692998,2.925396825,63.0,69.2052980132,127.0
5822,4.984876404,7.949189189,185.0,69.3294701987,6.0
5823,4.602354788,6.846464646,198.0,69.3708609272,16.0
5830,3.52564951,6.876,30.0,69.6605960265,106.0
5831,3.95045354,5.845652174,46.0,69.701986755,61.0
5832,3.182446237,6.339285714,28.0,69.7433774834,9.0
5833,3.585925926,0.75,2.0,69.7847682119,0.0
5834,3.700957592,3.925,40.0,69.8261589404,151.0
5835,3.4285836,4.5,43.0,69.8675496689,100.0
5840,4.721801242,10.87722772,101.0,61.3943808533,24.0
5841,5.288356164,8.284347826,115.0,61.4984391259,27.0
5842,3.555630531,13.46,10.0,70.0745033113,66.0
5843,3.360247934,9.224,25.0,70.1158940397,14.0
5844,4.975136612,18.19206349,189.0,70.1572847682,0.0
5845,4.650759076,16.55384615,169.0,70.1986754967,6.0
5850,5.074150943,10.58526316,95.0,61.6024973985,29.0
5851,4.620710572,12.12122449,49.0,61.7065556712,74.0
5866,4.073419773,9.866258993,139.0,70.9023178808,51.0
5867,4.15590099,9.332051282,117.0,70.9437086093,54.0
5872,4.866,11.92222222,18.0,61.8106139438,6.0
5873,6.026733668,17.555,40.0,61.9146722164,0.0
5876,4.401986143,6.634745763,118.0,71.2334437086,92.0
5877,5.204954955,5.682424242,165.0,71.2748344371,13.0
5884,5.882637076,8.324242424,99.0,71.5645695364,26.0
5885,5.193449921,6.441758242,91.0,71.6059602649,28.0
5892,4.888143713,7.58496732,153.0,71.8956953642,51.0
5893,5.765727273,5.518292683,246.0,71.9370860927,15.0
5896,4.473013183,7.381935484,155.0,72.0612582781,33.0
5897,4.180110497,5.387445887,231.0,72.1026490066,19.0
5898,4.303333333,8.621481481,81.0,72.1440397351,21.0
5899,4.369149306,8.332873563,87.0,72.1854304636,2.0
5902,4.970775194,9.166129032,124.0,72.309602649,7.0
5903,7.221428571,9.482089552,67.0,72.3509933775,4.0
5908,5.299367089,14.4547619,42.0,72.5579470199,6.0
5909,6.892857143,17.30612245,98.0,72.5993377483,0.0
5912,3.434212828,3.3024,125.0,72.7235099338,23.0
5913,3.981201717,5.561971831,71.0,72.7649006623,52.0
5914,4.747349081,7.53880597,134.0,72.8062913907,0.0
5915,4.210539216,6.421052632,95.0,72.8476821192,0.0
5920,3.868339921,9.0375,32.0,73.0546357616,5.0
5921,3.979623352,6.130416667,24.0,73.0960264901,15.0
5922,6.947451923,8.991176471,204.0,73.1374172185,0.0
5923,7.47962963,8.344202899,138.0,73.178807947,0.0
5934,2.912747702,3.968627451,102.0,73.6341059603,65.0
5935,4.105903614,3.862140468,299.0,73.6754966887,3.0
5938,4.922786647,9.162608696,138.0,73.7996688742,38.0
5939,5.068972332,6.46375,80.0,73.8410596026,31.0
5954,4.474644628,10.25777778,135.0,74.4619205298,25.0
5955,5.54973494,13.70824742,97.0,74.5033112583,0.0
5956,4.974842342,7.295876289,97.0,74.5447019868,7.0
5957,4.811689189,7.884313725,51.0,74.5860927152,24.0
5958,3.149292804,6.070731707,41.0,74.6274834437,72.0
5959,3.658424153,8.557954545,44.0,74.6688741722,37.0
