avg_s,mon_count_s,mon_sum,stu_id
3.33499179,609,2031.01,3584
5.064705882,51,258.3,3585
4.133551587,504,2083.31,3588
6.329552239,67,424.08,3589
4.972387006,708,3520.45,3590
5.323364486,107,569.6,3591
6.50873706,483,3143.72,3594
7.140231214,173,1235.26,3595
5.227990544,423,2211.44,3596
6.035074627,134,808.7,3597
5.740168675,415,2382.17,3598
5.813609467,169,982.5,3599
3.993796117,1030,4113.61,3600
6.30410596,151,951.92,3601
3.58284412,1097,3930.38,3602
6.655,66,439.23,3603
6.617244526,548,3626.25,3604
8.206521739,46,377.5,3605
3.952273476,607,2399.03,3608
5.567,30,167.01,3609
4.371755319,564,2465.67,3614
6.677142857,70,467.4,3615
5.184744802,529,2742.73,3620
5.971212121,132,788.2,3621
4.438786325,585,2596.69,3624
7.42295302,149,1106.02,3625
4.010751445,692,2775.44,3626
6.006375,160,961.02,3627
3.880319635,657,2549.37,3628
6.960119048,168,1169.3,3629
4.107460815,638,2620.56,3632
5.330357143,56,298.5,3633
3.731660079,506,1888.22,3636
5.230985915,71,371.4,3637
3.852636612,732,2820.13,3638
4.710135135,148,697.1,3639
3.839969697,660,2534.38,3640
5.438947368,76,413.36,3641
3.847707182,724,2785.74,3642
4.910142857,70,343.71,3643
4.832293987,449,2169.7,3644
5.147833333,60,308.87,3645
4.49958159,478,2150.8,3646
6.985465116,172,1201.5,3647
5.155990453,419,2160.36,3648
5.172323232,99,512.06,3649
3.531633065,992,3503.38,3650
3.86894535,1043,4035.31,3651
4.47287812,681,3046.03,3652
7.748846154,52,402.94,3653
4.291535326,736,3158.57,3656
4.952941176,51,252.6,3657
4.342025,800,3473.62,3658
6.136576577,111,681.16,3659
4.463258065,310,1383.61,3660
4.133766234,77,318.3,3661
4.229842105,380,1607.34,3664
4.879166667,96,468.4,3665
5.148719512,328,1688.78,3666
6.154347826,46,283.1,3667
4.475153374,489,2188.35,3668
5.574019608,102,568.55,3669
4.976080808,495,2463.16,3670
6.328022599,177,1120.06,3671
5.02804401,409,2056.47,3674
9.109215686,102,929.14,3675
8.287777778,450,3729.5,3682
9.057407407,54,489.1,3683
4.513963211,598,2699.35,3684
7.392421053,95,702.28,3685
5.052850972,463,2339.47,3686
3.444444444,9,31,3687
5.853062331,369,2159.78,3690
7.728,50,386.4,3691
4.08737931,580,2370.68,3692
8.073602941,136,1098.01,3693
4.168948824,723,3014.15,3694
5.054578313,166,839.06,3695
2.418499385,813,1966.24,3696
4.7725,80,381.8,3697
2.362980392,1020,2410.24,3698
5.199166667,132,686.29,3699
2.569512712,944,2425.62,3700
4.299493671,79,339.66,3701
3.048154426,531,1618.57,3702
5.492857143,84,461.4,3703
2.490432802,878,2186.6,3704
5.15615894,151,778.58,3705
2.63500565,885,2331.98,3706
5.021388889,144,723.08,3707
2.744368159,1005,2758.09,3708
6.273423423,111,696.35,3709
4.212777778,576,2426.56,3710
7.941818182,33,262.08,3711
4.788971583,739,3539.05,3712
6.050447761,67,405.38,3713
4.111373391,466,1915.9,3714
5.749303279,244,1402.83,3715
4.445669565,575,2556.26,3716
6.176491228,228,1408.24,3717
4.052123995,871,3529.4,3718
6.34703125,128,812.42,3719
4.065886427,722,2935.57,3724
6.236774194,62,386.68,3725
3.685705128,468,1724.91,3726
7.998850575,87,695.9,3727
4.854914163,466,2262.39,3728
5.899589041,219,1292.01,3729
4.050601173,682,2762.51,3732
5.922453988,163,965.36,3733
3.686984127,630,2322.8,3738
6.41245283,53,339.86,3739
4.322588832,394,1703.1,3742
5.376382979,94,505.38,3743
4.219420601,466,1966.25,3744
8.16175,80,652.94,3745
4.636328829,444,2058.53,3750
6.484533333,150,972.68,3751
3.851802493,1043,4017.43,3754
6.175784884,344,2124.47,3755
2.554880597,670,1711.77,3756
5.795555556,45,260.8,3757
4.293741497,441,1893.54,3760
6.783783784,37,251,3761
2.65217284,405,1074.13,3762
6.271875,32,200.7,3763
2.2547178,691,1558.01,3764
4.830909091,110,531.4,3765
3.910407407,540,2111.62,3766
8.516666667,48,408.8,3767
4.238825301,332,1407.29,3768
6.1009375,64,390.46,3769
4.80767313,361,1735.57,3772
4.493350254,394,1770.38,3773
4.359012132,577,2515.15,3774
5.313223141,242,1285.8,3775
3.785185874,538,2036.43,3776
5.537092199,141,780.73,3777
3.329064748,417,1388.22,3778
5.225520833,96,501.65,3779
5.111951754,456,2331.05,3780
5.082857143,126,640.44,3781
3.960525424,590,2336.71,3782
4.736516393,244,1155.71,3783
3.674305556,504,1851.85,3784
5.428712871,101,548.3,3785
4.351847575,433,1884.35,3786
5.455789474,95,518.3,3787
4.305705706,333,1433.8,3790
4.570466321,193,882.1,3791
2.9064375,640,1860.12,3796
4.975308642,81,403,3797
3.51160767,678,2380.87,3800
5.075454545,110,558.3,3801
5.133379722,503,2582.09,3802
6.505757576,132,858.76,3803
5.751925926,405,2329.53,3804
6.328518519,135,854.35,3805
3.283571429,784,2574.32,3808
7.570512821,78,590.5,3809
3.534882261,637,2251.72,3812
5.319259259,81,430.86,3813
3.695195035,564,2084.09,3816
6.839294118,85,581.34,3817
1.747826087,345,603,3818
2.5,1,2.5,3819
2.40433584,399,959.33,3822
5.644,25,141.1,3823
6.522863436,454,2961.38,3824
7.11025641,39,277.3,3825
2.117009804,612,1295.61,3826
5.903333333,69,407.33,3827
2.174870466,386,839.5,3828
4.573076923,13,59.45,3829
3.22754386,855,2759.55,3830
6.204946237,93,577.06,3831
4.291317073,615,2639.16,3832
6.776901408,142,962.32,3833
3.832582645,484,1854.97,3834
5.079090909,110,558.7,3835
4.160640732,437,1818.2,3838
7.070786517,89,629.3,3839
4.004991597,595,2382.97,3840
7.552238806,67,506,3841
3.876309524,336,1302.44,3844
5.424255319,47,254.94,3845
3.34845987,461,1543.64,3846
6.227777778,18,112.1,3847
3.942202853,631,2487.53,3850
5.324285714,98,521.78,3851
3.886014625,547,2125.65,3852
5.412875,80,433.03,3853
4.095634218,339,1388.42,3858
5.932156863,51,302.54,3859
4.066385135,592,2407.3,3860
4.90890625,192,942.51,3861
3.937164179,335,1318.95,3862
5.637468354,79,445.36,3863
3.692463958,763,2817.35,3870
5.728571429,56,320.8,3871
4.054388715,319,1293.35,3872
5.486153846,65,356.6,3873
3.884136126,382,1483.74,3874
6.337101449,69,437.26,3875
3.799372937,303,1151.21,3876
5.148194444,144,741.34,3877
3.403956044,364,1239.04,3878
5.662413793,58,328.42,3879
3.707180527,493,1827.64,3882
6.763694268,157,1061.9,3883
4.571473684,475,2171.45,3892
6.681081081,74,494.4,3893
4.205327869,366,1539.15,3896
5.117417219,151,772.73,3897
4.257253788,528,2247.83,3898
7.213207547,159,1146.9,3899
4.09219963,541,2213.88,3902
6.84375,144,985.5,3903
3.011396161,573,1725.53,3904
5.118482759,145,742.18,3905
3.457693878,490,1694.27,3910
6.280952381,126,791.4,3911
4.576888604,781,3574.55,3912
5.277809917,726,3831.69,3913
5.379598716,623,3351.49,3914
6.2098125,160,993.57,3915
5.906864989,437,2581.3,3916
7.268372093,129,937.62,3917
5.305253807,394,2090.27,3918
6.564516129,31,203.5,3919
4.110043384,461,1894.73,3920
5.913554817,301,1779.98,3921
4.013309524,420,1685.59,3922
4.833680556,288,1392.1,3923
3.901811594,552,2153.8,3930
5.717391304,69,394.5,3931
3.730998308,591,2205.02,3944
5.936619718,142,843,3945
4.813548387,310,1492.2,3946
7.448138298,188,1400.25,3947
4.605259669,905,4167.76,3948
6.144191617,167,1026.08,3949
4.672864769,562,2626.15,3950
4.425233645,107,473.5,3951
4.323814433,582,2516.46,3954
5.839009009,111,648.13,3955
4.384433164,591,2591.2,3958
6.320408163,98,619.4,3959
3.203978638,749,2399.78,3960
5.263366337,101,531.6,3961
4.149822695,564,2340.5,3962
4.567577808,739,3375.44,3964
4.839551208,869,4205.57,3965
3.788711944,427,1617.78,3968
5.631164384,146,822.15,3969
3.042010376,771,2345.39,3972
5.010764706,170,851.83,3973
5.31039356,559,2968.51,3978
5.715085066,529,3023.28,3979
3.375746835,395,1333.42,3980
6,64,384,3981
2.973067485,652,1938.44,3982
3.70150289,692,2561.44,3983
4.511103448,145,654.11,3984
6.7525,24,162.06,3985
2.278789713,661,1506.28,3986
6.229411765,34,211.8,3987
2.857055961,411,1174.25,3988
6.209782609,92,571.3,3989
1.595426452,809,1290.7,3990
4.71025641,39,183.7,3991
5.631913043,230,1295.34,3992
8.023076923,91,730.1,3993
4.33740991,444,1925.81,3998
7.348651685,89,654.03,3999
5.044355231,411,2073.23,4002
6.659330144,209,1391.8,4003
4.004177852,596,2386.49,4004
4.902184874,238,1166.72,4005
4.602192691,301,1385.26,4008
6.199270073,137,849.3,4009
5.310756303,119,631.98,4014
7.69516129,62,477.1,4015
5.426666667,201,1090.76,4016
6.453846154,39,251.7,4017
2.94040107,748,2199.42,4020
6.151655629,151,928.9,4021
4.164375,480,1998.9,4022
5.038053097,113,569.3,4023
3.982740864,602,2397.61,4024
6.753028571,175,1181.78,4025
6.1389,400,2455.56,4028
8.067241379,58,467.9,4029
4.72313253,332,1568.08,4030
5.946964286,56,333.03,4031
5.666027875,287,1626.15,4032
8.090909091,110,890,4033
4.647819767,344,1598.85,4034
6.933877551,98,679.52,4035
3.75798913,552,2074.41,4036
7.350285714,175,1286.3,4037
2.562544643,448,1148.02,4040
6.136708861,79,484.8,4041
3.853776435,662,2551.2,4042
6.311176471,102,643.74,4043
2.625329341,334,876.86,4046
5.498947368,95,522.4,4047
4.033300971,412,1661.72,4050
7.635897436,117,893.4,4051
4.220679934,603,2545.07,4052
6.5735625,320,2103.54,4053
4.032905405,444,1790.61,4066
7.406756757,148,1096.2,4067
3.681801619,494,1818.81,4068
6.747488584,219,1477.7,4069
2.849585062,723,2060.25,4070
6.794166667,120,815.3,4071
4.168639053,338,1409,4072
4.6306,50,231.53,4073
5.245274725,455,2386.6,4074
7.231034483,29,209.7,4075
3.93559194,397,1562.43,4078
6.780357143,168,1139.1,4079
4.01625,520,2088.45,4082
5.886335404,161,947.7,4083
4.166369983,573,2387.33,4084
5.449489051,137,746.58,4085
4.584411326,671,3076.14,4090
8.112111111,90,730.09,4091
4.190868167,311,1303.36,4092
15.57692308,13,202.5,4093
5.136413934,488,2506.57,4106
7.601730769,104,790.58,4107
4.003880597,201,804.78,4112
5.739622642,53,304.2,4113
4.183347222,720,3012.01,4116
6.291287554,233,1465.87,4117
3.778268482,514,1942.03,4122
5.973706897,116,692.95,4123
4.001387097,310,1240.43,4126
6.374285714,70,446.2,4127
4.279157175,439,1878.55,4132
6.0391,100,603.91,4133
4.421286765,272,1202.59,4136
6.615555556,27,178.62,4137
4.589442379,538,2469.12,4140
6.44619403,134,863.79,4141
4.734905063,632,2992.46,4142
6.895789474,95,655.1,4143
4.104121306,643,2638.95,4144
6.490462428,173,1122.85,4145
4.778848684,304,1452.77,4154
3.795302144,513,1946.99,4155
4.563636364,462,2108.4,4160
7.880545455,55,433.43,4161
4.077638266,669,2727.94,4162
6.558728814,118,773.93,4163
4.3235,860,3718.21,4164
6.411136364,88,564.18,4165
4.078423818,571,2328.78,4166
5.837226277,137,799.7,4167
4.434894737,380,1685.26,4172
6.145054945,91,559.2,4173
4.076118881,286,1165.77,4176
6.33220339,59,373.6,4177
4.547259036,332,1509.69,4178
5.637777778,45,253.7,4179
3.784599448,724,2740.05,4182
5.653552632,152,859.34,4183
4.015926606,545,2188.68,4186
5.232666667,150,784.9,4187
4.426202247,445,1969.66,4188
6.461428571,56,361.84,4189
4.575136612,732,3349,4190
7.399029126,103,762.1,4191
5.477803571,560,3067.57,4192
7.122222222,72,512.8,4193
4.259436364,550,2342.69,4194
5.990985915,142,850.72,4195
4.474211409,596,2666.63,4196
7.462620087,229,1708.94,4197
3.807409639,830,3160.15,4198
4.203157895,285,1197.9,4199
4.418339041,584,2580.31,4202
6.132191781,146,895.3,4203
3.671996403,556,2041.63,4210
5.941025641,39,231.7,4211
3.052936508,504,1538.68,4214
5.088135593,59,300.2,4215
4.950862471,429,2123.92,4216
6.467192982,114,737.26,4217
4.976159601,401,1995.44,4230
9.267532468,154,1427.2,4231
3.595227687,549,1973.78,4232
6.434857143,105,675.66,4233
3.835172414,580,2224.4,4236
6.294285714,70,440.6,4237
4.536675192,391,1773.84,4238
7.876351351,74,582.85,4239
4.246378467,613,2603.03,4242
4.259779412,136,579.33,4243
3.739974026,770,2879.78,4244
4.539714286,140,635.56,4245
4.323941368,921,3982.35,4246
6.410289855,138,884.62,4247
4.837570093,428,2070.48,4248
7.54220339,118,889.98,4249
4.232660819,1026,4342.71,4250
6.515668203,217,1413.9,4251
4.128636364,462,1907.43,4254
6.266115702,121,758.2,4255
5.775357143,28,161.71,4256
8.021568627,51,409.1,4257
4.22688351,661,2793.97,4258
5.425325444,169,916.88,4259
3.926666667,480,1884.8,4262
7.094285714,35,248.3,4263
3.859736842,684,2640.06,4264
3.766103337,929,3498.71,4265
4.155915842,404,1678.99,4266
5.698636364,44,250.74,4267
3.62717803,528,1915.15,4268
4.6,88,404.8,4269
5.216227273,440,2295.14,4274
7.970967742,62,494.2,4275
3.975659722,576,2289.98,4282
6.41969697,66,423.7,4283
4.622804348,460,2126.49,4286
6.116101695,118,721.7,4287
4.175581395,43,179.55,4290
7.497837838,37,277.42,4291
5.041882353,340,1714.24,4292
8.187012987,77,630.4,4293
4.283152709,609,2608.44,4294
6.86122449,49,336.2,4295
5.375333333,390,2096.38,4298
6.850588235,85,582.3,4299
6.075347222,576,3499.4,4306
7.726436782,87,672.2,4307
5.470879121,546,2987.1,4308
6.827166667,60,409.63,4309
2.679967427,921,2468.25,4314
5.15025,200,1030.05,4315
5.036455982,443,2231.15,4320
6.644186047,43,285.7,4321
2.863564356,606,1735.32,4322
5.982278481,79,472.6,4323
5.289114754,610,3226.36,4324
5.355555556,9,48.2,4325
4.305067568,296,1274.3,4326
5.472272727,44,240.78,4327
4.482220039,509,2281.45,4332
6.654039735,151,1004.76,4333
3.328359046,713,2373.12,4336
7.087804878,123,871.8,4337
4.547210031,319,1450.56,4344
8.045026178,191,1536.6,4345
3.766962617,856,3224.52,4348
5.645412844,218,1230.7,4349
4.601252847,439,2019.95,4350
7.066956522,115,812.7,4351
3.850730769,520,2002.38,4354
6.060824742,97,587.9,4355
4.104464945,271,1112.31,4356
7.685714286,98,753.2,4357
4.044769504,564,2281.25,4362
5.71969697,66,377.5,4363
4.191049107,448,1877.59,4364
6.0602,100,606.02,4365
3.651494253,435,1588.4,4366
5.203921569,102,530.8,4367
2.972579505,283,841.24,4370
3.378809182,697,2355.03,4371
4.117395543,718,2956.29,4372
3.983088803,259,1031.62,4373
3.670423077,520,1908.62,4374
6.646774194,155,1030.25,4375
4.623262032,374,1729.1,4376
7.3044,100,730.44,4377
3.32475,800,2659.8,4380
4.198901099,91,382.1,4381
4.081744505,728,2971.51,4382
6.004089219,269,1615.1,4383
3.93576779,534,2101.7,4386
6.826865672,201,1372.2,4387
3.016353503,628,1894.27,4388
5.149282297,209,1076.2,4389
4.643103448,232,1077.2,4390
7.398481013,79,584.48,4391
3.918330373,563,2206.02,4394
6.002512563,199,1194.5,4395
4.01719755,653,2623.23,4396
6.578343949,157,1032.8,4397
5.267011885,589,3102.27,4398
7.287385621,153,1114.97,4399
3.734647059,510,1904.67,4400
7.198983957,187,1346.21,4401
3.856974596,433,1670.07,4402
7.225522388,134,968.22,4403
3.376824645,633,2137.53,4404
5.6025,152,851.58,4405
5.046269113,327,1650.13,4408
7.202173913,92,662.6,4409
3.96986014,572,2270.76,4410
6.628195876,194,1285.87,4411
4.876050157,319,1555.46,4416
7.245714286,35,253.6,4417
3.163761006,795,2515.19,4418
3.827138211,615,2353.69,4419
4.256034858,459,1953.52,4420
5.335632184,87,464.2,4421
2.835163934,854,2421.23,4422
3.955111111,90,355.96,4423
4.914246824,551,2707.75,4424
7.049722222,108,761.37,4425
4.249226361,698,2965.96,4426
4.401888545,646,2843.62,4427
3.100557491,1148,3559.44,4428
5.249333333,75,393.7,4429
3.839370079,635,2438,4432
6.346356589,129,818.68,4433
3.720674699,830,3088.16,4434
5.796761905,105,608.66,4435
3.720790899,923,3434.29,4436
4.811336634,202,971.89,4437
4.598620219,732,3366.19,4442
6.966091954,174,1212.1,4443
3.242851662,782,2535.91,4448
6.192592593,135,836,4449
3.665264188,511,1872.95,4452
5.87942623,122,717.29,4453
3.387315341,704,2384.67,4454
5.966666667,90,537,4455
3.394473684,608,2063.84,4456
7.012835052,194,1360.49,4457
3.461605351,897,3105.06,4458
6.003809524,105,630.4,4459
4.700820669,329,1546.57,4460
5.297101167,514,2722.71,4462
6.44215311,209,1346.41,4463
4.227905492,783,3310.45,4464
6.021197917,192,1156.07,4465
4.378477509,578,2530.76,4472
7.1712,125,896.4,4473
2.938421053,475,1395.75,4476
6.19375,16,99.1,4477
3.201335227,704,2253.74,4478
5.65,60,339,4479
4.210917679,741,3120.29,4480
7.269767442,43,312.6,4481
3.183266187,695,2212.37,4482
4.982716049,81,403.6,4483
2.629949875,399,1049.35,4484
2.695416667,96,258.76,4485
5.099956897,464,2366.38,4488
6.651262136,103,685.08,4489
5.742157676,723,4151.58,4494
6.025961538,104,626.7,4495
2.383110329,852,2030.41,4496
3.564935065,77,274.5,4497
3.842017544,342,1313.97,4498
5.78244898,98,566.68,4499
5.914150943,212,1253.8,4500
7.943589744,39,309.8,4501
4.265251989,377,1608,4502
5.710606061,66,376.9,4503
4.40837884,586,2583.31,4504
6.392589928,139,888.57,4505
5.852006173,324,1896.05,4506
6.544067797,118,772.2,4507
5.374630872,447,2402.46,4510
7.531354839,155,1167.36,4511
4.141772152,237,981.6,4512
7.480246914,81,605.9,4513
4.255402597,385,1638.33,4514
6.088135593,59,359.2,4515
2.697494577,922,2487.09,4516
5.252678571,224,1176.6,4517
4.541159091,440,1998.11,4524
5.351020408,343,1835.4,4525
4.209433594,512,2155.23,4528
6.5145,140,912.03,4529
4.032786885,671,2706,4530
5.319375,208,1106.43,4531
4.217671756,524,2210.06,4532
5.954930556,144,857.51,4533
5.489467681,263,1443.73,4536
6.279473684,57,357.93,4537
4.786087963,432,2067.59,4538
5.690217391,92,523.5,4539
4.923204545,440,2166.21,4540
5.382967033,91,489.85,4541
3.995656109,442,1766.08,4542
3.742105263,19,71.1,4543
2.222220077,518,1151.11,4544
4.84375,128,620,4545
3.100131827,531,1646.17,4546
4.63125,80,370.5,4547
4.063399638,553,2247.06,4548
5.162626263,99,511.1,4549
4.866476378,508,2472.17,4550
6.63744186,86,570.82,4551
3.751613445,595,2232.21,4552
6.529710145,69,450.55,4553
3.808577406,717,2730.75,4556
6.849574468,47,321.93,4557
4.666699029,412,1922.68,4558
5.793012048,83,480.82,4559
4.120023585,424,1746.89,4560
6.413571429,112,718.32,4561
5.066210692,636,3222.11,4564
6.518602151,93,606.23,4565
3.630827179,677,2458.07,4566
6.85,113,774.05,4567
3.449547101,552,1904.15,4568
4.011465201,273,1095.13,4569
5.281793103,725,3829.3,4570
7.979847328,131,1045.36,4571
5.789976744,430,2489.69,4572
8.222465753,73,600.24,4573
4.665326975,734,3424.35,4576
7.631553398,103,786.05,4577
4.535433213,554,2512.63,4578
8.589803922,255,2190.4,4579
4.436964561,649,2879.59,4584
6.325801105,181,1144.97,4585
4.226601563,512,2164.02,4586
5.520512821,39,215.3,4587
3.489964539,846,2952.51,4590
7.435674419,215,1598.67,4591
3.96130719,459,1818.24,4592
5.367619048,105,563.6,4593
3.788390342,497,1882.83,4594
3.883269231,52,201.93,4595
4.213285199,554,2334.16,4596
4.445235849,212,942.39,4597
3.217717718,666,2143,4602
3.5,24,84,4603
3.109768707,735,2285.68,4604
5.037818182,55,277.08,4605
3.263007813,768,2505.99,4606
5.274285714,35,184.6,4607
5.567415385,325,1809.41,4608
7.165,20,143.3,4609
5.278126095,571,3013.81,4610
3.325,4,13.3,4611
4.243432099,405,1718.59,4612
5.070909091,55,278.9,4613
3.987082658,617,2460.03,4614
7.036521739,115,809.2,4615
4.459689922,258,1150.6,4616
6,3,18,4617
4.22127193,684,2887.35,4618
7.128321678,143,1019.35,4619
5.078289474,76,385.95,4620
7.568521739,230,1740.76,4621
3.787185792,732,2772.22,4622
2.972727273,11,32.7,4623
3.686485549,865,3188.81,4626
6.819340102,197,1343.41,4627
4.299810811,370,1590.93,4628
9.018644068,59,532.1,4629
4.100751252,599,2456.35,4634
4.828548813,379,1830.02,4635
4.519380531,678,3064.14,4636
6.394199134,231,1477.06,4637
4.642472527,546,2534.79,4644
7.38172043,93,686.5,4645
6.097620397,353,2152.46,4646
6.769895833,96,649.91,4647
4.851316397,433,2100.62,4648
7.403816794,131,969.9,4649
4.928333333,294,1448.93,4654
5.803235294,442,2565.03,4655
4.58454918,488,2237.26,4656
7.97027027,74,589.8,4657
5.485909879,577,3165.37,4658
7.327604167,96,703.45,4659
3.674707071,495,1818.98,4662
5.241326531,98,513.65,4663
3.716752336,856,3181.54,4664
3.05928,750,2294.46,4665
3.845975422,651,2503.73,4666
6.288782609,115,723.21,4667
3.918382688,439,1720.17,4668
7.010625,48,336.51,4669
4.01,589,2361.89,4670
4.2,5,21,4671
2.884627054,791,2281.74,4674
4.785515695,223,1067.17,4675
3.934466891,891,3505.61,4676
6.117383178,214,1309.12,4677
6.946993671,316,2195.25,4678
9.125142857,70,638.76,4679
4.336367615,457,1981.72,4680
7.715308642,81,624.94,4681
3.746311475,366,1371.15,4682
6.12962963,81,496.5,4683
4.168565966,523,2180.16,4688
7.249367089,79,572.7,4689
3.923366174,609,2389.33,4690
6.909,180,1243.62,4691
4.722193126,611,2885.26,4692
6.867737226,137,940.88,4693
2.565961123,463,1188.04,4694
2.129913495,1156,2462.18,4695
3.905023548,637,2487.5,4696
3.475,22,76.45,4697
4.820704846,454,2188.6,4698
6.858333333,54,370.35,4699
5.024395018,562,2823.71,4700
7.311878788,165,1206.46,4701
4.818765432,486,2341.92,4702
6.199636364,110,681.96,4703
3.666378924,892,3270.41,4704
4.178606811,323,1349.69,4705
3.560277778,792,2819.74,4708
6.681503268,153,1022.27,4709
3.53500956,523,1848.81,4710
5.432029703,202,1097.27,4711
3.934963821,691,2719.06,4712
6.58895288,191,1258.49,4713
3.445541872,812,2797.78,4714
6.882608696,46,316.6,4715
3.362079038,582,1956.73,4718
6.299079755,163,1026.75,4719
3.265243243,555,1812.21,4724
3.215445545,606,1948.56,4725
3.484672755,657,2289.43,4730
4.521428571,168,759.6,4731
4.128576214,597,2464.76,4732
6.707384615,130,871.96,4733
4.088994536,915,3741.43,4734
5.007536232,69,345.52,4735
2.651656977,688,1824.34,4742
6.226090909,110,684.87,4743
4.078558824,680,2773.42,4746
6.814541063,207,1410.61,4747
5.828833333,420,2448.11,4748
8.992075472,53,476.58,4749
3.366321962,938,3157.61,4750
8.065517241,116,935.6,4751
4.474186047,430,1923.9,4752
5.776961326,181,1045.63,4753
3.962917548,473,1874.46,4758
6.714948454,97,651.35,4759
3.403185185,540,1837.72,4760
6.684189189,148,989.26,4761
4.820035088,570,2747.42,4764
8.496534653,101,858.15,4765
3.857578125,256,987.54,4766
5.26,107,562.82,4767
4.240807453,483,2048.31,4770
6.17394958,119,734.7,4771
3.276127946,297,973.01,4774
4.253333333,30,127.6,4775
4.137682927,410,1696.45,4776
5.317821782,101,537.1,4777
3.185722222,540,1720.29,4778
5.745531915,141,810.12,4779
3.29990458,524,1729.15,4780
3.852941176,85,327.5,4781
4.538421053,532,2414.44,4784
7.937380952,126,1000.11,4785
4.308861284,483,2081.18,4788
6.89012987,154,1061.08,4789
4.369322709,502,2193.4,4792
6.662101911,157,1045.95,4793
4.599229422,571,2626.16,4794
6.902578616,159,1097.51,4795
4.044603175,567,2293.29,4796
7.592785714,140,1062.99,4797
3.746541787,694,2600.1,4798
7.144308943,123,878.75,4799
3.894682081,519,2021.34,4800
6.651851852,27,179.6,4801
3.851732777,479,1844.98,4802
7.237111111,90,651.34,4803
4.07744186,559,2279.29,4804
6.092121212,132,804.16,4805
3.696503759,798,2949.81,4808
3.858288043,736,2839.7,4809
4.032234043,470,1895.15,4812
7.223595506,89,642.9,4813
3.55846543,593,2110.17,4814
7.384574468,94,694.15,4815
5.160824524,473,2441.07,4818
7.337619048,84,616.36,4819
3.792860412,437,1657.48,4822
7.487096774,62,464.2,4823
3.349802956,609,2040.03,4826
7.733469388,98,757.88,4827
3.441298246,285,980.77,4828
8.87972973,37,328.55,4829
3.64983165,594,2168,4830
5.146141732,127,653.56,4831
2.850144231,416,1185.66,4836
2.184555556,90,196.61,4837
3.739836735,490,1832.52,4838
4.7538,50,237.69,4839
4.775897436,468,2235.12,4840
6.970147059,136,947.94,4841
4.36556391,399,1741.86,4844
7.725656566,99,764.84,4845
3.809379845,387,1474.23,4846
7.451495327,107,797.31,4847
3.706885428,899,3332.49,4848
5.383640777,206,1109.03,4849
3.24426506,830,2692.74,4850
6.882344828,145,997.94,4851
4.026575682,403,1622.71,4858
5.90992,125,738.74,4859
4.996393862,391,1953.59,4860
5.872567568,74,434.57,4861
4.227641509,636,2688.78,4862
6.205170732,205,1272.06,4863
4.3608,475,2071.38,4864
6.548177083,192,1257.25,4865
5.371003185,628,3372.99,4866
7.536513158,152,1145.55,4867
3.901243339,563,2196.4,4868
7.301123596,89,649.8,4869
3.883766234,462,1794.3,4872
7.233584906,106,766.76,4873
3.795339806,515,1954.6,4876
7.068333333,60,424.1,4877
3.104263158,760,2359.24,4878
4.07745283,106,432.21,4879
3.950462046,606,2393.98,4880
6.354871795,156,991.36,4881
3.2875,680,2235.5,4882
5.149640288,139,715.8,4883
3.658373333,375,1371.89,4888
4.201512605,119,499.98,4889
4.414818356,523,2308.95,4892
6.292201835,109,685.85,4893
3.129783439,785,2456.88,4894
5.42287234,94,509.75,4895
3.790786106,547,2073.56,4898
7.7671875,64,497.1,4899
3.523137558,647,2279.47,4900
6.02,82,493.64,4901
4.584308511,752,3447.4,4908
7.676105769,208,1596.63,4909
3.253984169,758,2466.52,4910
6.927647059,187,1295.47,4911
3.766797297,740,2787.43,4912
6.0552,100,605.52,4913
4.284,475,2034.9,4916
8.345360825,97,809.5,4917
4.1,691,2833.1,4918
8.46872093,172,1456.62,4919
3.903412127,973,3798.02,4922
7.354215686,102,750.13,4923
5.35345898,451,2414.41,4924
7.839280576,139,1089.66,4925
4.80728223,287,1379.69,4926
7.374418605,86,634.2,4927
3.669812866,855,3137.69,4928
6.39026178,191,1220.54,4929
4.35974268,1127,4913.43,4934
6.210622222,225,1397.39,4935
3.404242424,825,2808.5,4936
6.498540773,233,1514.16,4937
3.343365973,817,2731.53,4938
4.7176,75,353.82,4939
4.822846348,397,1914.67,4940
6.765384615,78,527.7,4941
4.06951782,477,1941.16,4942
6.266666667,30,188,4943
3.351775701,749,2510.48,4944
7.200649351,77,554.45,4945
2.661582278,1264,3364.24,4946
3.228,95,306.66,4947
3.977807808,333,1324.61,4948
4.308064516,93,400.65,4949
3.712054632,842,3125.55,4954
6.37592233,103,656.72,4955
5.498091286,241,1325.04,4956
5.541013072,306,1695.55,4957
2.738943662,1136,3111.44,4958
4.756233766,231,1098.69,4959
3.561647635,613,2183.29,4960
5.087837838,185,941.25,4961
3.894936886,713,2777.09,4966
5.248177083,192,1007.65,4967
3.515187225,908,3191.79,4968
6.524603175,126,822.1,4969
3.159796696,787,2486.76,4970
5.83908046,174,1016,4971
3.649176627,753,2747.83,4972
5.580864198,162,904.1,4973
4.411649306,576,2541.11,4976
6.284623656,186,1168.94,4977
3.429143969,771,2643.87,4978
5.518214286,56,309.02,4979
3.741504923,711,2660.21,4984
5.901290323,124,731.76,4985
3.337139073,755,2519.54,4988
5.172380952,105,543.1,4989
2.984375554,1129,3369.36,4990
5.804895105,143,830.1,4991
