,stu_id,class,avg_s,avg_c,mon_count_c,topN,times
1492,4602,1,3.217717718,10.85084746,59.0,60.6499780413,19.0
1493,4603,2,3.5,3.516666667,6.0,60.6938954765,
1494,4620,0,5.078289474,4.909,120.0,61.4404918753,
1495,4621,0,7.568521739,3.872916667,96.0,61.4844093105,
1496,4622,3,3.787185792,7.269767442,43.0,61.5283267457,73.0
1497,4623,3,2.972727273,,,61.5722441809,84.0
1498,4628,2,4.299810811,6.851327434,226.0,61.7039964866,14.0
1499,4629,2,9.018644068,7.616666667,6.0,61.7479139218,2.0
1500,4634,0,4.100751252,8.335652174,115.0,61.9675010979,
1501,4635,1,4.828548813,6.261111111,18.0,62.0114185332,
1502,4644,3,4.642472527,5.790588235,85.0,62.4066754502,15.0
1503,4645,3,7.38172043,3.633333333,36.0,62.4505928854,
1504,4646,0,6.097620397,7.080769231,260.0,62.4945103206,
1505,4647,0,6.769895833,7.08,20.0,62.5384277558,
1506,4648,0,4.851316397,7.357615894,151.0,62.582345191,21.0
1507,4649,1,7.403816794,10.21428571,28.0,62.6262626263,
1508,4656,0,4.58454918,6.56993865,163.0,62.8458498024,17.0
1509,4657,0,7.97027027,3.781818182,11.0,62.8897672376,
1510,4658,0,5.485909879,11.1137931,29.0,62.9336846728,32.0
1511,4659,0,7.327604167,3.98125,16.0,62.977602108,21.0
1512,4662,2,3.674707071,8.870588235,17.0,63.1093544137,27.0
1513,4663,1,5.241326531,8.52962963,54.0,63.1532718489,71.0
1514,4664,0,3.716752336,10.89464286,56.0,97.2383225367,82.0
1515,4665,0,3.05928,8.997297297,74.0,97.2724173202,87.0
1516,4666,0,3.845975422,10.055,20.0,63.1971892841,
1517,4667,0,6.288782609,2.645,20.0,63.2411067194,9.0
1518,4670,3,4.01,5.035294118,51.0,63.372859025,110.0
1519,4671,3,4.2,8.665,40.0,63.4167764603,99.0
1520,4678,0,6.946993671,7.597802198,91.0,63.7241985068,4.0
1521,4679,0,9.125142857,3.262162162,37.0,63.768115942,
1522,4692,0,4.722193126,5.397087379,206.0,64.3390425999,46.0
1523,4693,0,6.867737226,4.036923077,65.0,64.3829600351,7.0
1524,4708,0,3.560277778,6.434027778,144.0,64.8660518226,24.0
1525,4709,0,6.681503268,4.15,46.0,64.9099692578,6.0
1526,4724,2,3.265243243,6.934375,32.0,97.3065121036,49.0
1527,4725,2,3.215445545,5.165957447,47.0,97.3406068871,56.0
1528,4732,0,4.128576214,6.263265306,98.0,65.8322353975,82.0
1529,4733,0,6.707384615,7.989393939,66.0,65.8761528327,65.0
1530,4734,0,4.088994536,7.51182266,203.0,65.9200702679,7.0
1531,4735,0,5.007536232,5.535616438,73.0,65.9639877031,
1532,4750,0,3.366321962,4.197692308,130.0,66.6227492314,52.0
1533,4751,0,8.065517241,2.125,52.0,66.6666666667,2.0
1534,4758,0,3.962917548,8.060304878,164.0,66.9740887132,
1535,4759,0,6.714948454,11.54186047,43.0,67.0180061484,
1536,4760,0,3.403185185,6.588321168,137.0,67.0619235837,18.0
1537,4761,3,6.684189189,7.558,50.0,67.1058410189,20.0
1538,4764,0,4.820035088,11.20918367,98.0,67.2375933245,3.0
1539,4765,0,8.496534653,4.701282051,78.0,67.2815107598,4.0
1540,4770,0,4.240807453,6.564968153,157.0,67.5010979359,74.0
1541,4771,0,6.17394958,4.857142857,21.0,67.5450153711,11.0
1542,4774,1,3.276127946,10.66911765,68.0,67.6767676768,15.0
1543,4775,2,4.253333333,9.38,10.0,67.720685112,15.0
1544,4784,0,4.538421053,7.314482759,87.0,68.115942029,
1545,4785,0,7.937380952,7.990909091,44.0,68.1598594642,
1546,4792,0,4.369322709,5.868686869,99.0,68.4672815108,
1547,4793,1,6.662101911,5.112068966,58.0,68.511198946,
1548,4794,2,4.599229422,5.67983871,124.0,68.5551163812,8.0
1549,4795,1,6.902578616,5.555045872,109.0,68.5990338164,
1550,4804,1,4.07744186,6.5018,200.0,68.9942907334,28.0
1551,4805,1,6.092121212,5.95,34.0,69.0382081686,5.0
1552,4808,0,3.696503759,17.0269863,73.0,88.1188118812,
1553,4809,0,3.858288043,19.03058824,85.0,88.3663366337,18.0
1554,4812,3,4.032234043,6.23116129,155.0,69.2577953448,3.0
1555,4813,3,7.223595506,8.5,66.0,69.30171278,
1556,4814,2,3.55846543,10.73579439,107.0,69.3456302152,
1557,4815,2,7.384574468,7.98,25.0,69.3895476504,4.0
1558,4830,0,3.64983165,9.909032258,62.0,70.0483091787,101.0
1559,4831,0,5.146141732,6.934328358,67.0,70.092226614,65.0
1560,4838,1,3.739836735,9.696153846,52.0,70.3996486605,65.0
1561,4839,1,4.7538,4.862647059,34.0,70.4435660957,69.0
1562,4840,0,4.775897436,4.369354839,124.0,70.487483531,
1563,4841,0,6.970147059,4.181818182,55.0,70.5314009662,
1564,4844,0,4.36556391,6.298,100.0,70.6631532718,
1565,4845,0,7.725656566,4.15,52.0,70.7070707071,
1566,4848,3,3.706885428,5.721153846,52.0,70.8388230127,45.0
1567,4849,3,5.383640777,2.455944056,143.0,70.882740448,20.0
1568,4850,0,3.24426506,6.184848485,33.0,70.9266578832,57.0
1569,4851,0,6.882344828,3.658823529,17.0,70.9705753184,30.0
1570,4858,0,4.026575682,5.394778761,113.0,71.277997365,
1571,4859,0,5.90992,5.8,90.0,71.3219148002,
1572,4862,2,4.227641509,4.629452055,146.0,71.4536671058,4.0
1573,4863,1,6.205170732,3.434615385,52.0,71.4975845411,
1574,4868,0,3.901243339,3.839694656,131.0,71.7171717172,3.0
1575,4869,0,7.301123596,4.009633028,109.0,71.7610891524,
1576,4872,2,3.883766234,4.803947368,76.0,71.8928414581,8.0
1577,4873,3,7.233584906,5.9375,32.0,71.9367588933,
1578,4878,0,3.104263158,4.979439252,107.0,72.1563460694,61.0
1579,4879,0,4.07745283,4.286363636,110.0,72.2002635046,6.0
1580,4892,0,4.414818356,11.11086957,138.0,72.7711901625,49.0
1581,4893,0,6.292201835,7.179069767,86.0,72.8151075977,75.0
1582,4894,1,3.129783439,10.86896552,29.0,72.8590250329,18.0
1583,4895,1,5.42287234,5.621052632,19.0,72.9029424682,15.0
1584,4898,0,3.790786106,8.828358209,67.0,73.0346947738,58.0
1585,4899,0,7.7671875,7.457894737,19.0,73.078612209,10.0
1586,4900,0,3.523137558,6.677636364,110.0,73.1225296443,25.0
1587,4901,0,6.02,4.161403509,57.0,73.1664470795,14.0
1588,4908,0,4.584308511,6.632786885,122.0,73.473869126,30.0
1589,4909,0,7.676105769,6.718656716,67.0,73.5177865613,9.0
1590,4934,0,4.35974268,5.193723404,188.0,74.6157224418,88.0
1591,4935,0,6.210622222,4.989642857,280.0,74.659639877,7.0
1592,4942,0,4.06951782,6.548214286,56.0,74.9670619236,6.0
1593,4943,0,6.266666667,7.54278481,79.0,75.0109793588,6.0
1594,4944,0,3.351775701,9.103571429,28.0,75.054896794,45.0
1595,4945,1,7.200649351,6.777777778,81.0,75.0988142292,
1596,4954,0,3.712054632,5.859833333,180.0,75.4940711462,
1597,4955,0,6.37592233,4.075,20.0,75.5379885815,11.0
1598,4972,1,3.649176627,5.46,60.0,76.2845849802,28.0
1599,4973,1,5.580864198,5.981632653,49.0,76.3285024155,4.0
1600,4976,0,4.411649306,8.782442748,131.0,76.4602547211,18.0
1601,4977,0,6.284623656,8.190666667,75.0,76.5041721563,16.0
1602,4978,3,3.429143969,4.7125,16.0,76.5480895916,282.0
1603,4979,3,5.518214286,3.887931034,29.0,76.5920070268,173.0
1604,4988,2,3.337139073,5.283193277,119.0,76.9872639438,
1605,4989,1,5.172380952,4.288235294,68.0,77.031181379,
1606,4998,1,3.104493671,6.984615385,26.0,77.426438296,44.0
1607,4999,0,7.040860215,5.535135135,74.0,77.4703557312,2.0
1608,5000,0,3.110959097,4.713888889,36.0,77.5142731664,11.0
1609,5001,0,6.094736842,4.447674419,86.0,77.5581906017,32.0
1610,5002,0,4.206382661,10.42978723,47.0,77.6021080369,179.0
1611,5003,0,5.48,5.65875,80.0,77.6460254721,6.0
1612,5006,1,4.367549195,16.20769231,13.0,77.7777777778,
1613,5007,1,6.708130081,5.87804878,41.0,77.821695213,7.0
1614,5008,0,4.463340807,7.350163934,183.0,77.8656126482,
1615,5009,0,6.865180723,7.01625,80.0,77.9095300834,
1616,5010,0,3.431037132,4.754716981,106.0,77.9534475187,32.0
1617,5011,0,5.5715,5.151428571,70.0,77.9973649539,10.0
1618,5020,0,4.738885017,5.457391304,115.0,78.3926218709,
1619,5021,0,5.854929577,6.286792453,53.0,78.4365393061,
1620,5024,0,3.497154472,6.096226415,53.0,78.5682916118,68.0
1621,5025,0,5.986,6.539285714,28.0,78.612209047,70.0
1622,5028,0,4.449471947,7.672307692,104.0,78.7439613527,
1623,5029,0,7.381818182,5.891666667,36.0,78.7878787879,
1624,5030,0,5.771463415,10.09186047,86.0,78.8317962231,68.0
1625,5031,0,6.21020979,9.962393162,117.0,78.8757136583,42.0
1626,5032,0,3.89304065,8.475735294,136.0,78.9196310935,45.0
1627,5033,0,6.311710526,6.272727273,77.0,78.9635485288,6.0
1628,5038,3,3.438534704,7.47027027,37.0,79.1831357049,36.0
1629,5039,0,5.840277778,8.096946565,131.0,79.2270531401,11.0
1630,5040,0,3.410484359,4.068711656,163.0,79.2709705753,112.0
1631,5041,1,5.743076923,3.748648649,185.0,79.3148880105,92.0
1632,5044,0,3.9775803,7.356666667,90.0,79.4466403162,
1633,5045,2,7.078315789,5.402439024,82.0,79.4905577514,14.0
1634,5048,0,3.541339806,7.675409836,122.0,79.6223100571,9.0
1635,5049,0,7.767307692,9.235416667,96.0,79.6662274923,2.0
1636,5064,0,3.869807692,6.315740741,108.0,80.3249890206,2.0
1637,5065,0,5.031538462,4.54,20.0,80.3689064559,14.0
1638,5076,1,3.297546729,7.297014925,67.0,80.8519982433,32.0
1639,5077,3,4.561373802,4.98,35.0,80.8959156785,49.0
1640,5080,0,4.276339564,7.214814815,54.0,81.0276679842,104.0
1641,5081,0,7.100084034,7.926666667,45.0,81.0715854194,88.0
1642,5082,0,4.621276596,10.59380531,113.0,81.1155028546,7.0
1643,5083,0,7.762285714,8.307317073,41.0,81.1594202899,2.0
1644,5096,0,3.728467153,6.093055556,72.0,81.7303469477,
1645,5097,0,6.081666667,3.0,5.0,81.774264383,10.0
1646,5100,0,3.375388788,8.487741935,155.0,81.9060166886,32.0
1647,5101,0,6.133535354,6.812643678,87.0,81.9499341238,2.0
1648,5104,0,4.308033283,7.048525346,217.0,82.0816864295,64.0
1649,5105,0,5.75195122,6.531468531,143.0,82.1256038647,74.0
1650,5108,0,2.800011351,5.0196,50.0,82.2573561704,63.0
1651,5109,2,4.622222222,4.830952381,84.0,82.3012736056,72.0
1652,5116,0,4.59122549,11.1027027,37.0,82.6086956522,4.0
1653,5117,0,4.807210884,6.37962963,54.0,82.6526130874,
1654,5132,0,4.784804992,8.281879195,149.0,83.3113746157,26.0
1655,5133,0,7.512525253,6.07,60.0,83.3552920509,14.0
1656,5134,0,3.906642857,4.582580645,155.0,83.3992094862,25.0
1657,5135,0,7.647121212,2.91754386,57.0,83.4431269214,7.0
1658,5136,0,3.779605055,7.869060773,181.0,83.4870443566,39.0
1659,5137,0,6.18,7.8325,80.0,83.5309617918,9.0
1660,5140,0,4.435962733,8.268979592,98.0,83.6627140975,52.0
1661,5141,0,7.065308642,7.772972973,37.0,83.7066315327,34.0
1662,5142,0,4.911188251,6.03196347,219.0,83.7505489679,11.0
1663,5143,0,6.221296296,4.302173913,46.0,83.7944664032,
1664,5144,1,3.904679803,6.432352941,170.0,83.8383838384,10.0
1665,5145,1,5.112698413,6.309,100.0,83.8823012736,
1666,5148,0,5.625230126,7.739759036,166.0,84.0140535793,5.0
1667,5149,0,8.206666667,6.436734694,147.0,84.0579710145,2.0
1668,5164,0,4.414450867,9.330612245,98.0,84.7167325428,4.0
1669,5165,0,8.168965517,9.614864865,74.0,84.760649978,
1670,5172,0,4.301,9.111111111,36.0,85.0680720246,7.0
1671,5173,0,6.306666667,5.211186441,59.0,85.1119894598,
1672,5186,0,5.661206544,4.643093923,181.0,85.6829161177,
1673,5187,0,6.40862069,5.073469388,98.0,85.7268335529,
1674,5190,3,3.794566145,6.609166667,120.0,85.8585858586,171.0
1675,5191,2,5.434368421,6.689090909,110.0,85.9025032938,68.0
1676,5210,0,4.090243408,5.119751553,161.0,86.736934563,59.0
1677,5211,0,5.516438356,5.540506329,79.0,86.7808519982,5.0
1678,5218,1,4.060965251,5.08972973,185.0,87.0882740448,3.0
1679,5219,0,5.950693069,3.845,40.0,87.13219148,
1680,5220,1,4.213493014,4.878640777,206.0,87.1761089152,36.0
1681,5221,1,5.109027778,5.058163265,196.0,87.2200263505,17.0
1682,5222,0,4.574377104,7.811235955,178.0,87.2639437857,32.0
1683,5223,0,6.197777778,5.448258706,201.0,87.3078612209,29.0
1684,5226,0,4.753066406,5.266153846,130.0,87.4396135266,11.0
1685,5227,1,5.82754386,7.562566845,187.0,87.4835309618,2.0
1686,5228,0,3.5617,6.437037037,54.0,87.527448397,46.0
1687,5229,0,6.904156627,5.860294118,136.0,87.5713658322,9.0
1688,5232,2,3.037880259,13.08,10.0,87.7031181379,61.0
1689,5233,1,4.54,,,87.7470355731,94.0
1690,5234,0,3.293536585,5.717241379,29.0,87.7909530083,99.0
1691,5235,0,5.442342342,2.4,7.0,87.8348704436,59.0
1692,5240,1,3.910522876,6.08,20.0,88.0544576197,52.0
1693,5241,1,5.629259259,6.756666667,54.0,88.0983750549,30.0
1694,5242,1,4.112985075,6.442659574,188.0,88.1422924901,20.0
1695,5243,1,4.88679868,7.002666667,75.0,88.1862099253,
1696,5244,0,4.838506944,8.609333333,150.0,88.2301273606,6.0
1697,5245,0,7.063,7.38,45.0,88.2740447958,1.0
1698,5248,0,3.69369697,7.471463415,205.0,88.4057971014,12.0
1699,5249,0,5.572086957,6.715492958,71.0,88.4497145367,22.0
1700,5256,2,3.64698324,5.05,122.0,88.6693017128,48.0
1701,5257,2,5.161623932,3.572972973,37.0,88.713219148,13.0
1702,5260,0,4.445196375,6.843619048,210.0,88.8449714537,
1703,5261,0,8.291666667,6.040909091,66.0,88.8888888889,4.0
1704,5262,0,4.687569975,6.108588957,163.0,88.9328063241,3.0
1705,5263,0,6.931752577,5.331176471,85.0,88.9767237593,2.0
1706,5270,1,3.703519207,7.515662651,83.0,89.2841458059,11.0
1707,5271,1,6.132830189,7.36875,64.0,89.3280632411,7.0
1708,5272,0,3.787785467,6.640625,64.0,89.3719806763,2.0
1709,5273,0,6.679338843,7.605504587,109.0,89.4158981116,5.0
1710,5276,0,3.901419847,6.27,160.0,89.5476504172,19.0
1711,5277,0,4.574940476,4.55755814,86.0,89.5915678524,4.0
1712,5280,0,3.631246246,5.625490196,51.0,89.7233201581,19.0
1713,5281,0,5.509949495,3.5675,40.0,89.7672375933,
1714,5304,0,4.553715953,5.427976879,173.0,90.7773386034,40.0
1715,5305,0,6.257166667,6.060655738,122.0,90.8212560386,81.0
1716,5312,0,3.959287532,5.42259887,177.0,91.1286780852,2.0
1717,5313,1,6.321780822,5.023619632,163.0,91.1725955204,14.0
1718,5318,3,3.865930233,5.962857143,105.0,91.3921826965,26.0
1719,5319,3,6.576825397,6.842857143,98.0,91.4361001318,51.0
1720,5320,0,4.964369159,9.427575758,132.0,91.480017567,
1721,5321,0,6.476176471,8.527777778,18.0,91.5239350022,
1722,5330,0,4.367706856,5.919615385,260.0,91.9191919192,13.0
1723,5331,0,6.305471698,6.580722892,83.0,91.9631093544,2.0
1724,5332,0,3.662724458,4.904444444,180.0,92.0070267896,37.0
1725,5333,2,6.172066116,5.619354839,62.0,92.0509442249,46.0
1726,5334,0,4.089407051,5.212,425.0,92.0948616601,
1727,5335,0,7.021043478,5.434736842,95.0,92.1387790953,
1728,5338,0,3.266949153,5.797797357,227.0,92.270531401,2.0
1729,5339,0,7.2,5.052054795,73.0,92.3144488362,2.0
1730,5342,0,3.97478481,9.594339623,106.0,92.4462011419,19.0
1731,5343,0,5.81025,5.355140187,107.0,92.4901185771,4.0
1732,5344,1,3.875389105,7.450943396,53.0,92.5340360123,20.0
1733,5345,0,5.200869565,5.835714286,56.0,92.5779534475,45.0
1734,5354,0,3.936431373,12.2244898,49.0,92.9732103645,20.0
1735,5355,0,5.702241379,4.525,16.0,93.0171277997,15.0
1736,5356,0,3.977427653,7.637878788,66.0,93.061045235,12.0
1737,5357,0,6.134347826,7.044444444,18.0,93.1049626702,17.0
1738,5358,0,4.124168901,9.524324324,74.0,93.1488801054,17.0
1739,5359,0,4.657045455,5.580952381,63.0,93.1927975406,
1740,5374,0,3.855317919,6.791262136,206.0,93.851559069,2.0
1741,5375,0,5.797142857,7.394545455,110.0,93.8954765042,
1742,5376,1,3.527391304,4.5,5.0,,
1743,5377,0,4.816153846,8.99375,80.0,93.9393939394,38.0
1744,5388,2,4.153101266,7.076923077,182.0,94.4224857268,
1745,5389,2,4.456578947,8.094117647,187.0,94.4664031621,
1746,5404,0,5.163598972,14.29333333,105.0,94.9494949495,108.0
1747,5405,0,5.011126761,5.999868421,76.0,94.9934123847,
1748,5414,0,4.13343662,10.8338843,121.0,95.3886693017,25.0
1749,5415,0,6.003542857,7.818571429,70.0,95.4325867369,21.0
1750,5416,0,3.931021776,4.78,40.0,95.4765041722,108.0
1751,5417,0,6.449338235,5.134482759,29.0,95.5204216074,157.0
1752,5424,3,3.071539457,4.034210526,38.0,95.8278436539,40.0
1753,5425,1,5.163095238,2.974074074,27.0,95.8717610892,39.0
1754,5432,1,4.022132231,4.412206573,213.0,96.1791831357,18.0
1755,5433,2,6.491538462,6.677777778,27.0,96.2231005709,20.0
1756,5436,0,4.2903125,6.112121212,66.0,96.3548528766,
1757,5437,0,9.338571429,4.814814815,27.0,96.3987703118,
1758,5440,0,4.076296296,5.08238342,193.0,96.5305226175,
1759,5441,0,5.969014085,2.856410256,39.0,96.5744400527,8.0
1760,5446,0,4.325707865,6.895081967,122.0,96.7940272288,32.0
1761,5447,0,5.659649123,5.115789474,38.0,96.837944664,4.0
1762,5452,1,4.398870057,6.751546392,97.0,97.0575318401,17.0
1763,5453,1,7.245564516,6.096296296,27.0,97.1014492754,16.0
1764,5456,1,4.141747967,8.595238095,42.0,97.233201581,30.0
1765,5457,0,6.59005102,5.2,79.0,97.2771190162,31.0
1766,5468,0,2.271083333,9.094444444,36.0,97.7602108037,118.0
1767,5469,2,5.664393939,5.65248227,141.0,97.8041282389,127.0
1768,5472,0,3.456457961,9.994390244,41.0,97.9358805446,130.0
1769,5473,0,5.25,5.303333333,30.0,97.9797979798,6.0
1770,5482,0,5.806066667,6.304065041,123.0,98.3750548968,2.0
1771,5483,0,4.628767123,4.047058824,17.0,98.418972332,
1772,5486,0,4.325829146,5.427027027,74.0,98.5507246377,19.0
1773,5487,0,5.406764706,3.805555556,18.0,98.5946420729,
1774,5490,0,5.559339934,9.104458599,157.0,98.7263943786,
1775,5491,0,6.757037037,8.660606061,66.0,98.7703118138,
1776,5492,0,4.083374083,6.220833333,96.0,98.814229249,23.0
1777,5493,0,3.46922619,8.903846154,26.0,98.8581466842,26.0
1778,5494,1,4.159892009,6.456202532,158.0,98.9020641195,113.0
1779,5495,1,7.284081633,10.33225806,31.0,98.9459815547,11.0
1780,5498,1,3.897545328,7.275031447,159.0,99.0777338603,2.0
1781,5499,1,5.958641975,7.334883721,86.0,99.1216512956,
1782,5500,0,4.253248227,6.3424,125.0,99.1655687308,4.0
1783,5501,0,4.2968,6.524590164,122.0,99.209486166,
1784,5502,0,3.545678233,4.195612245,196.0,99.2534036012,5.0
1785,5503,0,4.686111111,2.796666667,60.0,99.2973210365,4.0
1786,5510,0,4.509088785,7.989466667,150.0,99.604743083,
1787,5511,0,5.371311475,7.278651685,89.0,99.6486605182,2.0
1788,5514,2,3.507956204,7.05939759,83.0,99.7804128239,62.0
1789,5515,0,5.948255034,6.03125,48.0,99.8243302591,67.0
1790,5518,0,3.351124031,6.517204301,93.0,99.9560825648,
1791,5519,0,5.001960784,4.435869565,46.0,100.0,
1792,5550,0,2.814,17.85,2.0,58.2850041425,
1793,5551,0,2.799367089,2.96875,8.0,58.3264291632,
1794,5552,1,4.144992701,5.922342342,222.0,58.3678541839,
1795,5553,1,4.822277228,5.420855615,187.0,58.4092792046,
1796,5570,0,4.375457317,8.186915888,214.0,59.1135045568,
1797,5571,0,3.662542373,9.011860465,215.0,59.1549295775,
1798,5576,0,3.408970588,4.957575758,132.0,59.362054681,9.0
1799,5577,0,2.534797753,5.896103896,77.0,59.4034797017,
1800,5582,0,4.53828496,5.079754601,163.0,59.6106048053,4.0
1801,5583,0,4.377610837,5.771428571,77.0,59.652029826,
1802,5584,1,1.918209607,4.425,36.0,59.6934548467,157.0
1803,5585,2,2.303279003,4.528426966,89.0,59.7348798674,132.0
1804,5588,0,4.053799392,4.329032258,93.0,59.8591549296,15.0
1805,5589,0,3.856517241,6.129411765,68.0,59.9005799503,3.0
1806,5590,2,4.16278607,5.092307692,13.0,59.942004971,8.0
1807,5591,1,4.273046092,5.014285714,7.0,59.9834299917,1.0
1808,5598,1,4.138990536,6.114012739,157.0,60.2734051367,16.0
1809,5599,2,4.112251656,5.352739726,73.0,60.3148301574,
1810,5600,0,3.555022026,6.131481481,135.0,60.3562551781,2.0
1811,5601,0,3.785312046,7.520634921,126.0,60.3976801988,6.0
1812,5604,0,2.649016204,9.030434783,23.0,60.521955261,19.0
1813,5605,0,2.914256198,5.594827586,58.0,60.5633802817,19.0
1814,5608,0,2.886269036,4.310191083,157.0,60.6876553438,
1815,5609,0,2.857753165,5.041085271,129.0,60.7290803645,
1816,5616,0,2.879832589,11.91666667,18.0,61.0190555095,183.0
1817,5617,3,3.016644474,8.811904762,42.0,61.0604805302,255.0
1818,5618,0,4.910536193,7.121686747,166.0,61.101905551,24.0
1819,5619,0,3.850859951,5.483146067,89.0,61.1433305717,
1820,5628,0,4.156407186,7.588617886,246.0,61.5161557581,
1821,5629,0,4.198292683,7.547490196,255.0,61.5575807788,
1822,5644,0,4.03665362,4.580745342,161.0,62.1789560895,9.0
1823,5645,0,4.425493562,4.22875,160.0,62.2203811102,
1824,5646,0,4.024073395,4.870967742,186.0,62.2618061309,40.0
1825,5647,0,4.309961612,4.857352941,136.0,62.3032311516,13.0
1826,5648,0,4.78040404,9.770526316,95.0,62.3446561723,20.0
1827,5649,0,5.451416667,9.769438202,89.0,62.386081193,
1828,5652,0,5.491966527,7.447560976,82.0,62.5103562552,19.0
1829,5653,0,7.048717949,13.6525,40.0,62.5517812759,4.0
1830,5654,0,4.414016854,7.005,80.0,62.5932062966,10.0
1831,5655,0,4.439791667,7.791011236,89.0,62.6346313173,6.0
1832,5658,1,3.445868673,9.142424242,99.0,62.7589063795,66.0
1833,5659,3,3.675550661,7.406382979,47.0,62.8003314002,4.0
1834,5664,3,6.464651163,13.45384615,13.0,63.0074565037,
1835,5665,3,2.27,21.23333333,3.0,63.0488815244,
1836,5666,1,3.579671362,5.541791045,134.0,63.0903065452,371.0
1837,5667,2,3.346528692,3.664794521,73.0,63.1317315659,245.0
1838,5676,3,4.109216495,8.117777778,90.0,63.5045567523,
1839,5677,1,2.741779221,7.538554217,83.0,63.545981773,
1840,5680,0,3.936055363,7.571904762,210.0,63.6702568351,22.0
1841,5681,0,3.377690632,7.235081967,183.0,63.7116818558,14.0
1842,5682,0,3.309455006,4.992307692,65.0,95.297029703,71.0
1843,5683,0,3.680642857,4.63597561,164.0,95.5445544554,73.0
1844,5686,0,5.058823529,6.4,44.0,63.835956918,2.0
1845,5687,0,4.584347826,5.876388889,72.0,63.8773819387,
1846,5690,0,5.790280374,7.885897436,78.0,64.0016570008,
1847,5691,0,5.753149171,9.370588235,68.0,64.0430820215,2.0
1848,5696,1,3.099302885,5.418644068,59.0,64.2502071251,27.0
1849,5697,1,3.138558952,7.585625,64.0,64.2916321458,40.0
1850,5702,0,4.07528,7.253552632,152.0,64.4987572494,
1851,5703,0,3.974627907,5.544642857,168.0,64.5401822701,5.0
1852,5704,0,3.531188119,9.58203125,64.0,64.5816072908,14.0
1853,5705,0,4.287300885,10.55454545,77.0,64.6230323115,
1854,5708,0,3.897834483,5.495522388,134.0,64.7473073737,112.0
1855,5709,0,4.589616368,4.126436782,87.0,64.7887323944,95.0
1856,5712,0,3.675147265,7.669411765,85.0,64.9130074565,25.0
1857,5713,0,3.602232747,8.998255814,172.0,64.9544324772,54.0
1858,5714,2,3.590375839,4.258064516,93.0,64.9958574979,67.0
1859,5715,3,3.658170974,6.014948454,97.0,65.0372825186,59.0
1860,5730,0,4.243804348,5.581818182,33.0,97.4428912376,4.0
1861,5731,0,4.347956044,4.77,20.0,97.4769860211,39.0
1862,5732,3,3.886229086,5.714285714,77.0,65.6586578293,2.0
1863,5733,3,3.520170683,5.9,68.0,65.70008285,2.0
1864,5734,1,3.183535354,5.671014493,69.0,65.7415078708,71.0
1865,5735,1,2.915570093,5.636363636,33.0,65.7829328915,41.0
1866,5744,1,3.841155867,6.777941176,68.0,66.1557580779,45.0
1867,5745,2,3.525212465,4.513043478,92.0,66.1971830986,43.0
1868,5746,2,3.821242079,8.790909091,66.0,66.2386081193,251.0
1869,5747,2,3.550935673,7.10989011,91.0,66.28003314,227.0
1870,5750,0,5.038202247,11.82222222,18.0,66.4043082022,
1871,5751,0,5.373605948,15.4009009,111.0,66.4457332229,
1872,5752,0,4.180076336,6.85,32.0,66.4871582436,39.0
1873,5753,0,4.299668588,8.411111111,18.0,66.5285832643,11.0
1874,5756,0,4.157272727,9.039459459,185.0,66.6528583264,
1875,5757,0,3.835384615,10.225,148.0,66.6942833471,
1876,5758,1,4.206595174,11.10853261,184.0,66.7357083679,17.0
1877,5759,0,4.274257426,12.85407407,135.0,66.7771333886,15.0
1878,5760,0,3.795931559,7.231460674,178.0,66.8185584093,8.0
1879,5761,0,4.42471891,7.655752212,113.0,66.85998343,7.0
1880,5762,1,4.824136029,6.724647887,142.0,66.9014084507,31.0
1881,5763,0,4.444021305,5.173480663,181.0,66.9428334714,18.0
1882,5766,0,3.691803279,3.682692308,52.0,67.0671085336,40.0
1883,5767,0,4.12689759,3.595652174,23.0,67.1085335543,26.0
1884,5774,0,4.021075838,7.12755102,98.0,67.3985086993,
1885,5775,0,4.22043771,13.9254717,106.0,67.43993372,
1886,5782,0,7.585714286,17.12105263,38.0,67.729908865,
1887,5783,0,4.653661972,14.48113208,106.0,67.7713338857,
1888,5784,1,4.612516854,9.133826087,115.0,67.8127589064,2.0
1889,5785,0,4.119841549,9.760413793,145.0,67.8541839271,2.0
1890,5786,0,3.700527817,14.956,25.0,67.8956089478,7.0
1891,5787,0,3.662364156,12.72222222,36.0,67.9370339685,25.0
1892,5790,0,5.895454545,16.2,44.0,68.0613090307,
1893,5791,0,15.3,8.54,5.0,68.1027340514,
1894,5796,2,4.352006173,7.083116883,77.0,68.3098591549,18.0
1895,5797,0,4.124954128,6.430708661,127.0,68.3512841756,
1896,5800,0,3.534747774,5.465608466,189.0,68.4755592378,30.0
1897,5801,0,3.653233533,5.708914729,258.0,68.5169842585,40.0
1898,5808,0,3.578400955,8.416129032,31.0,68.8069594035,28.0
1899,5809,0,3.81517,7.323076923,39.0,68.8483844242,44.0
1900,5812,0,3.559563438,4.48974359,117.0,68.9726594863,24.0
1901,5813,0,4.111706587,5.605517241,145.0,69.014084507,16.0
1902,5814,0,4.699707792,10.29817308,104.0,69.0555095278,19.0
1903,5815,0,4.276234414,9.015211268,142.0,69.0969345485,20.0
1904,5816,0,4.980588235,10.88529412,34.0,69.1383595692,98.0
1905,5817,0,7.363151042,7.024691358,81.0,69.1797845899,60.0
1906,5824,0,3.383828125,5.35483871,93.0,69.4697597349,157.0
