stu_id,dep,top,top_
6032,4,1877,77.75476388
6033,4,1878,77.7961889
6040,4,1885,78.08616404
6041,4,1886,78.12758906
6044,4,1889,78.25186413
6045,4,1890,78.29328915
6046,4,1891,78.33471417
6047,4,1892,78.37613919
6054,4,1899,78.66611433
6055,4,1900,78.70753935
6064,4,1909,79.08036454
6065,4,1910,79.12178956
6066,4,1911,79.16321458
6067,4,1912,79.2046396
6072,4,1917,79.41176471
6073,4,1918,79.45318973
6078,4,1923,79.66031483
6079,4,1924,79.70173985
6098,4,1941,80.4059652
6099,4,1942,80.44739022
6102,4,1945,80.57166529
6103,4,1946,80.61309031
6104,4,1947,80.65451533
6105,4,1948,80.69594035
6116,4,1959,81.15161558
6117,4,1960,81.1930406
6120,4,1963,81.31731566
6121,4,1964,81.35874068
6124,4,1967,81.48301574
6125,4,1968,81.52444076
6128,4,1971,81.64871582
6129,4,1972,81.69014085
6134,4,1977,81.89726595
6135,4,1978,81.93869097
6148,4,1991,82.47721624
6149,4,1992,82.51864126
6150,4,1993,82.56006628
6151,4,1994,82.6014913
6156,4,1999,82.8086164
6157,4,2000,82.85004143
6160,4,2003,82.97431649
6161,4,2004,83.01574151
6172,4,2013,83.38856669
6173,4,2014,83.42999172
6180,4,2021,83.71996686
6181,4,2022,83.76139188
6184,4,2023,83.8028169
6185,4,2024,83.84424192
6190,5,2774,99.96396396
6191,5,2775,100
6192,4,2029,84.05136703
6193,4,2030,84.09279205
6196,4,2033,84.21706711
6197,4,2034,84.25849213
6202,4,2039,84.46561723
6203,4,2040,84.50704225
6210,4,2047,84.7970174
6211,4,2048,84.83844242
6212,4,2049,84.87986744
6213,4,2050,84.92129246
6214,4,2051,84.96271748
6215,4,2052,85.0041425
6230,4,2065,85.54266777
6231,4,2066,85.58409279
6232,4,2067,85.62551781
6233,4,2068,85.66694283
6236,4,2071,85.7912179
6237,4,2072,85.83264292
6244,4,2079,86.12261806
6245,4,2080,86.16404308
6250,4,2085,86.37116819
6251,4,2086,86.41259321
6254,4,2089,86.53686827
6255,4,2090,86.57829329
6260,4,2095,86.78541839
6261,4,2096,86.82684341
6266,4,2101,87.03396852
6267,4,2102,87.07539354
6268,4,2103,87.11681856
6269,4,2104,87.15824358
6276,4,2111,87.44821872
6277,4,2112,87.48964374
6282,4,2117,87.69676885
6283,4,2118,87.73819387
6288,4,2123,87.94531897
6289,4,2124,87.98674399
6296,4,2131,88.27671914
6297,4,2132,88.31814416
6302,4,2137,88.52526926
6303,4,2138,88.56669428
6306,4,2141,88.69096935
6307,4,2142,88.73239437
6316,4,2151,89.10521955
6317,4,2152,89.14664457
6320,4,2155,89.27091964
6321,4,2156,89.31234466
6332,4,2167,89.76801988
6333,4,2168,89.8094449
6342,4,2177,90.18227009
6343,4,2178,90.22369511
6344,4,2179,90.26512013
6345,4,2180,90.30654515
6352,4,2187,90.5965203
6353,4,2188,90.63794532
6356,4,2191,90.76222038
6357,4,2192,90.8036454
6366,4,2199,91.09362055
6367,4,2200,91.13504557
6368,4,2201,91.17647059
6369,4,2202,91.21789561
6372,4,2205,91.34217067
6373,4,2206,91.38359569
6374,4,2207,91.42502071
6375,4,2208,91.46644573
6382,4,2215,91.75642088
6383,4,2216,91.7978459
6386,4,2219,91.92212096
6387,4,2220,91.96354598
6390,8,2455,86.74911661
6391,8,2456,86.7844523
6394,4,2225,92.17067109
6395,4,2226,92.21209611
6396,4,2227,92.25352113
6397,4,2228,92.29494615
6406,4,2237,92.66777133
6407,4,2238,92.70919635
6410,4,2241,92.83347142
6411,4,2242,92.87489644
6412,4,2243,92.91632146
6413,4,2244,92.95774648
6426,4,2255,93.41342171
6427,4,2256,93.45484673
6428,4,2257,93.49627175
6429,4,2258,93.53769677
6430,4,2259,93.57912179
6431,4,2260,93.62054681
6440,4,2269,93.993372
6441,4,2270,94.03479702
6442,4,2271,94.07622204
6443,4,2272,94.11764706
6450,4,2279,94.4076222
6451,4,2280,94.44904722
6454,4,2283,94.57332229
6455,4,2284,94.61474731
6458,4,2287,94.73902237
6459,4,2288,94.78044739
6462,4,2291,94.90472245
6463,4,2292,94.94614747
6466,4,2295,95.07042254
6467,4,2296,95.11184756
6472,4,2301,95.31897266
6473,4,2302,95.36039768
6474,4,2303,95.4018227
6475,4,2304,95.44324772
6480,4,2309,95.65037283
6481,4,2310,95.69179785
6486,4,2315,95.89892295
6487,4,2316,95.94034797
6488,4,2317,95.98177299
6489,4,2318,96.02319801
6492,4,2321,96.14747307
6493,4,2322,96.18889809
6496,4,2325,96.31317316
6497,4,2326,96.35459818
6510,4,2337,96.81027341
6511,4,2338,96.85169843
6512,4,2339,96.89312345
6513,4,2340,96.93454847
6518,4,2345,97.14167357
6519,4,2346,97.18309859
6520,4,2347,97.22452361
6521,4,2348,97.26594863
6524,4,2351,97.3902237
6525,4,2352,97.43164872
6526,4,2353,97.47307374
6527,4,2354,97.51449876
6546,4,2373,98.30157415
6547,4,2374,98.34299917
6554,4,2381,98.63297432
6555,4,2382,98.67439934
6578,4,2405,99.62717481
6579,4,2406,99.66859983
6592,17,1180,57.53291078
6593,17,1181,57.58166748
6594,17,1182,57.63042418
6595,17,1183,57.67918089
6600,17,1188,57.92296441
6601,17,1189,57.97172111
6620,17,1208,58.89809849
6621,17,1209,58.94685519
6624,17,1212,59.0931253
6625,17,1213,59.14188201
6636,17,1224,59.67820575
6637,17,1225,59.72696246
6648,17,1236,60.2632862
6649,17,1237,60.31204291
6650,17,1238,60.36079961
6651,17,1239,60.40955631
6654,17,1242,60.55582643
6655,17,1243,60.60458313
6660,17,1248,60.84836665
6661,17,1249,60.89712335
6662,17,1250,60.94588006
6663,17,1251,60.99463676
6668,17,1256,61.23842028
6669,17,1257,61.28717699
6672,17,1260,61.4334471
6673,17,1261,61.4822038
6678,17,1266,61.72598732
6679,17,1267,61.77474403
6680,17,1268,61.82350073
6681,17,1269,61.87225744
6694,17,1282,62.50609459
6695,17,1283,62.55485129
6696,17,1284,62.603608
6697,17,1285,62.6523647
6714,17,1302,63.48122867
6715,17,1303,63.52998537
6718,17,1306,63.67625549
6719,17,1307,63.72501219
6720,17,1308,63.77376889
6721,17,1309,63.8225256
6722,17,1310,63.8712823
6723,17,1311,63.92003901
6728,17,1316,64.16382253
6729,17,1317,64.21257923
6748,17,1336,65.13895661
6749,17,1337,65.18771331
6750,4,2407,99.71002486
6751,4,2408,99.75144988
6762,17,1348,65.72403706
6763,17,1349,65.77279376
6774,17,1360,66.3091175
6775,17,1361,66.35787421
6778,17,1364,66.50414432
6779,17,1365,66.55290102
6784,17,1370,66.79668454
6785,17,1371,66.84544125
6788,17,1374,66.99171136
6789,17,1375,67.04046806
6790,17,1376,67.08922477
6791,17,1377,67.13798147
6792,17,1378,67.18673818
6793,17,1379,67.23549488
6798,17,1382,67.38176499
6799,17,1383,67.4305217
6802,17,1386,67.57679181
6803,17,1387,67.62554851
6804,17,1388,67.67430522
6805,17,1389,67.72306192
6808,17,1392,67.86933203
6809,17,1393,67.91808874
6816,17,1400,68.25938567
6817,17,1401,68.30814237
6820,17,1404,68.45441248
6821,17,1405,68.50316919
6822,17,1406,68.55192589
6823,17,1407,68.60068259
6826,17,1410,68.74695271
6827,17,1411,68.79570941
6832,17,1416,69.03949293
6833,17,1417,69.08824963
6834,17,1418,69.13700634
6835,17,1419,69.18576304
6836,17,1420,69.23451975
6837,17,1421,69.28327645
6840,17,1424,69.42954656
6841,17,1425,69.47830327
6862,17,1446,70.50219405
6863,17,1447,70.55095076
6882,17,1466,71.47732813
6883,17,1467,71.52608484
6886,17,1470,71.67235495
6887,17,1471,71.72111165
6890,17,1474,71.86738177
6891,17,1475,71.91613847
6892,17,1476,71.96489517
6893,17,1477,72.01365188
6894,17,1478,72.06240858
6895,17,1479,72.11116529
6900,17,1484,72.35494881
6901,17,1485,72.40370551
6906,17,1490,72.64748903
6907,17,1491,72.69624573
6916,17,1500,73.13505607
6917,17,1501,73.18381277
6920,17,1504,73.33008289
6921,17,1505,73.37883959
6922,17,1506,73.42759629
6923,17,1507,73.476353
6928,17,1512,73.72013652
6929,17,1513,73.76889322
6930,17,1514,73.81764993
6931,17,1515,73.86640663
6942,17,1524,74.30521697
6943,17,1525,74.35397367
6944,17,1526,74.40273038
6945,17,1527,74.45148708
6956,17,1536,74.89029742
6957,17,1537,74.93905412
6966,17,1546,75.37786446
6967,17,1547,75.42662116
6970,17,1550,75.57289127
6971,17,1551,75.62164798
6974,17,1554,75.76791809
6975,17,1555,75.81667479
6978,17,1558,75.9629449
6979,17,1559,76.01170161
6980,17,1560,76.06045831
6981,17,1561,76.10921502
6984,17,1564,76.25548513
6985,17,1565,76.30424183
6990,17,1570,76.54802535
6991,17,1571,76.59678206
6994,17,1574,76.74305217
6995,17,1575,76.79180887
6996,17,1576,76.84056558
6997,17,1577,76.88932228
7004,17,1584,77.23061921
7005,17,1585,77.27937591
7016,17,1596,77.81569966
7017,17,1597,77.86445636
7026,17,1606,78.3032667
7027,17,1607,78.3520234
7028,17,1608,78.40078011
7029,17,1609,78.44953681
7040,17,1620,78.98586056
7041,17,1621,79.03461726
7056,17,1636,79.76596782
7057,17,1637,79.81472452
7062,17,1642,80.05850804
7063,17,1643,80.10726475
7066,17,1646,80.25353486
7067,17,1647,80.30229157
7070,17,1650,80.44856168
7071,17,1651,80.49731838
7080,17,1660,80.93612872
7081,17,1661,80.98488542
7082,8,2528,89.32862191
7083,8,2529,89.3639576
7088,17,1666,81.22866894
7089,17,1667,81.27742565
7096,17,1674,81.61872257
7097,17,1675,81.66747928
7098,17,1676,81.71623598
7099,17,1677,81.76499269
7100,17,1678,81.81374939
7101,17,1679,81.86250609
7106,17,1684,82.10628961
7107,17,1685,82.15504632
7108,17,1686,82.20380302
7109,17,1687,82.25255973
7126,17,1702,82.98391029
7127,17,1703,83.03266699
7134,17,1710,83.37396392
7135,17,1711,83.42272062
7154,17,1730,84.349098
7155,17,1731,84.39785471
7168,9,2876,98.05659734
7169,9,2877,98.09069212
7170,17,1742,84.93417845
7171,17,1743,84.98293515
7176,17,1748,85.22671867
7177,17,1749,85.27547538
7182,17,1754,85.5192589
7183,17,1755,85.5680156
7190,17,1762,85.90931253
7191,17,1763,85.95806923
7202,17,1774,86.49439298
7203,17,1775,86.54314968
7204,17,1776,86.59190639
7205,17,1777,86.64066309
7216,17,1788,87.17698684
7217,17,1789,87.22574354
7230,17,1802,87.85958069
7231,17,1803,87.9083374
7232,17,1804,87.9570941
7233,17,1805,88.0058508
7236,17,1808,88.15212092
7237,17,1809,88.20087762
7240,17,1812,88.34714773
7241,17,1813,88.39590444
7242,17,1814,88.44466114
7243,17,1815,88.49341785
7244,8,2548,90.03533569
7245,8,2549,90.07067138
7250,17,1820,88.73720137
7251,17,1821,88.78595807
7252,17,1822,88.83471477
7253,17,1823,88.88347148
7262,17,1832,89.32228181
7263,17,1833,89.37103852
7270,17,1840,89.71233545
7271,17,1841,89.76109215
7274,17,1844,89.90736226
7275,17,1845,89.95611897
7292,17,1858,90.58995612
7293,17,1859,90.63871282
7294,17,1860,90.68746953
7295,17,1861,90.73622623
7296,17,1862,90.78498294
7297,17,1863,90.83373964
7300,17,1866,90.98000975
7301,17,1867,91.02876646
7310,17,1876,91.46757679
7311,17,1877,91.5163335
7314,17,1880,91.66260361
7315,17,1881,91.71136031
7318,17,1884,91.85763042
7319,17,1885,91.90638713
7324,17,1890,92.15017065
7325,17,1891,92.19892735
7332,17,1898,92.54022428
7333,17,1899,92.58898098
7336,17,1902,92.7352511
7337,17,1903,92.7840078
7340,17,1906,92.93027791
7341,17,1907,92.97903462
7342,17,1908,93.02779132
7343,17,1909,93.07654803
7348,17,1914,93.32033155
7349,17,1915,93.36908825
7350,17,1916,93.41784495
7351,17,1917,93.46660166
7386,17,1950,95.07557289
7387,17,1951,95.1243296
7388,17,1952,95.1730863
7389,17,1953,95.221843
7396,17,1960,95.56313993
7397,17,1961,95.61189664
7410,17,1974,96.24573379
7411,17,1975,96.29449049
7412,17,1976,96.3432472
7413,17,1977,96.3920039
7420,17,1984,96.73330083
7421,17,1985,96.78205753
7422,17,1986,96.83081424
7423,17,1987,96.87957094
7426,17,1990,97.02584105
7427,17,1991,97.07459776
7432,17,1996,97.31838128
7433,17,1997,97.36713798
7434,17,1998,97.41589469
7435,17,1999,97.46465139
7440,17,2004,97.70843491
7441,17,2005,97.75719161
7442,17,2006,97.80594832
7443,17,2007,97.85470502
7468,17,2028,98.87859581
7469,17,2029,98.92735251
7474,17,2034,99.17113603
7475,17,2035,99.21989274
7476,17,2036,99.26864944
7477,17,2037,99.31740614
7480,17,2040,99.46367626
7481,17,2041,99.51243296
7484,17,2044,99.65870307
7485,17,2045,99.70745978
7488,9,2883,98.29526083
7489,9,2884,98.32935561
7492,17,2050,99.9512433
7493,17,2051,100
7502,19,1395,60.52060738
7503,19,1396,60.56399132
7504,19,1397,60.60737527
7505,19,1398,60.65075922
7520,19,1413,61.30151844
7521,19,1414,61.34490239
7528,19,1421,61.64859002
7529,19,1422,61.69197397
7534,19,1427,61.90889371
7535,19,1428,61.95227766
7536,19,1429,61.99566161
7537,19,1430,62.03904555
7540,19,1431,62.0824295
7541,19,1432,62.12581345
7548,19,1439,62.42950108
7549,19,1440,62.47288503
7552,16,399,98.76237624
7553,16,400,99.00990099
7572,19,1459,63.29718004
7573,19,1460,63.34056399
7576,19,1463,63.47071584
7577,19,1464,63.51409978
7578,19,1465,63.55748373
7579,19,1466,63.60086768
7586,19,1473,63.90455531
7587,19,1474,63.94793926
7594,19,1481,64.2516269
7595,19,1482,64.29501085
7606,19,1493,64.77223427
7607,19,1494,64.81561822
7610,19,1497,64.94577007
7611,19,1498,64.98915401
7620,19,1507,65.37960954
7621,19,1508,65.42299349
7632,19,1517,65.81344902
7633,19,1518,65.85683297
7636,19,1521,65.98698482
7637,19,1522,66.03036876
7640,19,1525,66.16052061
7641,19,1526,66.20390456
7646,19,1531,66.4208243
7647,19,1532,66.46420824
7650,19,1535,66.59436009
7651,19,1536,66.63774403
7656,19,1539,66.76789588
7657,19,1540,66.81127983
7658,19,1541,66.85466377
7659,19,1542,66.89804772
7676,19,1559,67.63557484
7677,19,1560,67.67895879
7680,19,1563,67.80911063
7681,19,1564,67.85249458
7686,19,1569,68.06941432
7687,19,1570,68.11279826
7706,19,1589,68.93709328
7707,19,1590,68.98047722
7712,19,1595,69.19739696
7713,19,1596,69.24078091
7714,19,1597,69.28416486
7715,19,1598,69.32754881
7724,19,1607,69.71800434
7725,19,1608,69.76138829
7728,19,1611,69.89154013
7729,19,1612,69.93492408
7730,19,1613,69.97830803
7731,19,1614,70.02169197
7732,19,1615,70.06507592
7733,19,1616,70.10845987
7734,19,1617,70.15184382
7735,19,1618,70.19522777
7738,19,1621,70.32537961
7739,19,1622,70.36876356
7746,19,1629,70.67245119
7747,19,1630,70.71583514
7750,19,1633,70.84598698
7751,19,1634,70.88937093
7756,8,2599,91.83745583
7757,8,2600,91.87279152
7766,19,1647,71.45336226
7767,19,1648,71.4967462
7772,19,1653,71.71366594
7773,19,1654,71.75704989
7778,19,1659,71.97396963
7779,19,1660,72.01735358
7794,19,1675,72.6681128
7795,19,1676,72.71149675
7796,19,1677,72.75488069
7797,19,1678,72.79826464
7802,19,1683,73.01518438
7803,19,1684,73.05856833
7804,19,1685,73.10195228
7805,19,1686,73.14533623
7808,19,1689,73.27548807
7809,19,1690,73.31887202
7812,19,1693,73.44902386
7813,19,1694,73.49240781
7822,19,1703,73.88286334
7823,19,1704,73.92624729
7824,19,1705,73.96963124
7825,19,1706,74.01301518
7828,19,1709,74.14316703
7829,19,1710,74.18655098
7830,19,1711,74.22993492
7831,19,1712,74.27331887
7832,19,1713,74.31670282
7833,19,1714,74.36008677
7840,19,1721,74.6637744
7841,19,1722,74.70715835
7846,19,1727,74.92407809
7847,19,1728,74.96746204
7854,19,1735,75.27114967
7855,19,1736,75.31453362
7856,19,1737,75.35791757
7857,19,1738,75.40130152
7864,19,1745,75.70498915
7865,19,1746,75.7483731
7872,19,1753,76.05206074
7873,19,1754,76.09544469
7880,19,1761,76.39913232
7881,19,1762,76.44251627
7888,19,1769,76.7462039
7889,19,1770,76.78958785
7896,19,1777,77.09327549
7897,19,1778,77.13665944
7898,19,1779,77.18004338
7899,19,1780,77.22342733
7908,19,1789,77.61388286
7909,19,1790,77.65726681
7910,19,1791,77.70065076
7911,19,1792,77.74403471
7912,19,1793,77.78741866
7913,19,1794,77.8308026
7914,19,1795,77.87418655
7915,19,1796,77.9175705
7920,19,1801,78.13449024
7921,19,1802,78.17787419
7922,19,1803,78.22125813
7923,19,1804,78.26464208
7930,19,1811,78.56832972
7931,19,1812,78.61171367
7932,19,1813,78.65509761
7933,19,1814,78.69848156
7934,19,1815,78.74186551
7935,19,1816,78.78524946
7938,19,1819,78.9154013
7939,19,1820,78.95878525
7942,19,1823,79.08893709
7943,19,1824,79.13232104
7946,19,1827,79.26247289
7947,19,1828,79.30585683
7948,19,1829,79.34924078
7949,19,1830,79.39262473
7954,19,1835,79.60954447
7955,19,1836,79.65292842
7958,19,1839,79.78308026
7959,19,1840,79.82646421
7962,19,1843,79.95661605
7963,19,1844,80
7964,19,1845,80.04338395
7965,19,1846,80.0867679
7968,19,1849,80.21691974
7969,19,1850,80.26030369
7972,19,1853,80.39045553
7973,19,1854,80.43383948
7974,19,1855,80.47722343
7975,19,1856,80.52060738
7976,19,1857,80.56399132
7977,19,1858,80.60737527
7978,19,1859,80.65075922
7979,19,1860,80.69414317
7980,19,1861,80.73752712
7981,19,1862,80.78091106
7982,19,1863,80.82429501
7983,19,1864,80.86767896
7984,19,1865,80.91106291
7985,19,1866,80.95444685
7986,19,1867,80.9978308
7987,19,1868,81.04121475
7994,19,1875,81.34490239
7995,19,1876,81.38828633
7998,19,1879,81.51843818
7999,19,1880,81.56182213
8000,19,1881,81.60520607
8001,19,1882,81.64859002
8010,19,1891,82.03904555
8011,19,1892,82.0824295
8014,19,1895,82.21258134
8015,19,1896,82.25596529
8018,19,1899,82.38611714
8019,19,1900,82.42950108
8022,19,1903,82.55965293
8023,19,1904,82.60303688
8026,19,1907,82.73318872
8027,19,1908,82.77657267
8032,19,1913,82.99349241
8033,19,1914,83.03687636
8036,19,1917,83.1670282
8037,19,1918,83.21041215
8040,19,1921,83.34056399
8041,19,1922,83.38394794
8048,19,1927,83.60086768
8049,19,1928,83.64425163
8060,19,1939,84.12147505
8061,19,1940,84.164859
8062,19,1941,84.20824295
8063,19,1942,84.2516269
8066,19,1945,84.38177874
8067,19,1946,84.42516269
8080,19,1957,84.90238612
8081,19,1958,84.94577007
8084,19,1961,85.07592191
8085,19,1962,85.11930586
8086,19,1963,85.1626898
8087,19,1964,85.20607375
8090,19,1967,85.3362256
8091,19,1968,85.37960954
8098,19,1975,85.68329718
8099,19,1976,85.72668113
8102,19,1979,85.85683297
8103,19,1980,85.90021692
8104,19,1981,85.94360087
8105,19,1982,85.98698482
8108,19,1985,86.11713666
8109,19,1986,86.16052061
8110,19,1987,86.20390456
8111,19,1988,86.2472885
8118,19,1993,86.46420824
8119,19,1994,86.50759219
8120,19,1995,86.55097614
8121,19,1996,86.59436009
8124,19,1999,86.72451193
8125,19,2000,86.76789588
8128,19,2003,86.89804772
8129,19,2004,86.94143167
8130,9,2902,98.94306171
8131,9,2903,98.9771565
8136,9,2904,99.01125128
8137,9,2905,99.04534606
8156,19,2027,87.93926247
8157,19,2028,87.98264642
8158,19,2029,88.02603037
8159,19,2030,88.06941432
8180,19,2051,88.98047722
8181,19,2052,89.02386117
8184,19,2055,89.15401302
8185,19,2056,89.19739696
8214,19,2085,90.45553145
8215,19,2086,90.4989154
8232,19,2103,91.23644252
8233,19,2104,91.27982646
8238,19,2109,91.4967462
8239,19,2110,91.54013015
8242,19,2113,91.670282
8243,19,2114,91.71366594
8250,19,2121,92.01735358
8251,19,2122,92.06073753
8262,19,2133,92.53796095
8263,19,2134,92.5813449
8268,19,2137,92.71149675
8269,19,2138,92.75488069
8270,19,2139,92.79826464
8271,19,2140,92.84164859
8274,19,2143,92.97180043
8275,19,2144,93.01518438
8284,19,2153,93.40563991
8285,19,2154,93.44902386
8288,19,2157,93.57917571
8289,19,2158,93.62255965
8290,19,2159,93.6659436
8291,19,2160,93.70932755
8296,19,2165,93.92624729
8297,19,2166,93.96963124
8300,19,2169,94.09978308
8301,19,2170,94.14316703
8310,19,2179,94.53362256
8311,19,2180,94.57700651
8314,19,2183,94.70715835
8315,19,2184,94.7505423
8330,19,2199,95.40130152
8331,19,2200,95.44468547
8332,19,2201,95.48806941
8333,19,2202,95.53145336
8344,19,2213,96.00867679
8345,19,2214,96.05206074
8352,19,2221,96.35574837
8353,19,2222,96.39913232
8368,19,2237,97.04989154
8369,19,2238,97.09327549
8378,19,2247,97.48373102
8379,19,2248,97.52711497
8384,19,2253,97.74403471
8385,19,2254,97.78741866
8392,19,2261,98.09110629
8393,19,2262,98.13449024
8394,19,2263,98.17787419
8395,19,2264,98.22125813
8402,19,2272,98.56832972
8403,19,2273,98.61171367
8422,19,2292,99.43600868
8423,19,2293,99.47939262
8424,19,2294,99.52277657
8425,19,2295,99.56616052
8426,19,2296,99.60954447
8427,19,2297,99.65292842
8428,19,2298,99.69631236
8429,19,2299,99.73969631
8432,19,2302,99.86984816
8433,19,2303,99.9132321
8434,19,2304,99.95661605
8435,19,2305,100
8450,15,356,56.41838352
8451,15,357,56.57686212
8456,15,362,57.36925515
8457,15,363,57.52773376
8462,15,368,58.32012678
8463,15,369,58.47860539
8466,15,372,58.9540412
8467,15,373,59.11251981
8470,15,376,59.58795563
8471,15,377,59.74643423
8472,15,378,59.90491284
8473,15,379,60.06339144
8478,15,384,60.85578447
8479,15,385,61.01426307
8480,9,2908,99.14763041
8481,9,2909,99.1817252
8482,15,386,61.17274168
8483,15,387,61.33122029
8484,15,388,61.48969889
8485,15,389,61.6481775
8486,15,390,61.8066561
8487,15,391,61.96513471
8496,15,400,63.39144216
8497,15,401,63.54992076
8500,15,404,64.02535658
8501,15,405,64.18383518
8508,15,412,65.29318542
8509,15,413,65.45166403
8510,15,414,65.61014263
8511,15,415,65.76862124
8514,15,418,66.24405705
8515,15,419,66.40253566
8520,15,424,67.19492868
8521,15,425,67.35340729
8524,15,428,67.82884311
8525,15,429,67.98732171
8536,15,440,69.73058637
8537,15,441,69.88906498
8538,15,442,70.04754358
8539,15,443,70.20602219
8542,15,446,70.681458
8543,15,447,70.83993661
8548,15,452,71.63232964
8549,15,453,71.79080824
8550,15,454,71.94928685
8551,15,455,72.10776545
8554,15,458,72.58320127
8555,15,459,72.74167987
8558,15,462,73.21711569
8559,15,463,73.37559429
8560,15,464,73.5340729
8561,15,465,73.69255151
8564,15,468,74.16798732
8565,15,469,74.32646593
8570,15,474,75.11885895
8571,15,475,75.27733756
8572,15,476,75.43581616
8573,15,477,75.59429477
8574,15,478,75.75277338
8575,15,479,75.91125198
8594,15,496,78.60538827
8595,15,497,78.76386688
8600,15,502,79.5562599
8601,15,503,79.71473851
8604,15,506,80.19017433
8605,15,507,80.34865293
8614,15,516,81.77496038
8615,15,517,81.93343899
8620,15,522,82.72583201
8621,15,523,82.88431062
8622,15,524,83.04278922
8623,15,525,83.20126783
8626,15,528,83.67670365
8627,15,529,83.83518225
8630,15,532,84.31061807
8631,15,533,84.46909667
8638,15,540,85.57844691
8639,15,541,85.73692552
8642,15,544,86.21236133
8643,15,545,86.37083994
8644,15,546,86.52931854
8645,15,547,86.68779715
8648,15,550,87.16323296
8649,15,551,87.32171157
8652,15,554,87.79714739
8653,15,555,87.95562599
8660,15,562,89.06497623
8661,15,563,89.22345483
8682,15,584,92.55150555
8683,15,585,92.70998415
8686,15,588,93.18541997
8687,15,589,93.34389857
8692,15,594,94.1362916
8693,15,595,94.29477021
8696,15,598,94.77020602
8697,15,599,94.92868463
8698,15,600,95.08716323
8699,15,601,95.24564184
8706,15,608,96.35499208
8707,15,609,96.51347068
8712,15,614,97.30586371
8713,15,615,97.46434231
8714,15,616,97.62282092
8715,15,617,97.78129952
8716,15,618,97.93977813
8717,15,619,98.09825674
8722,15,624,98.89064976
8723,15,625,99.04912837
8726,15,628,99.52456418
8727,15,629,99.68304279
8728,15,630,99.84152139
8729,15,631,100
8730,11,376,61.94398682
8731,11,377,62.10873147
8736,11,380,62.6029654
8737,11,381,62.76771005
8738,9,2914,99.35219911
8739,9,2915,99.3862939
8744,11,386,63.59143328
8745,11,387,63.75617792
8770,11,408,67.21581549
8771,11,409,67.38056013
8772,11,410,67.54530478
8773,11,411,67.71004942
8774,11,412,67.87479407
8775,11,413,68.03953872
8778,11,416,68.53377265
8779,11,417,68.6985173
8782,11,420,69.19275124
8783,11,421,69.35749588
8790,16,401,99.25742574
8791,16,402,99.5049505
8798,11,432,71.16968699
8799,11,433,71.33443163
8804,11,438,72.15815486
8805,11,439,72.32289951
8806,11,440,72.48764415
8807,11,441,72.6523888
8810,11,444,73.14662273
8811,11,445,73.31136738
8812,11,446,73.47611203
8813,11,447,73.64085667
8830,11,460,75.78253707
8831,11,461,75.94728171
8838,11,466,76.77100494
8839,11,467,76.93574959
8840,11,468,77.10049423
8841,11,469,77.26523888
8842,11,470,77.42998353
8843,11,471,77.59472817
8844,11,472,77.75947282
8845,11,473,77.92421746
8850,11,478,78.74794069
8851,11,479,78.91268534
8856,11,484,79.73640857
8857,11,485,79.90115321
8862,11,490,80.72487644
8863,11,491,80.88962109
8876,11,502,82.70181219
8877,11,503,82.86655684
8878,11,504,83.03130148
8879,11,505,83.19604613
8884,11,508,83.69028007
8885,11,509,83.85502471
8892,11,516,85.00823723
8893,11,517,85.17298188
8894,11,518,85.33772652
8895,11,519,85.50247117
8900,11,524,86.3261944
8901,11,525,86.49093904
8902,11,526,86.65568369
8903,11,527,86.82042834
8904,11,528,86.98517298
8905,11,529,87.14991763
8914,11,538,88.63261944
8915,11,539,88.79736409
8924,11,548,90.2800659
8925,11,549,90.44481054
8932,11,556,91.59802306
8933,11,557,91.76276771
8936,11,560,92.25700165
8937,11,561,92.42174629
8938,11,562,92.58649094
8939,11,563,92.75123558
8944,11,568,93.57495881
8945,11,569,93.73970346
8950,11,574,94.56342669
8951,11,575,94.72817133
8954,11,578,95.22240527
8955,11,579,95.38714992
8956,11,580,95.55189456
8957,11,581,95.71663921
8968,11,592,97.52883031
8969,11,593,97.69357496
8970,11,594,97.8583196
8971,11,595,98.02306425
8978,11,602,99.17627677
8979,11,603,99.34102142
8984,11,606,99.83525535
8985,11,607,100
9006,14,367,63.05841924
9007,14,368,63.23024055
9008,14,369,63.40206186
9009,14,370,63.57388316
9014,14,375,64.43298969
9015,14,376,64.604811
9020,14,382,65.63573883
9021,14,383,65.80756014
9022,14,384,65.97938144
9023,14,385,66.15120275
9030,14,393,67.5257732
9031,14,394,67.6975945
9036,14,399,68.55670103
9037,14,400,68.72852234
9040,14,403,69.24398625
9041,14,404,69.41580756
9052,14,415,71.30584192
9053,14,416,71.47766323
9060,16,403,99.75247525
9061,16,404,100
9066,14,427,73.36769759
9067,14,428,73.5395189
9076,14,437,75.08591065
9077,14,438,75.25773196
9078,14,439,75.42955326
9079,14,440,75.60137457
9084,14,445,76.4604811
9085,14,446,76.63230241
9088,14,449,77.14776632
9089,14,450,77.31958763
9090,14,451,77.49140893
9091,14,452,77.66323024
9106,14,467,80.24054983
9107,14,468,80.41237113
9110,14,471,80.92783505
9111,14,472,81.09965636
9130,14,491,84.36426117
9131,14,492,84.53608247
9132,14,493,84.70790378
9133,14,494,84.87972509
9138,14,499,85.73883162
9139,14,500,85.91065292
9144,14,505,86.76975945
9145,14,506,86.94158076
9148,14,509,87.45704467
9149,14,510,87.62886598
9152,14,513,88.1443299
