stu_id,day,time
6100,-172957,23
6102,-20954,4
6104,-947962,188
6106,-35237,15
6112,-232279,37
6116,-1190641,252
6120,-228139,101
6124,-41476,110
6126,-49963,8
6128,-590079,92
6132,-3884,7
6134,-394878,59
6136,-253191,59
6138,-34928,16
6142,-206063,44
6146,-313460,50
6148,-401120,98
6154,-45488,33
6156,-40124,6
6160,-106331,67
6168,-221940,71
6170,-115374,29
6172,-7850,13
6176,-29335,3
6178,-302742,45
6180,-31115,8
6182,-27999,16
6184,-173899,71
6190,-141640,20
6196,-19786,2
6200,-60160,9
6204,-400,4
6206,-22707,8
6210,-309592,38
6212,-47533,22
6214,-111092,19
6218,-242925,72
6220,-151159,27
6224,-248613,58
6230,-20635,4
6232,-40710,7
6234,-14265,9
6236,-26086,20
6242,-279401,52
6244,-19821,18
6248,-131455,16
6252,-184214,46
6254,-231292,28
6262,-19970,2
6268,-81042,10
6276,-19948,2
6278,-29503,17
6282,-59125,19
6288,-53618,28
6290,-78713,9
6292,-165658,34
6296,-46041,21
6302,-63952,14
6304,-40286,6
6306,-15342,11
6312,-7383,13
6316,-41472,8
6320,-233041,43
6322,-159937,23
6332,-34116,11
6338,-11528,7
6344,-180088,26
6348,-339734,112
6352,-20540,6
6356,-46554,17
6362,-185488,48
6366,-11948,4
6368,-168770,18
6370,-82468,14
6372,-10000,1
6374,-178867,19
6376,-199431,43
6382,-244016,37
6386,-180330,38
6390,-30389,5
6392,-377174,115
6394,-64211,18
6396,-787,1
6406,-291170,70
6408,-30588,5
6410,-204223,34
6412,-186314,38
6420,-166843,66
6424,-196418,40
6426,-495538,123
6428,-184806,50
6430,-308130,53
6438,-29949,3
6446,-579,1
6454,-39948,4
6456,-73842,15
6458,-284636,57
6460,-1736,4
6462,-20000,2
6464,-12412,5
6466,-43180,28
6474,-61156,12
6476,-3929,9
6478,-281137,51
6480,-227733,28
6484,-119726,12
6488,-90272,14
6492,-133174,44
6496,-23201,7
6504,-6600,12
6506,-57490,21
6508,-25096,10
6518,-1476,3
6524,-21910,50
6532,-2525,9
6534,-73401,15
6540,-196018,52
6544,-432017,97
6546,-56070,17
6550,-20163,52
6552,-5136,14
6554,-744287,163
6562,-9780,1
6564,-20805,37
6566,-115013,24
6572,-50567,6
6574,-133800,40
6578,-1972,4
6584,-436036,61
6592,-35945,14
6594,-3813,6
6596,-46793,15
6598,-30343,4
6600,-111657,77
6604,-79622,10
6610,-117390,12
6620,-978305,208
6624,-102026,79
6626,-236762,77
6628,-34990,11
6630,-5826,22
6636,-381363,105
6642,-19379,2
6646,-106493,25
6648,-65815,16
6650,-271297,70
6652,-29997,3
6654,-10270,3
6656,-164226,49
6660,-282269,99
6662,-134489,28
6666,-32964,9
6668,-76013,44
6670,-1580,2
6678,-70101,11
6680,-81448,12
6682,-216702,57
6686,-1454,6
6694,-92673,32
6696,-62436,14
6702,-308951,55
6708,-63281,14
6710,-677,1
6714,-357255,68
6716,-319437,53
6720,-237440,52
6722,-331441,104
6728,-360280,58
6730,-278892,60
6736,-95908,22
6738,-257382,46
6740,-30475,4
6748,-42690,19
6750,-2344,4
6754,-44616,12
6756,-1152,2
6760,-92651,29
6762,-19982,2
6768,-2358,6
6770,-32158,7
6772,-10160,16
6774,-376900,64
6778,-232579,81
6784,-15416,12
6788,-35640,11
6790,-69356,11
6798,-1049338,169
6800,-109653,16
6802,-595481,120
6806,-9986,1
6808,-786,2
6820,-143307,25
6822,-59535,6
6824,-93412,21
6826,-39884,4
6828,-50081,7
6830,-180552,22
6838,-34954,18
6840,-174644,76
6844,-210323,47
6856,-119668,12
6858,-147523,58
6862,-149591,21
6872,-235391,49
6874,-6517,18
6876,-34436,36
6880,-282877,46
6882,-1070,2
6886,-11079,24
6890,-214042,133
6894,-254192,107
6896,-74532,20
6898,-20167,3
6902,-252377,51
6904,-5562,17
6906,-57992,27
6916,-63409,35
6920,-614236,119
6922,-56420,16
6924,-247769,31
6926,-79040,8
6928,-29400,3
6930,-1805,5
6932,-58842,6
6942,-11883,8
6944,-103146,16
6950,-571142,155
6956,-574001,133
6960,-22551,7
6964,-149785,15
6966,-109035,11
6970,-266512,46
6972,-37418,23
6978,-159034,19
6980,-164579,31
6982,-733245,202
6984,-10730,3
6990,-5698,10
6992,-73151,53
6994,-130706,45
6996,-176817,33
6998,-29918,3
7004,-3156,4
7008,-284,1
7010,-62663,42
7020,-48561,5
7022,-108570,81
7026,-29331,3
7028,-984,2
7032,-82019,12
7034,-89231,11
7038,-30517,9
7040,-89978,26
7042,-3935,5
7044,-67796,22
7046,-12399,7
7056,-4439,11
7060,-388605,114
7062,-250653,88
7066,-13105,15
7068,-1188,4
7070,-131249,21
7072,-3486,6
7078,-4056,6
7084,-272969,58
7086,-10300,2
7088,-349303,85
7094,-107899,71
7096,-166912,34
7098,-1142,4
7100,-29994,3
7102,-156298,28
7106,-64804,14
7108,-67410,21
7114,-131487,26
7116,-677058,104
7122,-20542,4
7126,-113210,22
7134,-42556,14
7144,-200984,79
7156,-123481,33
7158,-90905,11
7160,-287540,57
7162,-365754,55
7164,-888312,104
7166,-389425,107
7168,-140744,21
7170,-1730,7
7176,-1120,4
7178,-342012,69
7184,-478,1
7186,-230264,29
7190,-67124,22
7192,-21131,6
7198,-22836,10
7202,-461138,96
7204,-5920,26
7208,-138484,14
7216,-303770,57
7218,-172949,32
7220,-322346,67
7222,-84040,60
7230,-206340,42
7232,-61482,12
7236,-79772,8
7240,-11343,21
7242,-214772,46
7244,-207419,41
7250,-126336,24
7252,-4464,7
7254,-62430,12
7256,-960,2
7258,-2946,6
7260,-79976,8
7262,-42946,8
7266,-304424,64
7270,-54664,31
7272,-462544,109
7274,-1770,3
7278,-211911,29
7280,-25644,12
7282,-198998,42
7288,-23416,8
7292,-243156,58
7294,-76819,46
7300,-61302,10
7310,-32394,10
7312,-48794,5
7314,-91305,13
7318,-34620,12
7324,-9890,1
7326,-42644,9
7332,-54337,19
7334,-10066,2
7338,-95170,22
7340,-29667,3
7342,-9681,1
7346,-22749,8
7348,-9994,1
7350,-5372,11
7354,-51816,58
7356,-38712,4
7360,-3713,7
7370,-806430,153
7372,-263663,42
7382,-224411,34
7384,-114569,49
7388,-475,1
7390,-12550,28
7392,-35935,17
7402,-169077,47
7412,-183131,50
7416,-288952,33
7418,-95185,20
7420,-264405,43
7422,-261871,40
7426,-26492,21
7428,-182113,81
7430,-369783,58
7432,-113924,24
7434,-1662,6
7440,-141725,21
7446,-265543,56
7450,-11225,4
7452,-172021,69
7458,-40514,7
7460,-21564,13
7466,-51072,27
7468,-40682,30
7476,-187636,56
7478,-1143,3
7480,-297989,33
7484,-157448,33
7486,-211694,46
7488,-20380,4
7490,-455341,91
7500,-544797,97
7502,-85630,30
7504,-72203,11
7516,-731488,105
7518,-161599,27
7520,-63481,15
7522,-80084,14
7524,-108267,42
7532,-737080,145
7534,-125819,42
7536,-414733,101
7540,-247894,51
7544,-192234,41
7548,-27158,25
7550,-408890,94
7552,-91368,49
7556,-145449,29
7566,-455785,86
7568,-125270,25
7570,-684021,130
7572,-3945,5
7574,-218499,43
7576,-2148,5
7578,-9873,1
7588,-9333,19
7590,-114289,23
7592,-29539,3
7594,-228011,65
7606,-153538,25
7610,-178510,40
7612,-303508,50
7616,-149171,15
7618,-71944,12
7620,-150674,17
7624,-1180,4
7630,-34113,15
7632,-49327,5
7634,-180454,39
7636,-20544,6
7640,-12782,6
7642,-161944,36
7644,-110321,34
7646,-457893,113
7656,-419443,50
7658,-29610,3
7664,-660807,80
7666,-71594,29
7670,-99632,35
7672,-174040,29
7674,-10481,25
7676,-20911,9
7678,-390,2
7686,-5544,7
7688,-137968,15
7702,-54925,19
7706,-55491,17
7708,-25368,12
7712,-41954,12
7714,-237023,43
7722,-62000,12
7724,-269000,68
7730,-23706,8
7732,-186766,42
7734,-366,2
7736,-9693,1
7738,-30567,9
7740,-39538,4
7742,-173878,47
7746,-123804,41
7754,-391,2
7756,-8628,12
7762,-2360,4
7764,-1160,4
7770,-329239,80
7776,-501080,85
7778,-1964,4
7788,-26820,11
7794,-113968,37
7796,-4686,9
7800,-79238,8
7802,-94080,22
7804,-137716,44
7808,-20456,3
7812,-23215,13
7822,-520774,142
7824,-238980,49
7826,-198116,41
7828,-223395,53
7830,-52911,24
7832,-39904,4
7834,-534191,89
7838,-226037,42
7840,-55306,21
7844,-201453,29
7846,-477838,105
7848,-3629,6
7852,-265982,60
7854,-113808,46
7856,-203514,36
7862,-63827,14
7864,-41528,6
7870,-39564,4
7880,-2107,4
7882,-548594,92
7886,-232893,36
7888,-21868,22
7892,-677,1
7896,-52531,12
7906,-41165,11
7908,-1746,3
7910,-91657,35
7912,-87606,26
7914,-169170,61
7918,-303533,61
7920,-3692,6
7932,-49862,5
7934,-340052,73
7938,-2102,4
7940,-16175,12
7942,-100607,14
7944,-29010,3
7946,-39996,4
7950,-249041,144
7956,-392614,123
7958,-190743,27
7960,-20377,47
7962,-813383,160
7968,-539892,121
7974,-150222,34
7976,-87363,38
7978,-31056,10
7982,-26981,15
7990,-89535,12
7998,-634313,177
8000,-352949,43
8002,-320111,81
8004,-265851,43
8006,-34546,10
8014,-212416,46
8016,-788,1
8018,-119852,13
8020,-8624,11
8022,-58698,6
8024,-22375,7
8030,-308207,34
8032,-87824,26
8036,-48235,19
8038,-2174,3
8040,-205056,30
8048,-81560,32
8050,-6426,16
8052,-168834,56
8060,-9692,1
8062,-2918,10
8066,-531930,96
8080,-133635,23
8082,-175184,27
8084,-293767,55
8086,-157767,18
8088,-59322,9
8092,-2836,8
8098,-118166,37
8100,-576,3
8102,-26492,16
8104,-9450,14
8106,-71421,14
8108,-77571,21
8110,-1232,3
8114,-124908,25
8118,-697935,130
8120,-64419,15
8122,-19780,2
8124,-4292,8
8128,-305296,67
8130,-125743,24
8136,-31593,26
8142,-222217,35
8146,-864,3
8154,-855,5
8156,-161639,21
8158,-22930,7
8160,-66408,16
8162,-42628,10
8166,-14173,9
8172,-21024,4
8176,-134563,25
8178,-594,2
8180,-21864,6
8184,-25395,17
8196,-38980,4
8204,-429478,103
8206,-270542,52
8218,-146488,33
8238,-4038,9
8240,-260798,51
8242,-22638,12
8246,-49732,5
8248,-424808,150
8266,-219856,45
8268,-132115,51
8272,-33421,8
8274,-43527,12
8284,-302054,86
8288,-178244,18
8290,-778,2
8294,-2706,4
8300,-57307,22
8310,-22118,10
8314,-41393,7
8316,-33996,71
8328,-573,3
8330,-982,2
8332,-790,2
8342,-79917,48
8344,-67925,28
8346,-55019,30
8352,-200510,31
8354,-288393,55
8358,-34710,11
8364,-59625,47
8366,-2765,7
8386,-129490,15
8392,-47296,24
8394,-404130,117
8396,-423040,56
8398,-228480,50
8402,-10751,5
8406,-1496,8
8412,-2504,9
8414,-40561,5
8418,-25484,30
8424,-40070,6
8426,-29082,3
8432,-1758,9
8434,-75572,19
8444,-236679,39
8448,-3942,9
8450,-79600,10
8452,-1068,6
8454,-3546,6
8458,-3116,5
8462,-229111,23
8466,-119593,14
8468,-65797,37
8470,-19984,2
8472,-81266,16
8478,-3552,6
8480,-296507,76
8482,-103938,61
8484,-39132,4
8488,-31746,22
8492,-18726,19
8496,-21744,6
8498,-1142,2
8500,-9976,1
8502,-253000,69
8506,-106513,47
8508,-382,1
8510,-214556,64
8514,-462295,98
8520,-104821,25
8522,-32741,10
8524,-2428,4
8528,-101524,31
8534,-19792,2
8536,-122770,22
8542,-33757,34
8548,-424571,67
8550,-23431,10
8554,-22594,48
8558,-284549,85
8566,-35520,38
8570,-51796,9
8574,-211686,28
8580,-204487,34
8592,-42376,8
8594,-82846,31
8596,-38268,21
8598,-221557,29
8600,-117132,12
8604,-9774,1
8620,-183074,47
8622,-502666,113
8624,-300209,52
8626,-48845,5
8630,-39892,4
8632,-45197,18
8636,-122243,36
8640,-88577,29
8646,-193534,37
8648,-1150,2
8650,-168812,21
8654,-311717,43
8660,-117924,55
8662,-1686,6
8664,-90449,35
8670,-392401,66
8676,-104280,22
8678,-255356,39
8682,-5516,7
8684,-282448,60
8686,-4398,10
8688,-1422,3
8690,-59716,6
8692,-13667,16
8696,-159447,20
8698,-267071,47
8702,-91421,14
8704,-99886,10
8706,-42248,10
8708,-79165,27
8712,-323962,42
8714,-203638,35
8716,-1921,7
8722,-188396,55
8726,-148944,38
8728,-209587,44
8730,-50466,7
8736,-8932,18
8742,-130537,44
8744,-27627,17
8746,-74256,21
8748,-295269,74
8750,-58615,18
8754,-142,2
8760,-31207,8
8766,-30834,6
8774,-8892,21
8778,-163238,28
8782,-357998,73
8786,-142333,44
8790,-71867,42
8794,-6223,22
8796,-1190,4
8798,-110602,37
8800,-414021,135
8804,-111850,15
8806,-531880,88
8810,-206226,115
8812,-164965,68
8828,-247090,56
8830,-227506,57
8838,-66262,31
8840,-191975,25
8842,-13444,41
8844,-31105,36
8848,-84488,35
8850,-70,1
8852,-1184,2
8854,-43951,54
8856,-6365,16
8858,-15073,22
8862,-229214,28
8866,-1341259,239
8876,-119887,39
8878,-238826,82
8884,-54329,16
8888,-306646,83
8892,-215767,80
8894,-295117,137
8896,-217152,52
8900,-55181,41
8902,-515785,145
8904,-2328,4
8908,-39970,4
8910,-531466,163
8912,-238733,49
8916,-228214,60
8918,-549366,134
8920,-1195810,236
8922,-616831,137
8924,-327420,65
8926,-70807,44
8932,-120750,34
8934,-45749,12
8936,-65514,15
8940,-82607,19
8942,-361413,64
8944,-105286,27
8950,-1148,2
8956,-199875,22
8958,-166207,38
8962,-786,2
8966,-29750,3
8968,-82606,14
8970,-7137,23
8978,-143101,25
8982,-315495,59
8984,-290101,85
8986,-1446,3
8990,-46004,27
9006,-187,1
9008,-534408,170
9018,-293748,39
9022,-99990,10
9030,-40013,6
9036,-128102,13
9040,-227508,44
9042,-276443,30
9052,-88664,37
9054,-137481,35
9056,-19562,2
9076,-130355,37
9080,-321185,61
9084,-9171,26
9086,-73355,18
9088,-117941,27
9090,-211417,29
9092,-89765,9
9094,-34627,14
9100,-1182,3
9104,-43340,13
9106,-1467,3
9108,-10564,27
9124,-131945,26
9128,-1900,10
9130,-85210,18
9136,-29878,3
9138,-148346,22
9140,-19746,2
9144,-87454,22
9146,-53308,12
9148,-35231,14
9152,-87110,25
9156,-259235,48
9160,-97820,10
9162,-100366,14
9164,-124246,28
9166,-23072,13
9170,-85967,26
9172,-19968,2
9176,-3524,7
9180,-22700,50
9182,-558,3
9190,-47094,18
9192,-170822,24
9194,-2271,3
9208,-157426,31
9212,-11354,5
9222,-90123,12
9224,-1049704,179
9226,-164104,83
9228,-728234,190
9232,-38684,4
9236,-221507,28
9242,-158296,16
9244,-419702,51
9246,-39960,4
9254,-778098,196
9256,-583974,137
9258,-640913,141
9260,-588990,139
9262,-146932,26
9264,-404186,63
9266,-9872,1
9268,-146798,31
9270,-89767,9
9272,-134740,27
9276,-29034,3
9282,-229811,29
9284,-135261,28
9286,-39992,4
9288,-111879,19
9292,-82460,15
9294,-42654,45
9296,-79019,10
9300,-121581,37
9302,-312146,87
9306,-59929,10
9308,-286297,69
9310,-158318,35
9312,-48724,5
9318,-131038,19
9324,-89674,38
9330,-152903,45
9334,-99910,10
9336,-289076,41
9342,-7456,26
9344,-91975,14
9346,-384132,121
9354,-49375,5
9356,-190710,49
9358,-386672,109
9360,-25419,15
9366,-121472,37
9370,-61679,13
9372,-159872,16
9374,-30000,3
9380,-197433,41
9382,-37503,18
9384,-31402,9
9392,-3912,15
9394,-81846,16
9402,-253874,80
9406,-85767,23
9412,-217435,23
9414,-292573,54
9416,-300216,37
9422,-74207,57
9424,-371112,108
9430,-300458,53
9432,-415535,68
9442,-2762,5
9446,-72873,11
9448,-91359,18
9452,-128521,13
9454,-81792,12
9456,-310755,67
9460,-39486,4
9462,-68187,7
9470,-336701,58
9472,-53460,11
9476,-46057,15
9478,-673726,103
9480,-19584,2
9482,-334788,69
9484,-186732,51
9490,-146368,29
9492,-68451,7
9494,-118653,12
9500,-3160236,365
9504,-81496,12
9510,-169115,17
9512,-69519,21
9516,-77711,24
9518,-80445,28
9522,-297301,55
9530,-134403,70
9534,-47261,21
9540,-206604,21
9544,-275383,41
9548,-548011,110
9550,-351429,52
9554,-217418,24
9558,-220598,31
9560,-573655,74
9562,-102958,18
9564,-6780,12
9568,-63827,19
9570,-337766,56
9572,-706763,115
9576,-394,2
9578,-233809,30
9582,-399516,66
9594,-120334,15
9596,-19984,2
9598,-141329,35
9600,-59970,6
9602,-45642,66
9606,-300978,46
9608,-83301,16
9610,-286039,83
9612,-49116,5
9614,-558744,116
9616,-135043,22
9618,-2614,4
9620,-65768,26
9626,-1164,4
9628,-191588,50
9630,-83894,17
9632,-45395,16
9634,-446072,175
9636,-379911,112
9640,-566135,135
9646,-292348,142
9648,-10923,3
9650,-343382,54
9652,-189835,19
9654,-221118,44
9656,-127618,41
9658,-259842,70
9660,-379813,84
9662,-579920,110
9664,-221833,55
9666,-87800,9
9670,-1530,4
9672,-20579,5
9676,-266474,42
9678,-265443,76
9682,-242269,55
9684,-90093,50
9688,-217037,55
9694,-45847,14
9696,-22348,6
9700,-64492,15
9702,-434214,100
9704,-410472,124
9706,-242627,38
9708,-330715,78
9716,-29966,3
9718,-38215,47
9722,-84302,19
9724,-458432,50
9726,-125715,59
9728,-99873,15
9730,-114571,22
9732,-106064,25
9734,-291446,44
9738,-99027,10
9740,-43102,16
9744,-177288,29
9748,-114238,25
9750,-149115,37
9752,-4740,10
9754,-126001,30
9756,-108344,26
9758,-157462,32
9760,-396979,113
9768,-128006,18
9772,-748053,167
9774,-89059,42
9782,-396011,125
9788,-71900,44
9790,-75405,19
9792,-240788,31
9796,-145479,49
9798,-5442,10
9800,-168268,58
9802,-454719,94
9808,-75651,17
9810,-7040,17
9812,-60342,26
9814,-34331,11
9816,-57194,73
9818,-220356,59
9824,-14369,9
9826,-65824,20
9828,-90041,49
9832,-289480,37
9834,-558431,70
9836,-51048,12
9840,-15148,40
9842,-88181,24
9846,-7559,19
9850,-98978,10
9852,-86665,24
9854,-72351,21
9856,-128441,37
9858,-380399,62
9860,-476017,73
9864,-630,9
9866,-372117,114
9876,-63204,14
9882,-340900,67
9914,-321476,77
9924,-587141,210
9930,-245340,60
9954,-89079,9
9956,-109989,11
9960,-49674,9
9962,-318064,35
9970,-556,2
9972,-789,1
9974,-62215,13
9978,-139695,15
9980,-19997,2
9986,-92056,20
9996,-1172,6
9998,-268443,45
10004,-7714,16
10008,-43883,13
10012,-37491,23
10014,-84547,17
10016,-296202,63
10018,-64986,15
10024,-160772,31
10028,-168604,33
10030,-41747,9
10034,-242329,38
10036,-747390,189
10038,-6965,18
10042,-404622,58
10046,-119436,12
10048,-25075,11
10050,-792622,185
10054,-676176,93
10056,-101949,17
10060,-445189,91
10062,-223863,71
10064,-299698,56
10066,-16807,39
10076,-33394,11
10080,-179919,59
10084,-50967,27
10086,-1966,4
10090,-323495,84
10092,-210420,48
10094,-5720,12
10100,-167808,17
10102,-85063,20
10112,-273,1
10116,-960,2
10124,-22003,5
10130,-9799,1
10134,-1920,4
10144,-218769,27
10146,-90156,10
10152,-24172,12
10154,-27215,17
10160,-471841,114
10166,-10676,2
10170,-197870,39
10172,-85918,25
10174,-153356,41
10176,-956,2
10182,-160234,53
10184,-206391,46
10200,-21762,7
10202,-442358,79
10204,-130641,35
10206,-68707,19
10212,-409556,97
10214,-604910,137
10216,-61439,11
10220,-3159,6
10222,-180519,40
10224,-274,1
10228,-75752,26
10234,-89337,11
10238,-281283,40
10244,-770579,120
10250,-200759,49
10254,-86053,40
10258,-274277,71
10264,-68588,27
10266,-312160,67
10270,-59322,6
10276,-6710,13
10278,-115304,28
10280,-23922,11
10282,-82797,16
10284,-66480,26
10286,-1863,9
10292,-21896,6
10298,-8751,22
10300,-116274,23
10302,-27861,24
10306,-4466,9
10308,-6351,15
10310,-568,2
10312,-6095,11
10314,-891,7
10316,-196608,20
10318,-90653,12
10320,-19984,2
10322,-39096,4
10326,-360083,86
10328,-134013,118
10330,-157880,20
10336,-51405,9
10342,-2472,8
10348,-21084,8
10356,-79632,8
10360,-326488,100
10362,-979199,185
10364,-19563,2
10368,-60512,7
10370,-11322,33
10372,-170496,41
10374,-20667,3
10382,-19982,2
10386,-29634,3
10396,-166157,32
10400,-119738,32
10412,-8540,13
10414,-209501,38
10418,-81653,13
10420,-103858,21
10422,-163429,25
10428,-1734,4
10430,-789,1
10432,-1282,6
10434,-728,4
10436,-1445,3
10440,-11406,7
10442,-19400,2
10444,-50457,9
10446,-48458,5
10448,-145557,34
10450,-8162,14
10452,-774,2
10454,-79130,10
10456,-2694,5
10460,-76909,24
10462,-24691,13
10466,-427234,51
10468,-161819,22
10472,-169076,33
10474,-175075,31
10478,-9685,1
10480,-297463,82
10492,-33462,12
10494,-9697,1
10502,-70690,9
10504,-39948,4
10510,-273869,42
10512,-75326,16
10516,-61620,10
10520,-73466,14
10522,-370849,48
10524,-23876,9
10526,-56801,19
10528,-9795,1
10530,-278,1
10532,-91175,15
10536,-132135,24
10540,-84943,17
10542,-194611,62
10544,-9988,1
10546,-97898,10
10550,-8076,16
10558,-230425,61
10560,-280792,35
10574,-987079,140
10576,-363742,48
10586,-368764,85
10592,-119346,12
10594,-348465,40
10596,-163414,52
10600,-46828,16
10602,-125937,25
10604,-145908,51
10606,-140776,53
10610,-46841,34
10612,-42201,13
10614,-575489,115
10616,-389755,63
10620,-404455,69
10622,-530624,109
10624,-40086,6
10626,-108574,13
10628,-362400,73
10636,-94136,22
10640,-380,2
10642,-47522,22
10644,-47433,21
10646,-35576,12
10648,-316945,53
10650,-39992,4
10658,-21019,6
10662,-544953,97
10676,-949,2
10680,-232656,35
10682,-44770,14
10686,-201454,28
10688,-39546,4
10694,-379831,42
10696,-97204,28
10700,-487326,79
10706,-141188,59
10708,-167072,32
10714,-35522,17
10716,-4532,8
10718,-140449,46
10720,-387221,65
10722,-10282,3
10728,-173130,25
10732,-33889,11
10736,-142471,24
10740,-420764,93
10744,-456611,116
10750,-191114,28
10762,-22154,6
10764,-181982,26
10768,-155036,28
10774,-69769,9
10776,-134101,39
10778,-60770,8
10780,-39996,4
10782,-190652,31
10796,-2384,4
10802,-42686,10
10804,-2879,5
10806,-6770,10
10808,-124501,21
10810,-31700,6
10816,-346246,49
10818,-127287,13
10820,-149265,35
10824,-597,1
10826,-141930,39
10830,-203057,43
10840,-148460,32
10844,-77764,23
10848,-29994,3
10850,-384597,87
10852,-189119,19
10854,-101810,18
10858,-55853,16
10860,-23519,7
10864,-55166,17
10866,-132666,19
10868,-32806,8
10874,-206997,65
10878,-59726,6
10880,-955,5
10888,-636394,88
10890,-52017,13
10892,-100598,13
10894,-2552,6
10902,-343564,64
10904,-1979,7
10906,-237743,80
10910,-115652,29
10914,-146576,33
10916,-80412,29
10924,-1950,4
10926,-112434,23
10928,-79813,13
10936,-51612,9
10938,-333176,100
10940,-411527,107
10942,-39735,4
10948,-247607,49
10952,-150507,19
10954,-70517,8
10956,-664541,113
10962,-116967,29
10964,-171325,21
10966,-24068,9
10968,-6545,11
10972,-187680,21
10976,-48500,5
10982,-39144,4
10988,-39996,4
10998,-1000,2
11000,-40758,6
11010,-228497,28
11014,-120502,18
11020,-256345,45
11024,-252559,56
11026,-10774,23
11028,-43187,31
11032,-4147,7
11034,-748,2
11036,-2012,6
11038,-4565,10
11040,-6846,13
11042,-80656,12
11048,-3546,5
11050,-4800,8
11056,-209153,55
11058,-29922,3
11062,-163183,31
11072,-3911,10
11078,-4349,7
11080,-9789,1
11088,-31622,7
11096,-82184,15
11106,-130078,15
11108,-4430,8
11110,-117765,46
11112,-5041,21
11114,-1572,2
11126,-42510,8
11128,-171570,51
11132,-39904,4
11136,-40227,5
11140,-88083,9
11144,-1140,2
11148,-9788,1
11150,-41838,15
11152,-99432,12
11156,-742,4
11158,-30118,7
11160,-29997,3
11164,-12382,6
11168,-2380,4
11172,-19752,2
11174,-111894,24
11176,-16777,10
11178,-11592,8
11184,-561,3
11190,-131799,34
11192,-110903,13
11228,-142505,28
11234,-91782,27
11238,-7084,9
11242,-169470,65
11244,-427289,111
11246,-21852,5
11248,-78904,8
11254,-1254,4
11258,-14855,23
11260,-337228,90
11264,-186286,40
11270,-375292,105
11274,-144464,22
11278,-41432,10
11280,-90587,17
11282,-2900,6
11284,-80884,37
11286,-11168,3
11288,-265183,69
11290,-94771,22
11292,-2819,13
11294,-48976,5
11296,-165459,45
11300,-60686,10
11302,-94362,19
11304,-39924,4
11306,-216258,64
11310,-49808,5
11312,-99986,12
11316,-23338,9
11318,-195387,46
11322,-88988,13
11326,-182029,28
11332,-287001,36
11336,-171002,21
11338,-33225,8
11340,-417330,109
11342,-9974,1
11346,-126204,39
11350,-83269,24
11352,-196151,37
11354,-2356,4
11364,-455884,69
11370,-271076,34
11372,-26646,14
11374,-96476,37
11376,-79776,8
11378,-109902,30
11380,-169104,20
11384,-161044,60
11388,-35855,20
11392,-98040,10
11398,-99260,10
11400,-312126,82
11406,-79959,45
11408,-82470,49
11410,-279819,61
11412,-340340,66
11418,-58656,6
11420,-42544,13
11424,-3902,7
11426,-12807,9
11428,-3374,9
11444,-140391,17
11448,-616480,108
11450,-427072,64
11454,-191299,32
11456,-194713,29
11458,-257610,27
11462,-283355,73
11466,-128545,13
11468,-260881,35
11474,-30601,34
11476,-462024,82
11478,-245684,48
11482,-334957,55
11484,-1119870,273
11496,-63763,19
11498,-120883,23
11500,-435568,72
11504,-197028,39
11506,-27182,18
11508,-29930,3
11514,-162703,26
11518,-156931,38
11520,-86790,34
11524,-49222,5
11526,-188397,37
11532,-3692,18
11538,-19394,2
11540,-220392,47
11546,-66878,21
11550,-22756,10
11552,-20537,7
11554,-89497,9
11560,-288352,36
11562,-139966,37
11564,-278817,72
11566,-892696,146
11568,-179812,25
11572,-700,4
11576,-428531,51
11578,-329454,56
11580,-101829,15
11582,-178579,25
11584,-1710,9
11588,-49952,5
11590,-47037,16
11596,-74182,37
11600,-92845,18
11606,-41112,8
11608,-104135,22
11610,-120855,15
11612,-466820,109
11616,-48745,5
11618,-25280,13
11620,-224098,92
11628,-225779,68
11634,-240027,47
11636,-408121,83
11638,-59454,6
11640,-70386,10
11642,-10674,2
11644,-190878,23
11646,-35301,12
11648,-119442,16
11662,-71367,29
11668,-351807,55
11672,-202837,34
11676,-709198,182
11678,-136560,14
11682,-79648,8
11684,-152839,20
11686,-300173,57
11690,-151365,20
11694,-50103,19
11696,-71649,15
11698,-156304,29
11700,-108890,11
11702,-22272,7
11706,-62680,13
11708,-29919,3
11710,-21604,42
11718,-390877,77
11720,-478992,84
11722,-39338,4
11724,-78932,10
11742,-341295,76
11744,-119153,14
11752,-43407,11
11756,-97128,10
11760,-169388,17
11762,-470931,66
11766,-145643,24
11768,-76775,22
11770,-62042,14
11778,-52225,8
11780,-53816,11
11782,-249924,31
11786,-64826,17
11796,-109358,13
11800,-20733,8
11802,-43506,9
11804,-247751,51
11808,-136925,35
11812,-69163,8
11818,-80227,11
11822,-52796,30
11824,-13082,24
11832,-56406,42
11836,-29070,3
11838,-135096,31
11840,-89253,9
11842,-150386,34
11846,-556520,81
11848,-268346,75
11850,-291406,58
11852,-186399,33
11854,-179742,24
11856,-1586,2
11858,-213569,31
11864,-453696,62
11866,-552,2
11870,-376367,38
11874,-160051,20
11878,-370565,90
11880,-85740,25
11882,-218921,49
11886,-310911,51
11888,-404100,89
11892,-121112,17
11898,-62741,12
11900,-218608,22
11906,-166220,17
11908,-19966,2
11910,-55977,16
11912,-14189,9
11914,-43825,17
11916,-49898,5
11918,-59332,6
11924,-59217,6
11928,-99039,10
11930,-206938,30
11932,-101339,16
11936,-94275,24
11938,-35354,11
11944,-206724,51
11954,-194621,32
