stu_id,class,avg_s,avg_c,mon_count_c,topN,times,left_money_avg,avg_ling_x,ling_count_x,ling_sum_x,avg_water,water_count,water_sum,avg_ling_y,ling_count_y,ling_sum_y,left_money_max
8614,1,4.345092251,10.63,128.0,81.7749603803,0.0,132.707407407,0.941,30.0,28.23,2.5118989547,574.0,1441.83,0.418974358974,117.0,49.02,406.52
8615,0,5.379607843,6.592592593,27.0,81.9334389857,2.0,122.770478381,1.55769230769,26.0,40.5,3.73129573171,656.0,2447.73,3.1,13.0,40.3,333.99
8620,2,3.391129568,7.694285714,35.0,82.7258320127,47.0,55.9494870381,0.756486486486,74.0,55.98,1.53609988109,841.0,1291.86,0.241333333333,90.0,21.72,239.2
8621,1,4.94375,3.576470588,17.0,82.8843106181,12.0,42.5378185096,0.644295302013,149.0,96.0,2.60070780399,1102.0,2865.98,3.61,14.0,50.54,139.8
8622,0,3.552458809,5.382222222,135.0,83.0427892235,113.0,53.1895137976,0.242234432234,273.0,66.13,2.5230104712,764.0,1927.58,0.647796610169,59.0,38.22,228.61
8623,2,5.185106383,5.0475,40.0,83.2012678288,31.0,51.1841935484,0.429268292683,287.0,123.2,3.1272826087,1012.0,3164.81,2.81,18.0,50.58,304.13
8626,1,3.024457143,3.569117647,68.0,83.676703645,5.0,87.5016431925,1.09529411765,68.0,74.48,2.0916890595,521.0,1089.77,0.3515625,64.0,22.5,230.37
8627,0,4.316571429,2.980952381,21.0,83.8351822504,10.0,65.3635372502,0.970614035088,114.0,110.65,2.72031216362,929.0,2527.17,2.91,8.0,23.28,207.91
8630,0,3.796129032,7.308163265,49.0,84.3106180666,4.0,213.117122905,1.58833333333,30.0,47.65,1.98154855643,381.0,754.97,0.515,48.0,24.72,675.25
8631,0,5.37260274,8.4,5.0,84.4690966719,8.0,211.136338156,0.567058823529,85.0,48.2,4.43722741433,642.0,2848.7,2.78,21.0,58.38,591.56
8638,0,2.956289708,7.078899083,218.0,85.5784469097,0.0,121.393030027,1.08279329609,179.0,193.82,2.4955656697,769.0,1919.09,0.687391304348,92.0,63.24,513.04
8639,0,6.152631579,6.768181818,44.0,85.7369255151,0.0,94.0011663653,0.660677966102,295.0,194.9,2.56327345309,1002.0,2568.4,2.16947368421,76.0,164.88,216.5
8642,0,4.482907489,7.103773585,212.0,86.2123613312,0.0,110.598393617,2.08484375,64.0,133.43,3.80276353276,351.0,1334.77,0.0,0.0,0.0,332.1
8643,0,5.982765957,1.673684211,19.0,86.3708399366,3.0,69.3097652582,1.78222222222,45.0,80.2,2.92686708861,316.0,924.89,4.0,1.0,4.0,214.73
8644,1,4.33589404,8.576506024,166.0,86.529318542,0.0,88.1585786802,1.26,34.0,42.84,3.66808022923,349.0,1280.16,0.462,40.0,18.48,259.43
8645,3,5.977108434,4.994736842,38.0,86.6877971474,5.0,73.4216321839,1.32941176471,68.0,90.4,3.85016393443,427.0,1644.02,2.68666666667,9.0,24.18,218.32
8648,0,4.095205184,5.467741935,155.0,87.1632329635,2.0,169.975359689,0.891803278689,61.0,54.4,1.67350961538,624.0,1044.27,0.636842105263,57.0,36.3,433.83
8649,0,5.806818182,3.668,50.0,87.3217115689,0.0,167.312470007,3.20729166667,96.0,307.9,2.79207092199,705.0,1968.41,3.28363636364,22.0,72.24,424.06
8652,0,4.91744511,5.340559441,143.0,87.7971473851,0.0,231.32930872,1.29777777778,45.0,58.4,2.05480555556,360.0,739.73,0.48,32.0,15.36,602.04
8653,1,6.289473684,3.804545455,88.0,87.9556259905,4.0,225.42119274,5.40588235294,68.0,367.6,3.70652173913,483.0,1790.25,2.50153846154,13.0,32.52,603.93
8660,0,5.76443299,12.20967742,31.0,89.0649762282,55.0,113.873413793,0.898130841121,214.0,192.2,2.02914705882,340.0,689.91,1.27527272727,55.0,70.14,348.7
8661,0,6.663508772,6.976666667,30.0,89.2234548336,48.0,99.1264290706,1.36606498195,277.0,378.4,1.35321385902,837.0,1132.64,3.12444444444,9.0,28.12,224.72
8682,0,4.426806723,4.804123711,194.0,92.5515055468,7.0,64.7003239557,0.782474226804,97.0,75.9,3.85435406699,209.0,805.56,0.371351351351,74.0,27.48,209.7
8683,0,4.573626374,4.033913043,115.0,92.7099841521,3.0,51.2923480663,0.885496183206,131.0,116.0,3.62455012853,389.0,1409.95,3.6,9.0,32.4,112.93
8686,0,4.534968944,10.475,84.0,93.1854199683,10.0,105.122413223,1.1649122807,171.0,199.2,3.31138666667,375.0,1241.77,0.836538461538,52.0,43.5,318.78
8687,0,6.598394161,5.023684211,38.0,93.3438985737,8.0,197.012882012,2.05606060606,165.0,339.25,3.71732432432,370.0,1375.41,3.124,15.0,46.86,515.19
8692,0,5.137658349,7.882857143,105.0,94.1362916006,16.0,105.384521739,0.763154761905,168.0,128.21,1.97986193294,507.0,1003.79,0.666835443038,79.0,52.68,328.75
8693,0,5.905656566,5.801851852,54.0,94.294770206,20.0,81.6899762893,2.34279661017,236.0,552.9,2.95313323572,683.0,2016.99,3.6,24.0,86.4,304.99
8696,3,4.246905537,7.658,75.0,94.7702060222,20.0,125.067839014,1.7368,100.0,173.68,2.88129584352,409.0,1178.45,0.605294117647,68.0,41.16,350.43
8697,3,5.946774194,5.93,20.0,94.9286846276,4.0,68.8491204589,1.74201680672,119.0,207.3,3.44416666667,552.0,1901.18,3.6,12.0,43.2,284.5
8698,0,4.533133858,5.340869565,115.0,95.087163233,47.0,129.559362416,1.04918032787,122.0,128.0,3.08043835616,365.0,1124.36,0.592183908046,87.0,51.52,427.33
8699,0,4.732258065,3.939784946,93.0,95.2456418384,20.0,162.732147989,2.68195121951,205.0,549.8,3.19525203252,615.0,1965.08,2.81230769231,26.0,73.12,407.64
8706,0,4.358262069,6.072972973,259.0,96.3549920761,10.0,135.553385193,0.920608108108,296.0,272.5,3.09796875,320.0,991.35,0.885957446809,47.0,41.64,535.67
8707,0,5.190606061,5.333846154,65.0,96.5134706815,0.0,105.82492808,2.57823848238,369.0,951.37,4.1104494382,534.0,2194.98,3.6,24.0,86.4,301.79
8712,1,5.110519481,11.36987952,166.0,97.3058637084,42.0,321.745118975,0.917063492063,252.0,231.1,3.88128146453,437.0,1696.12,0.561714285714,105.0,58.98,1219.71
8713,1,6.044589372,4.739669421,121.0,97.4643423138,37.0,130.866078977,1.41061538462,325.0,458.45,3.8927511592,647.0,2518.61,3.6,18.0,64.8,581.95
8714,0,6.188416031,7.660893471,291.0,97.6228209192,35.0,92.5021187893,1.15913043478,230.0,266.6,5.54458041958,286.0,1585.75,0.442352941176,51.0,22.56,501.01
8715,0,7.82849162,6.502564103,117.0,97.7812995246,15.0,72.4649344023,1.28425925926,270.0,346.75,5.01838414634,328.0,1646.03,4.0,16.0,64.0,244.97
8716,1,4.297860825,12.80451128,133.0,97.93977813,7.0,100.358348554,1.09304347826,230.0,251.4,4.66566037736,318.0,1483.68,0.469411764706,68.0,31.92,538.03
8717,0,5.65408,5.259651163,86.0,98.0982567353,0.0,76.2398607485,1.13864628821,229.0,260.75,5.36650793651,378.0,2028.54,5.48571428571,14.0,76.8,300.42
8722,0,3.318165138,5.988,25.0,98.8906497623,55.0,70.0682553191,1.71941176471,68.0,116.92,2.37218232044,362.0,858.73,2.29052631579,19.0,43.52,240.61
8723,0,5.409811321,3.996507937,63.0,99.0491283677,116.0,54.1645491803,1.81049180328,122.0,220.88,1.7325974026,924.0,1600.92,2.33142857143,14.0,32.64,116.47
8726,2,3.354932249,12.72222222,18.0,99.5245641838,38.0,105.299119336,1.56724137931,116.0,181.8,1.31078998073,519.0,680.3,3.54533333333,15.0,53.18,302.12
8727,2,5.613,2.204680851,47.0,99.6830427892,27.0,99.4614537713,1.21542857143,175.0,212.7,1.55461851475,983.0,1528.19,0.0,0.0,0.0,242.52
8728,0,3.458479452,8.014285714,28.0,99.8415213946,44.0,182.557083052,1.51496062992,127.0,192.4,2.35239130435,322.0,757.47,1.43369863014,73.0,104.66,393.45
8729,0,6.531937173,3.588529412,34.0,100.0,44.0,156.840811629,0.923475609756,328.0,302.9,2.13353904282,794.0,1694.03,3.72,5.0,18.6,299.01
8730,2,4.110563063,9.720641711,187.0,61.9439868204,7.0,105.340129376,0.745283018868,53.0,39.5,3.03794444444,540.0,1640.49,2.1725,8.0,17.38,402.24
8731,1,4.127925608,8.68435,200.0,62.1087314662,0.0,110.184965517,5.0,4.0,20.0,6.06751677852,149.0,904.06,0.0,0.0,0.0,324.91
8736,2,3.677003995,4.953559322,118.0,62.6029654036,18.0,134.884621212,1.16170212766,47.0,54.6,0.998670731707,820.0,818.91,0.202222222222,9.0,1.82,343.68
8737,3,4.275091146,5.604918033,122.0,62.7677100494,2.0,87.1460137195,4.5375,16.0,72.6,3.60603174603,252.0,908.72,0.0,0.0,0.0,307.62
8738,0,4.309148265,6.972115385,104.0,99.3521991135,0.0,246.59157372,1.40515463918,97.0,136.3,2.91570588235,340.0,991.34,1.06432432432,74.0,78.76,531.62
8739,0,3.984346591,5.195364238,151.0,99.386293897,0.0,209.771363926,1.50769230769,91.0,137.2,1.80087855297,387.0,696.94,1.22969072165,97.0,119.28,531.88
8744,1,4.335047081,6.92519685,127.0,63.5914332784,17.0,318.896335697,0.80369047619,84.0,67.51,2.15903553299,394.0,850.66,1.49272727273,11.0,16.42,746.77
8745,1,4.473362989,8.065909091,132.0,63.7561779242,20.0,285.495779014,5.83125,16.0,93.3,4.45979674797,246.0,1097.11,2.16666666667,3.0,6.5,630.84
8770,0,3.867519501,8.540425532,47.0,67.215815486,0.0,324.868571429,0.122727272727,11.0,1.35,1.32423529412,425.0,562.8,0.3,18.0,5.4,670.3
8771,2,4.084059561,5.777083333,48.0,67.3805601318,0.0,323.262853855,4.35,6.0,26.1,4.32831460674,89.0,385.22,0.0,0.0,0.0,671.36
8772,0,5.373867925,11.30638298,94.0,67.5453047776,0.0,113.239547244,0.675471698113,53.0,35.8,3.50144329897,194.0,679.28,6.42,3.0,19.26,316.07
8773,0,5.688073395,6.503546099,141.0,67.7100494234,0.0,116.237746967,1.8,4.0,7.2,5.93733944954,109.0,647.17,0.0,0.0,0.0,260.34
8774,0,2.942170543,6.870526316,95.0,67.8747940692,21.0,185.669231527,0.600625,112.0,67.27,1.05955128205,936.0,991.74,0.132,10.0,1.32,606.71
8775,0,3.165165289,6.46196319,163.0,68.039538715,8.0,134.981776224,3.32,5.0,16.6,3.02589041096,219.0,662.67,0.0,0.0,0.0,418.47
8778,0,3.999781879,3.642361111,144.0,68.5337726524,28.0,65.5404922516,0.503333333333,30.0,15.1,2.64759183673,245.0,648.66,6.8,1.0,6.8,172.31
8779,0,4.111097561,4.201690141,142.0,68.6985172982,12.0,60.7881239092,4.225,4.0,16.9,3.58408536585,164.0,587.79,0.0,0.0,0.0,155.31
8782,0,3.135783133,5.687737226,137.0,69.1927512356,73.0,183.815462963,0.999761904762,84.0,83.98,1.45536374846,811.0,1180.3,0.288,10.0,2.88,503.3
8783,0,3.821282051,5.814864865,148.0,69.3574958814,109.0,240.346611253,2.28571428571,7.0,16.0,3.45239669421,242.0,835.48,0.0,0.0,0.0,525.55
8790,0,4.833778338,10.29431818,88.0,99.2574257426,42.0,83.3321902655,1.25209677419,62.0,77.63,3.03367231638,177.0,536.96,3.33555555556,27.0,90.06,305.12
8791,0,4.457317073,12.20632353,68.0,99.504950495,42.0,51.4220538244,0.850980392157,51.0,43.4,3.23757062147,177.0,573.05,2.088,25.0,52.2,130.94
8798,0,4.072763158,5.633333333,33.0,71.1696869852,37.0,81.9440079761,0.926086956522,115.0,106.5,0.489970501475,339.0,166.1,1.34315789474,57.0,76.56,218.65
8799,0,4.770240964,4.816666667,24.0,71.334431631,50.0,70.2561806982,1.17551020408,98.0,115.2,2.08821428571,112.0,233.88,1.21444444444,54.0,65.58,202.97
8804,1,3.082267366,7.6375,16.0,72.15815486,15.0,74.0828447653,2.77486486486,148.0,410.68,1.1188590604,298.0,333.42,0.51,14.0,7.14,212.38
8805,2,3.347721057,4.416666667,42.0,72.3228995058,0.0,105.510584166,4.67,5.0,23.35,2.67217948718,78.0,208.43,0.0,0.0,0.0,321.99
8806,3,4.047361647,7.024137931,58.0,72.4876441516,88.0,106.230601589,0.522159090909,176.0,91.9,1.60622302158,556.0,893.06,4.565,4.0,18.26,316.72
8807,1,4.80255102,7.8,77.0,72.6523887974,76.0,91.8711611785,3.50833333333,6.0,21.05,3.97365853659,82.0,325.84,0.0,0.0,0.0,210.48
8810,1,3.990934891,7.011214953,107.0,73.1466227348,115.0,62.447539267,0.605,60.0,36.3,1.19670833333,960.0,1148.84,0.165,4.0,0.66,303.06
8811,1,4.705527344,6.84516129,93.0,73.3113673806,35.0,65.8973453608,8.0,3.0,24.0,1.81681547619,336.0,610.45,0.0,0.0,0.0,213.39
8812,0,3.289813754,5.057831325,83.0,73.4761120264,68.0,77.0933763838,0.580530973451,113.0,65.6,1.53423076923,572.0,877.58,0.475652173913,23.0,10.94,205.87
8813,0,3.322871179,4.732608696,92.0,73.6408566722,70.0,72.0204523312,5.4,1.0,5.4,2.61680769231,260.0,680.37,0.0,0.0,0.0,206.47
8830,1,3.825476673,7.1125,48.0,75.7825370675,57.0,143.729009804,0.991111111111,54.0,53.52,2.30047761194,335.0,770.66,1.24,3.0,3.72,328.05
8831,1,3.535097276,6.762650602,83.0,75.9472817133,10.0,112.968360277,5.6,1.0,5.6,2.93926229508,122.0,358.59,0.0,0.0,0.0,317.98
8838,0,2.906488479,4.56328125,128.0,76.7710049423,31.0,201.489990389,0.944590163934,61.0,57.62,1.56366477273,704.0,1100.82,1.26,1.0,1.26,600.18
8839,1,3.160660125,4.402804878,82.0,76.9357495881,139.0,262.574564069,5.73333333333,3.0,17.2,2.95,205.0,604.75,0.0,0.0,0.0,699.14
8840,0,4.694423077,6.980921659,217.0,77.1004942339,25.0,199.235091075,1.54615384615,65.0,100.5,3.38174129353,402.0,1359.46,2.25,4.0,9.0,525.52
8841,0,5.233797101,7.0,304.0,77.2652388797,48.0,259.456016355,0.8,2.0,1.6,6.31595890411,146.0,922.13,0.0,0.0,0.0,607.12
8842,0,4.33429878,7.751666667,60.0,77.4299835255,41.0,138.908321006,0.812372881356,59.0,47.93,2.97856132075,424.0,1262.91,0.045,4.0,0.18,414.27
8843,0,4.242616984,5.8025,40.0,77.5947281713,41.0,66.8147310757,1.10909090909,11.0,12.2,5.07401459854,137.0,695.14,0.0,0.0,0.0,219.82
8844,0,4.532096354,6.643137255,102.0,77.7594728171,36.0,183.709432879,0.740625,96.0,71.1,4.16838709677,279.0,1162.98,0.9,1.0,0.9,564.24
8845,0,4.866240929,9.629104478,134.0,77.9242174629,82.0,147.640635031,5.05,4.0,20.2,5.14611486486,296.0,1523.25,0.0,0.0,0.0,528.46
8850,0,4.272700587,6.254037267,161.0,78.7479406919,1.0,160.862525685,1.10653061224,49.0,54.22,4.2667032967,273.0,1164.81,0.591428571429,7.0,4.14,601.85
8851,0,4.39568,7.604878049,123.0,78.9126853377,5.0,245.930245566,7.0,1.0,7.0,5.76782178218,101.0,582.55,0.0,0.0,0.0,633.57
8856,0,3.617391842,11.25416667,24.0,79.7364085667,16.0,107.69469403,1.05298013245,151.0,159.0,1.51814814815,270.0,409.9,3.2,3.0,9.6,266.03
8857,0,3.895226131,6.153846154,13.0,79.9011532125,13.0,74.8115177714,1.09689922481,129.0,141.5,2.55756756757,222.0,567.78,0.0,0.0,0.0,241.56
8862,2,4.657166667,5.033333333,3.0,80.7248764415,28.0,17.196978022,1.27631578947,95.0,121.25,0.0461618798956,383.0,17.68,0.541818181818,88.0,47.68,54.32
8863,2,5.236590909,5.666666667,6.0,80.8896210873,103.0,25.9210434783,1.46476190476,105.0,153.8,0.0339814814815,324.0,11.01,1.25,6.0,7.5,101.65
8876,0,4.415361702,8.319565217,92.0,82.7018121911,39.0,132.532893451,0.964705882353,34.0,32.8,3.72706060606,330.0,1229.93,0.46,3.0,1.38,411.79
8877,0,4.077641129,6.125675676,74.0,82.8665568369,15.0,79.3755947712,7.5,3.0,22.5,5.42544303797,79.0,428.61,0.0,0.0,0.0,301.0
8878,0,4.472584951,6.267521368,117.0,83.0313014827,82.0,104.699654655,0.837692307692,26.0,21.78,3.94502347418,213.0,840.29,0.998571428571,28.0,27.96,307.78
8879,0,4.554495021,5.618248175,137.0,83.1960461285,47.0,91.6584186747,3.26363636364,11.0,35.9,5.55594795539,269.0,1494.55,0.0,0.0,0.0,228.69
8884,0,4.417070218,9.971641791,67.0,83.6902800659,16.0,197.674422604,0.9765625,64.0,62.5,2.93276595745,188.0,551.36,1.305,12.0,15.66,560.27
8885,0,4.755621302,5.341666667,30.0,83.8550247117,12.0,108.733300589,3.14117647059,17.0,53.4,3.43172839506,162.0,555.94,2.18625,16.0,34.98,353.99
8892,3,3.427078891,3.800934579,107.0,85.0082372323,80.0,65.4491595197,0.908256880734,109.0,99.0,2.34728310502,438.0,1028.11,0.748,5.0,3.74,205.38
8893,1,3.685821256,4.545180723,83.0,85.1729818781,31.0,50.6827997365,1.43333333333,27.0,38.7,2.71135021097,237.0,642.59,0.0,0.0,0.0,201.73
8894,1,3.716141125,14.2893617,47.0,85.3377265239,137.0,58.574660336,1.22680272109,147.0,180.34,1.16372592593,1350.0,1571.03,1.35333333333,3.0,4.06,219.91
8895,1,3.211980279,9.164893617,94.0,85.5024711697,174.0,54.3347032419,4.6375,8.0,37.1,2.32592039801,402.0,935.02,0.0,0.0,0.0,129.77
8900,0,4.715121951,10.16666667,75.0,86.3261943987,41.0,147.237250996,1.2511627907,43.0,53.8,4.83906976744,215.0,1040.4,0.4875,8.0,3.9,367.73
8901,0,4.603213675,12.40029851,67.0,86.4909390445,36.0,126.053875,0.371428571429,7.0,2.6,3.93138211382,123.0,483.56,0.0,0.0,0.0,310.78
8902,1,4.648738255,7.084210526,57.0,86.6556836903,145.0,93.034090535,0.661320754717,53.0,35.05,4.24245283019,212.0,899.4,0.711111111111,9.0,6.4,227.13
8903,1,5.088223801,9.536842105,38.0,86.8204283361,55.0,81.4552893674,0.5,2.0,1.0,5.25578125,64.0,336.37,0.0,0.0,0.0,219.81
8904,1,4.949504951,8.996315789,38.0,86.9851729819,4.0,97.3872263868,1.5268,50.0,76.34,2.96785046729,107.0,317.56,0.523157894737,19.0,9.94,244.71
8905,1,5.755495496,13.575,20.0,87.1499176277,27.0,102.897820896,1.51111111111,9.0,13.6,4.0496969697,33.0,133.64,0.0,0.0,0.0,224.81
8914,0,5.636160714,7.692,75.0,88.6326194399,0.0,115.26451087,2.17142857143,7.0,15.2,4.72703910615,179.0,846.14,3.0,2.0,6.0,353.35
8915,0,6.018186047,9.958666667,75.0,88.7973640857,4.0,82.9935028249,2.00714285714,14.0,28.1,4.56752066116,242.0,1105.34,1.81666666667,6.0,10.9,223.07
8924,0,2.133703704,6.033333333,39.0,90.2800658979,65.0,41.9672496025,0.603267973856,153.0,92.3,0.886494845361,388.0,343.96,1.50913043478,46.0,69.42,111.77
8925,0,2.126623037,2.98,5.0,90.4448105437,53.0,34.6489085821,0.474782608696,138.0,65.52,0.623198090692,419.0,261.12,1.74444444444,27.0,47.1,107.09
8932,0,4.618290398,10.70344828,116.0,91.5980230643,34.0,100.095456349,0.618421052632,38.0,23.5,3.79456221198,217.0,823.42,0.729444444444,36.0,26.26,272.19
8933,0,7.020728477,12.48278689,122.0,91.76276771,21.0,116.557251613,0.0,0.0,0.0,5.96746268657,134.0,799.64,0.0,0.0,0.0,276.16
8936,0,3.909909584,11.0609375,64.0,92.2570016474,15.0,115.812205323,0.990322580645,31.0,30.7,4.75763066202,287.0,1365.44,1.86166666667,12.0,22.34,269.24
8937,0,5.027935702,9.379069767,43.0,92.4217462932,10.0,126.554385776,1.28333333333,6.0,7.7,4.88167701863,161.0,785.95,0.0,0.0,0.0,274.37
8938,1,3.462574257,9.387058824,51.0,92.586490939,0.0,67.3474610778,0.512121212121,33.0,16.9,3.27280898876,178.0,582.56,0.0,0.0,0.0,209.29
8939,2,3.926950495,10.09189189,37.0,92.7512355848,12.0,60.1112379642,0.0,0.0,0.0,5.39011235955,89.0,479.72,0.0,0.0,0.0,207.09
8944,0,4.664624506,6.206903553,197.0,93.5749588138,27.0,91.7043344156,0.659259259259,54.0,35.6,5.10303317536,211.0,1076.74,1.3,3.0,3.9,209.31
8945,0,4.496443662,3.74,120.0,93.7397034596,62.0,54.8085006196,2.825,4.0,11.3,5.65878787879,99.0,560.22,0.0,0.0,0.0,202.66
8950,0,5.032590674,7.582795699,93.0,94.5634266886,2.0,100.67021978,0.997674418605,43.0,42.9,4.143,120.0,497.16,0.454285714286,7.0,3.18,301.8
8951,0,4.6085209,9.773684211,133.0,94.7281713344,0.0,118.955311203,1.41428571429,7.0,9.9,4.44213483146,89.0,395.35,1.29882352941,17.0,22.08,393.65
8954,0,3.996271186,5.143478261,138.0,95.2224052718,0.0,50.5368782518,0.710769230769,39.0,27.72,2.53327014218,211.0,534.52,0.0,0.0,0.0,114.79
8955,0,4.034047619,5.402739726,146.0,95.3871499176,6.0,58.5873246136,1.325,4.0,5.3,4.36803030303,132.0,576.58,0.0,0.0,0.0,131.47
8956,0,3.534376997,6.192134831,89.0,95.5518945634,22.0,20.9781944444,0.942105263158,19.0,17.9,1.94761403509,285.0,555.07,0.0,0.0,0.0,101.82
8957,0,3.679907407,7.312244898,98.0,95.7166392092,27.0,42.9626750861,4.5,1.0,4.5,2.6408,225.0,594.18,0.0,0.0,0.0,514.9
8968,3,3.079620462,5.187096774,62.0,97.528830313,14.0,61.046361991,0.624615384615,65.0,40.6,2.0704950495,303.0,627.36,0.51,2.0,1.02,206.72
8969,0,3.723759259,5.74047619,42.0,97.6935749588,17.0,53.38565337,0.0,0.0,0.0,4.06797619048,84.0,341.71,0.0,0.0,0.0,128.66
8970,0,3.632448071,6.507142857,84.0,97.8583196046,23.0,98.4687146136,0.626551724138,29.0,18.17,2.01699724518,363.0,732.17,1.26,2.0,2.52,311.21
8971,0,4.264328165,6.205882353,102.0,98.0230642504,73.0,110.664247439,1.05714285714,7.0,7.4,3.43068085106,235.0,806.21,0.0,0.0,0.0,252.37
8978,0,4.20616179,7.660869565,92.0,99.176276771,25.0,97.8420262954,1.06289308176,159.0,169.0,2.13474048443,289.0,616.94,0.454814814815,27.0,12.28,228.81
8979,0,4.56254833,5.968769231,130.0,99.3410214168,27.0,88.0707403936,6.53333333333,6.0,39.2,3.88544378698,169.0,656.64,0.0,0.0,0.0,352.43
8984,0,3.289267241,10.0475,40.0,99.8352553542,85.0,111.217647059,1.10281690141,71.0,78.3,0.513697047497,779.0,400.17,2.94105263158,57.0,167.64,410.93
8985,1,3.459909209,7.151764706,85.0,100.0,73.0,139.387897462,1.57414634146,82.0,129.08,0.80947082768,737.0,596.58,2.48727272727,55.0,136.8,402.49
9006,0,4.394833808,7.277234043,470.0,63.058419244,1.0,134.909908163,2.20722580645,155.0,342.12,1.19637696335,955.0,1142.54,0.565263157895,76.0,42.96,340.2
9007,0,5.961140741,6.484615385,520.0,63.2302405498,0.0,134.627188462,2.36,155.0,365.8,1.5109529148,892.0,1347.77,1.945,24.0,46.68,322.14
9008,0,4.237803279,9.661627907,86.0,63.4020618557,170.0,66.5066351351,1.15947368421,95.0,110.15,2.1869739479,499.0,1091.3,0.558823529412,34.0,19.0,232.51
9009,0,3.761879795,7.95875,80.0,63.5738831615,132.0,45.9992348285,2.02315789474,95.0,192.2,1.32020057307,349.0,460.75,0.801538461538,39.0,31.26,166.77
9014,1,4.687997097,13.61576923,104.0,64.4329896907,0.0,232.856965846,1.33461538462,78.0,104.1,3.29996742671,307.0,1013.09,1.40476190476,21.0,29.5,640.63
9015,1,4.914372197,11.04046512,86.0,64.6048109966,2.0,140.236017274,1.39901960784,102.0,142.7,1.37969348659,261.0,360.1,2.137,40.0,85.48,421.82
9020,0,3.943905109,13.2037037,135.0,65.6357388316,0.0,102.226632566,0.695714285714,70.0,48.7,3.08926086957,230.0,710.53,0.906578947368,76.0,68.9,240.0
9021,0,4.282533849,13.02666667,60.0,65.8075601375,0.0,62.6335666347,0.848076923077,52.0,44.1,1.52652014652,273.0,416.74,2.36192307692,52.0,122.82,301.76
9022,3,4.252206573,6.880917431,109.0,65.9793814433,10.0,114.859755501,1.30652173913,46.0,60.1,3.95879518072,332.0,1314.32,0.467272727273,22.0,10.28,353.56
9023,0,4.594931129,8.906779661,59.0,66.1512027491,0.0,74.237335958,2.38888888889,18.0,43.0,2.27937799043,209.0,476.39,2.664,10.0,26.64,205.58
9030,0,4.478475248,8.8425,80.0,67.5257731959,6.0,70.9374675325,2.31447368421,76.0,175.9,1.74218961625,443.0,771.79,2.98075471698,53.0,157.98,225.11
9031,0,4.931085973,11.87446809,47.0,67.6975945017,0.0,52.597984,1.7,36.0,61.2,2.05303370787,178.0,365.44,3.5172,50.0,175.86,144.69
9036,0,3.827441441,9.22,10.0,68.5567010309,13.0,117.863278336,1.31666666667,96.0,126.4,0.544639376218,513.0,279.4,0.908888888889,54.0,49.08,346.87
9037,0,3.816247241,12.3,13.0,68.7285223368,0.0,74.3149372385,1.21641791045,67.0,81.5,0.72943438914,442.0,322.41,1.28030769231,65.0,83.22,300.33
9040,2,3.924551539,12.00020202,99.0,69.2439862543,44.0,117.920649795,0.833614457831,83.0,69.19,2.57449238579,394.0,1014.35,1.65428571429,21.0,34.74,313.71
9041,1,4.562657343,10.4018018,111.0,69.4158075601,59.0,92.0981574016,1.39615384615,78.0,108.9,2.04889830508,354.0,725.31,0.893181818182,88.0,78.6,307.44
9052,0,4.612518519,9.9125,128.0,71.3058419244,37.0,101.205442065,0.999419354839,155.0,154.91,1.73582089552,536.0,930.4,0.70375,48.0,33.78,310.93
9053,0,4.502434302,8.520192308,104.0,71.4776632302,42.0,80.7323473622,1.17361111111,144.0,169.0,1.69394009217,434.0,735.17,2.28244897959,49.0,111.84,236.9
9060,0,4.267662835,12.96538462,26.0,99.7524752475,0.0,218.214811133,1.01209677419,124.0,125.5,4.50611111111,216.0,973.32,0.939230769231,52.0,48.84,545.38
9061,0,4.096712707,7.38245614,57.0,100.0,0.0,198.39989372,1.78671328671,143.0,255.5,2.89428571429,252.0,729.36,3.13466666667,45.0,141.06,531.14
9066,0,8.636689189,9.584375,128.0,73.3676975945,0.0,117.186616702,1.01142857143,35.0,35.4,2.45432098765,81.0,198.8,0.583636363636,33.0,19.26,302.71
9067,0,7.200452489,11.14101124,178.0,73.5395189003,2.0,124.648752137,1.01612903226,31.0,31.5,1.14936170213,94.0,108.04,2.76705882353,17.0,47.04,409.0
9076,0,4.644241164,7.919230769,26.0,75.0859106529,37.0,104.348205128,1.03092105263,152.0,156.7,1.24948924731,372.0,464.81,2.68051282051,39.0,104.54,486.73
9077,0,4.341840355,7.75,12.0,75.2577319588,39.0,87.4172519841,1.13125,48.0,54.3,1.00401129944,354.0,355.42,2.27571428571,42.0,95.58,302.95
9078,0,4.833510972,9.258823529,17.0,75.4295532646,0.0,52.3450582147,0.651632653061,98.0,63.86,3.66660377358,212.0,777.32,0.726551724138,58.0,42.14,200.08
9079,0,3.863468835,6.927777778,18.0,75.6013745704,0.0,44.9452507375,0.780141843972,141.0,110.0,1.23132596685,362.0,445.74,1.66909090909,22.0,36.72,121.03
9084,0,3.938107448,16.71527778,72.0,76.4604810997,26.0,244.840415525,1.14444444444,234.0,267.8,1.48504601227,652.0,968.25,1.3125,152.0,199.5,629.54
9085,0,3.64840708,14.04126984,63.0,76.6323024055,2.0,229.695033501,1.21052631579,95.0,115.0,2.7480669145,269.0,739.23,0.838853503185,157.0,131.7,606.01
9088,0,3.467955975,4.803846154,130.0,77.147766323,27.0,49.0992857143,0.676056338028,142.0,96.0,1.84337579618,471.0,868.23,0.265060240964,83.0,22.0,205.73
