id,consume,consumesum,consumeavg,consumemax,remaindersum,remainderavg,remaindermax,s_avg,s_max,c_count,c_avg,c_max
6357,1794,15256.12,8.50396878484,200.0,126068.22,70.2721404682,209.63,5.54924398625,30.0,53.0,12.4283018868,48.1
6358,942,10597.73,11.2383138918,400.0,197400.62,209.332576882,465.63,6.19564564565,27.2,74.0,8.79324324324,19.5
6359,688,5327.13,7.73168359942,400.0,133957.39,194.422917271,423.06,5.66849315068,12.0,53.0,10.0150943396,30.0
6360,1023,10278.31,10.0374121094,400.0,157550.61,153.858017578,401.14,7.96736401674,19.6,171.0,6.84970760234,30.0
6361,1469,12470.04,8.477253569,300.0,184687.16,125.552114208,313.54,4.04902723735,18.8,170.0,7.29294117647,50.0
6362,1470,8166.48,5.55542857143,200.0,102784.03,69.9211088435,216.71,2.71419590643,20.0,145.0,5.74620689655,84.9
6363,1718,9423.7,5.47253193961,200.0,92522.02,53.7293960511,205.92,2.53703256936,18.5,162.0,5.44351851852,30.0
6366,941,7643.08,8.07083421331,200.0,72414.22,76.466969377,205.66,6.30618320611,30.0,38.0,9.87894736842,30.0
6367,719,4975.21,6.83407967033,200.0,60675.84,83.3459340659,209.38,5.42039325843,30.0,40.0,11.22,32.4
6368,1607,10793.14,6.68305882353,150.0,89223.9,55.246996904,158.17,3.42921472393,10.9,86.0,6.10162790698,23.42
6369,1529,10501.41,6.84576923077,100.0,89691.29,58.4688983051,216.29,3.49583106267,15.8,97.0,5.83195876289,34.5
6370,1709,12855.67,7.50039089848,200.0,112604.16,65.6967094516,221.85,4.06204334365,22.0,193.0,7.74683937824,30.0
6371,1903,17215.41,9.02748295752,150.0,114143.32,59.8549134767,188.96,4.54459667093,30.0,226.0,6.75663716814,30.0
6372,1106,7436.52,6.70560865645,300.0,94346.56,85.0735437331,307.25,4.42793181818,15.5,33.0,9.49090909091,30.0
6373,1204,7996.59,6.64168604651,100.0,59426.62,49.3576578073,136.42,4.494,30.0,60.0,11.4633333333,39.1
6374,1329,9500.8,7.11670411985,200.0,142052.78,106.406576779,329.78,3.64469011725,11.0,134.0,6.04059701493,41.0
6375,1232,11571.45,9.24976019185,200.0,144053.69,115.150831335,261.86,4.04457198444,10.0,143.0,6.98601398601,40.2
6376,1194,8316.3,6.93025,600.0,161243.26,134.369383333,602.5,3.1472311828,10.0,142.0,7.27788732394,55.4
6377,1426,10227.03,7.15176923077,400.0,198709.24,138.95751049,402.75,3.41184754522,17.5,150.0,6.64733333333,30.0
6382,1140,8851.0,7.68315972222,400.0,212646.27,184.588776042,421.42,3.63712359551,14.9,173.0,7.11705202312,29.6
6383,1196,11302.4,9.41082431307,400.0,237288.34,197.575636969,433.5,3.66957009346,22.5,299.0,6.74254180602,29.6
6386,800,7344.48,9.12357763975,400.0,121903.32,151.432695652,416.96,5.85210526316,13.4,173.0,6.68728323699,29.9
6387,303,2768.14,9.01674267101,400.0,22417.27,73.0204234528,400.83,5.05289473684,30.0,67.0,9.22985074627,98.7
6390,1272,6603.85,5.15523028884,300.0,155436.73,121.340148322,312.23,3.02575709779,29.7,31.0,6.5035483871,17.4
6391,1342,5431.02,4.04394638868,300.0,126785.55,94.4047282204,315.72,2.46451612903,11.8,19.0,4.99473684211,24.3
6392,1309,8321.14,6.33750190404,100.0,75058.39,57.1655674029,138.16,3.82812144213,21.0,126.0,5.33333333333,30.0
6393,1345,8241.98,6.10969607116,100.0,78039.07,57.8495700519,135.14,3.40025500911,11.0,161.0,4.87857142857,38.5
6394,1220,9981.93,8.12860749186,500.0,204938.38,166.887931596,529.88,5.19174447174,30.0,103.0,8.69708737864,30.0
6395,865,7537.9,8.70427251732,400.0,105322.89,121.619965358,400.04,4.78029069767,12.0,90.0,9.62444444444,36.0
6396,1226,11269.76,9.14753246753,300.0,132630.95,107.654991883,323.05,5.46798598949,20.0,139.0,6.36258992806,27.6
6397,981,8927.1,9.01727272727,300.0,98648.03,99.6444747475,309.55,5.3848456057,25.0,108.0,7.06111111111,30.0
6400,1100,9399.1,8.5213961922,500.0,164695.02,149.315521306,505.37,5.30559748428,20.0,203.0,7.47389162562,30.0
6401,674,7441.05,10.9588365243,400.0,81537.05,120.084020619,400.0,4.98923076923,13.0,176.0,9.67727272727,30.0
6406,1643,4524.84,2.75233576642,200.0,98224.44,59.7472262774,213.55,1.95053175775,11.0,30.0,5.22666666667,27.5
6407,1630,6460.02,3.95834558824,200.0,97713.29,59.8733394608,420.98,2.40554644809,30.0,37.0,5.03864864865,31.2
6408,1536,12522.81,8.12641791045,300.0,91432.44,59.3331862427,301.12,4.40288461538,15.9,224.0,7.45790178571,30.0
6409,964,8550.44,8.86055958549,100.0,43947.5,45.5414507772,120.59,3.92929824561,20.0,150.0,9.45133333333,31.3
6410,1204,8556.19,7.09468490879,500.0,249364.88,206.770215589,527.67,4.55136363636,10.6,111.0,7.1472972973,29.3
6411,1139,8406.15,7.35446194226,500.0,236843.56,207.212213473,567.71,4.45990049751,30.0,165.0,7.57757575758,42.7
6412,1534,12115.49,7.87231319038,200.0,124151.88,80.6704873294,248.8,4.87013937282,13.06,105.0,9.676,30.0
6413,1995,12971.02,6.4628898854,200.0,115368.51,57.483064275,202.39,4.29339879154,30.0,119.0,7.5218487395,38.5
6420,1274,7121.51,5.55933645589,300.0,144921.33,113.131405152,321.99,3.90361396304,10.0,79.0,7.57569620253,30.0
6421,962,6446.04,6.64540206186,300.0,79456.22,81.913628866,306.44,4.53552486188,11.7,79.0,4.63987341772,20.3
6424,2023,8947.89,4.41435125802,400.0,370803.61,182.93222003,414.2,2.53142094017,30.0,30.0,4.38,22.0
6425,1686,7110.59,4.20994079337,400.0,227500.08,134.695133215,406.95,2.46521311475,30.0,33.0,5.14727272727,50.0
6426,1701,12139.42,7.11989442815,500.0,378744.3,222.137419355,549.76,4.33668776371,17.4,191.0,7.3222513089,19.8
6427,1542,10203.67,6.59577892696,500.0,396813.81,256.505371687,560.4,4.32957575758,10.0,103.0,7.5640776699,28.7
6428,1923,10174.82,5.27192746114,300.0,278813.42,144.462911917,390.9,4.29646766169,30.0,131.0,5.61129770992,30.0
6429,1448,7599.49,5.20513013699,300.0,180039.24,123.314547945,347.24,3.76454716981,30.0,62.0,5.35322580645,22.8
6430,2010,9930.16,4.93056603774,200.0,149165.79,74.0644438928,227.97,3.03086142322,21.0,18.0,4.68888888889,13.6
6431,1647,7243.86,4.3955461165,200.0,75032.18,45.5292354369,201.03,3.35973277075,30.0,15.0,4.04,9.2
6438,1584,11969.0,7.55141955836,200.0,194572.3,122.758548896,321.36,4.87189555126,16.0,188.0,7.7664893617,30.0
6439,760,4299.03,5.64918528252,200.0,55821.23,73.3524704336,222.28,4.37552631579,19.8,88.0,6.63409090909,30.0
6440,1479,12978.23,8.75724021592,300.0,215524.35,145.428036437,412.43,4.85716535433,14.2,251.0,5.65378486056,30.0
6441,1349,11777.43,8.71756476684,300.0,105600.54,78.1647224278,324.79,4.56246786632,27.0,283.0,6.56890459364,36.2
6442,674,9527.63,14.1150074074,200.0,74052.96,109.708088889,246.15,6.34909090909,12.6,182.0,10.2214285714,30.0
6443,564,5721.96,10.0385263158,228.32,57897.26,101.574140351,302.32,6.71379310345,13.0,144.0,8.02430555556,50.0
6444,810,8806.57,10.8455295567,600.0,108476.53,133.591785714,604.56,5.78680555556,30.0,224.0,7.70491071429,30.8
6445,649,4840.78,7.44735384615,200.0,46312.64,71.2502153846,222.45,4.86014705882,18.0,122.0,6.04098360656,36.3
6446,975,7358.84,7.50902040816,200.0,51394.99,52.4438673469,205.53,4.99791208791,18.5,87.0,5.82988505747,22.8
6447,669,3930.47,5.80571639586,100.0,17385.7,25.6805022157,112.8,4.50075757576,12.9,76.0,4.89605263158,30.0
6450,962,8406.8,8.7298026999,300.0,105282.98,109.328120457,317.43,4.75789473684,12.0,233.0,6.03776824034,30.0
6451,896,7165.3,7.91745856354,200.0,70943.03,78.3900883978,204.49,4.38670454545,13.0,203.0,4.96354679803,31.2
6454,732,8527.03,11.6172070845,300.0,76256.69,103.891948229,307.21,4.83590361446,18.5,146.0,11.9938356164,43.1
6455,596,6250.45,10.4348080134,300.0,51846.62,86.5552921536,301.37,6.31891304348,22.1,114.0,9.36842105263,35.6
6456,921,9451.77,10.2625081433,300.0,134803.3,146.366232356,342.67,5.09098181818,30.0,162.0,10.5471604938,32.6
6457,1124,14116.49,12.5146187943,300.0,188274.94,166.910407801,388.87,5.21703071672,30.0,222.0,10.522972973,58.2
6458,650,5204.15,8.00638461538,650.0,113062.8,173.942769231,651.57,4.40138392857,13.0,74.0,8.72702702703,24.0
6459,672,5808.62,8.63093610698,300.0,50253.24,74.6704903418,326.66,5.53384259259,24.0,78.0,8.25769230769,47.1
6460,808,13837.82,16.9789202454,200.0,97182.49,119.242319018,266.81,4.9635042735,30.0,253.0,13.3711462451,100.0
6461,882,15621.9,17.6120631342,200.0,131071.97,147.769977452,331.58,4.7737037037,12.0,256.0,12.7821484375,45.4
6462,1076,7125.91,6.6225929368,200.0,74443.93,69.1858085502,206.43,3.18213235294,20.0,64.0,12.598125,38.8
6463,1274,8744.33,6.83684910086,100.0,91596.03,71.6153479281,188.43,3.66675675676,20.0,81.0,10.7703703704,46.4
6464,1001,8889.58,8.86299102692,300.0,108279.49,107.955623131,353.4,5.25157446809,30.0,135.0,6.51940740741,30.0
6465,1188,11155.16,9.342680067,300.0,101795.21,85.2556197655,302.74,6.75338753388,15.0,140.0,6.1865,30.0
6466,2366,8267.29,3.49125422297,100.0,133399.19,56.3341173986,146.85,2.62159808612,28.0,8.0,11.9125,38.6
6467,2055,7331.42,3.55894174757,300.0,156601.43,76.0201116505,446.52,2.86308030803,30.0,22.0,4.94545454545,15.3
6468,1419,11360.84,7.97251929825,200.0,154450.26,108.386147368,501.27,4.54929759704,25.1,253.0,5.78418972332,30.0
6469,849,7799.48,9.11154205607,200.0,51295.19,59.9242873832,206.96,5.19723502304,20.0,149.0,7.36711409396,32.0
6472,1125,10015.19,8.863,200.0,71295.96,63.0937699115,218.72,5.45414965986,20.0,214.0,7.94065420561,30.0
6473,854,11437.72,13.3462310385,200.0,62155.01,72.5262660443,233.58,6.1126984127,20.0,214.0,13.1476635514,44.1
6474,1867,9180.44,4.90670229824,230.8,128689.08,68.780908605,230.8,2.66009720535,15.6,40.0,8.36375,30.0
6475,2493,9609.83,3.85163527054,100.0,154898.1,62.0834068136,134.39,2.76578796562,17.5,55.0,7.36363636364,34.0
6476,1435,8203.17,5.70456884562,300.0,123699.52,86.0219193324,317.06,3.80301794454,24.0,63.0,5.38095238095,24.3
6477,1795,12100.37,6.72616453585,200.0,139603.16,77.6004224569,224.2,3.79324050633,30.0,162.0,5.28271604938,31.1
6478,2143,12624.54,5.88282385834,200.0,121550.91,56.6406849953,206.97,3.35779576588,19.2,247.0,4.77854251012,29.3
6479,1751,12449.47,7.10992004569,200.0,95325.09,54.4403712164,202.68,4.06405616225,25.6,180.0,5.02861111111,26.3
6480,2596,12770.0,4.91531947652,300.0,150738.53,58.0209892225,303.43,2.76122332859,22.0,37.0,15.5567567568,100.0
6481,2573,12268.05,4.76799455888,200.0,134584.53,52.3064632724,217.61,2.84448415922,16.0,48.0,8.91875,45.8
6482,1123,9701.24,8.57,237.01,80253.63,70.8954328622,231.04,5.10923312883,15.0,173.0,7.41057803468,30.0
6483,1393,12420.81,8.88469957082,150.0,82220.4,58.8128755365,160.7,5.01209770115,30.0,247.0,7.43643724696,42.4
6484,1462,9648.0,6.59016393443,200.0,80529.06,55.0061885246,235.3,3.868734375,12.9,90.0,6.40888888889,30.0
6485,990,6700.99,6.76184661958,200.0,58664.38,59.1971543895,204.45,3.70508411215,20.0,82.0,4.68292682927,23.5
6486,2403,11654.25,4.83980481728,200.0,102517.45,42.5736918605,202.8,4.14683760684,20.0,210.0,5.60995238095,30.0
6487,1334,8300.67,6.19915608663,200.0,72209.27,53.927759522,239.65,3.80632996633,28.0,77.0,8.58701298701,30.0
6488,1851,9556.32,5.1572153265,300.0,165489.61,89.309017809,311.93,2.82720512821,13.65,63.0,8.87476190476,28.8
6489,1698,10849.98,6.38985865724,200.0,127602.32,75.148598351,216.71,3.19375,15.5,24.0,14.5875,48.5
6492,2082,12704.74,6.08756109248,200.0,212222.3,101.687733589,242.53,3.75759512938,14.1,317.0,5.03154574132,30.0
6493,2063,14891.92,7.18375301495,200.0,154795.13,74.6720356971,218.18,3.77801849406,30.0,265.0,4.60754716981,30.0
6496,1376,7547.78,5.47734397678,200.0,124707.99,90.4992670537,219.6,4.93715942029,15.0,171.0,5.49239766082,27.8
6497,914,8130.94,8.81880694143,300.0,94092.54,102.052646421,315.84,5.26395348837,30.0,136.0,5.78919117647,40.5
6504,891,10940.52,12.2651569507,400.0,135013.59,151.360526906,412.02,5.77565495208,15.0,179.0,9.51709497207,30.0
6505,918,11825.65,12.8400108578,400.0,119535.94,129.789294245,467.12,5.0704797048,12.9,244.0,8.23032786885,30.3
6506,763,6584.2,8.62935779817,300.0,87483.89,114.657785059,306.43,5.4429004329,21.3,133.0,6.5522556391,28.9
6507,734,8123.61,10.9630364372,300.0,73973.07,99.8287044534,301.63,6.60523255814,15.0,160.0,7.635625,41.2
6508,920,8421.93,9.1344143167,250.0,112460.71,121.974739696,501.12,4.55298507463,15.0,57.0,7.63807017544,30.0
6509,996,8757.63,8.77518036072,200.0,111868.55,112.092735471,299.39,4.68004040404,15.0,97.0,7.46804123711,25.4
6510,707,6746.41,9.50198591549,200.0,35100.22,49.4369295775,201.31,5.22375510204,23.85,122.0,7.25327868852,29.8
6511,967,10770.04,11.0010623085,200.0,50904.06,51.9959754852,206.35,5.934609375,23.8,199.0,8.70904522613,100.0
6512,1087,9091.69,8.341,500.0,213208.75,195.604357798,562.13,4.64933649289,20.0,178.0,7.33707865169,30.0
6513,717,6364.65,8.86441504178,500.0,109479.34,152.478189415,512.14,4.7937012987,22.5,136.0,9.47794117647,84.2
6518,991,8900.61,8.93635542169,200.0,41822.66,41.99062249,201.6,4.35680473373,20.5,193.0,7.74196891192,30.0
6519,1327,14292.76,10.7303003003,100.0,63713.85,47.8332207207,205.32,4.57975308642,13.0,314.0,9.42324840764,39.2
6520,1242,12822.4,10.2661329063,215.0,77576.33,62.1107526021,229.25,4.39530337079,20.7,282.0,8.1495035461,30.0
6521,1298,14663.71,11.2451763804,200.0,71899.09,55.1373389571,212.82,4.9656,30.0,255.0,9.26392156863,31.0
6524,1061,9162.35,8.57897940075,200.0,106742.31,99.9459831461,254.44,5.28171936759,30.0,44.0,14.6272727273,48.5
6525,1032,9096.17,8.77162005786,200.0,95872.5,92.4517839923,228.22,4.62761341223,24.0,43.0,21.3302325581,68.4
6526,783,7271.46,9.22774111675,400.0,86881.68,110.255939086,477.67,4.40246056782,30.0,106.0,7.81754716981,30.0
6527,1353,10689.81,7.86593818985,300.0,128023.67,94.2043193525,313.21,4.68418300654,16.0,160.0,7.436625,30.0
6532,2402,15542.52,6.42252892562,200.0,157183.59,64.9518966942,210.99,3.84733512786,22.0,284.0,5.85433098592,28.6
6533,2268,16720.78,7.33046032442,200.0,244372.07,107.133743972,254.49,4.11632963989,12.6,317.0,5.6167192429,30.0
6534,1289,8356.3,6.45772797527,500.0,284978.75,220.230873261,647.38,3.3533984375,30.0,112.0,6.71535714286,37.2
6535,1124,8737.97,7.76018650089,500.0,177357.95,157.511500888,504.33,4.26485933504,30.0,136.0,6.43419117647,50.0
6540,2098,9849.88,4.68818657782,200.0,197891.74,94.1893098525,231.88,3.86985365854,12.0,136.0,4.12794117647,30.0
6541,2108,13224.79,6.26173768939,300.0,220008.26,104.170577652,313.11,3.88982532751,30.0,184.0,5.30869565217,30.0
6544,2561,14387.86,5.60274922118,500.0,439843.37,171.278570872,559.65,3.15380305603,30.0,173.0,6.90520231214,30.0
6545,2463,15630.33,6.33063183475,200.0,322110.46,130.461911705,410.76,3.28260238908,15.7,130.0,5.03230769231,30.0
6546,1458,8790.9,6.02529129541,200.0,123635.66,84.74,226.09,3.42025104603,15.0,125.0,6.52584,30.0
6547,1389,9930.24,7.12867193108,300.0,135555.51,97.3119239052,312.63,3.51630534351,30.0,123.0,8.10487804878,44.8
6550,1859,9947.53,5.3510112964,100.0,94280.07,50.7154760624,121.46,4.18553846154,20.0,132.0,5.40151515152,28.2
6551,1626,8186.66,5.03484624846,115.0,86526.58,53.2143788438,160.99,3.86018425461,22.4,93.0,4.22688172043,17.7
6552,844,6583.25,7.78161938534,200.0,59054.49,69.8043617021,202.17,4.6188308977,20.0,20.0,8.88,23.1
6553,796,5857.33,7.34922208281,200.0,49303.72,61.8616311167,201.02,4.37332439678,30.0,24.0,15.8041666667,80.0
6554,1248,7780.3,6.21926458833,300.0,186641.57,149.193900879,380.14,3.88352496218,15.0,12.0,4.55,16.8
6555,1208,7440.8,6.15450785773,200.0,162655.91,134.537559967,276.89,3.60689111748,12.2,29.0,6.25620689655,30.0
6562,1790,12611.14,7.02179287305,200.0,278308.23,154.960038976,300.19,4.60122589532,30.0,216.0,4.36439814815,29.1
6563,1669,10899.69,6.5228545781,200.0,209063.95,125.113076002,278.63,4.47952066116,15.0,166.0,4.4084939759,28.0
6564,1473,8538.06,5.78851525424,300.0,89891.09,60.9431118644,302.54,4.03946508172,30.6,32.0,8.240625,30.0
6565,1541,8788.5,5.68834951456,200.0,93063.55,60.2353074434,216.89,3.17059508409,30.0,46.0,12.3413043478,84.5
6566,2057,11372.78,5.52344827586,200.0,216853.99,105.320053424,260.83,3.49109643329,15.0,170.0,5.46823529412,31.2
6567,1893,11744.08,6.18434965771,200.0,212059.02,111.66878357,225.46,3.69384722222,15.0,139.0,5.37482014388,30.0
6572,1344,7366.75,5.46089696071,300.0,112301.2,83.247739066,330.95,3.58188172043,15.0,14.0,11.0642857143,29.3
6573,1003,6108.01,6.0715805169,150.0,55485.36,55.1544333996,165.93,3.32255395683,14.2,18.0,9.84444444444,30.4
6574,1723,14334.58,8.29067669173,500.0,365957.06,211.658218623,563.0,5.192304,30.0,131.0,6.58702290076,30.0
6575,1451,11313.28,7.78615278734,300.0,165626.22,113.989139711,315.64,5.11514705882,21.0,149.0,6.06912751678,20.0
6578,1780,12230.75,6.86349607183,400.0,307480.04,172.547721661,402.79,3.79981969487,19.4,157.0,5.13757961783,25.4
6579,1724,12500.1,7.2422363847,300.0,300560.55,174.137050985,391.39,3.94126146789,15.0,153.0,6.54156862745,68.8
6584,1644,10294.44,6.22773139746,400.0,192605.0,116.518451301,407.08,3.27978535354,20.0,104.0,6.69230769231,30.0
6585,1350,10744.45,7.90614422369,300.0,114387.33,84.1702207506,300.97,3.53551724138,11.8,129.0,7.23255813953,74.5
6588,1106,12308.1,11.0684352518,400.0,182915.23,164.492113309,472.7,5.71059382423,18.0,109.0,12.8688073394,58.8
6589,1010,14741.85,14.4527941176,500.0,210055.16,205.936431373,541.09,6.55333333333,20.6,114.0,10.8035087719,34.1
6590,968,7224.42,7.4401853759,300.0,80269.25,82.6665808445,302.12,4.60695652174,15.5,81.0,7.25555555556,48.0
6591,802,8898.93,11.0821046077,500.0,87285.01,108.69864259,514.74,4.48997782705,15.2,113.0,8.3610619469,38.6
6592,1153,10195.5,8.8349220104,200.0,104852.15,90.8597487002,302.24,4.95717391304,16.2,184.0,6.56141304348,25.1
6593,1111,12737.02,11.4233363229,200.0,109403.13,98.1193991031,224.25,4.48331730769,15.0,172.0,6.89401162791,30.0
6594,1221,9732.93,7.96475450082,200.0,74531.18,60.9911456628,207.38,4.09275488069,20.1,248.0,5.29758064516,30.0
6595,1449,13084.46,8.99275601375,200.0,83190.71,57.1757457045,210.44,3.52672011662,12.9,314.0,6.0178343949,30.0
6596,1364,11605.12,8.50191941392,200.0,115059.77,84.2928717949,224.75,4.93205574913,20.1,99.0,7.48484848485,30.0
6597,1104,11921.08,10.7785533454,300.0,108180.52,97.8124050633,304.61,5.51742537313,23.0,132.0,6.35303030303,30.0
6598,1329,14868.45,11.1457646177,200.0,138564.86,103.871709145,238.95,7.20364864865,23.0,290.0,8.85172413793,30.0
6599,859,10847.16,12.6276600698,200.0,99276.73,115.572444703,267.38,5.90352517986,15.0,191.0,8.29057591623,30.0
6600,1397,7640.08,5.4572,300.0,190335.45,135.953892857,309.83,3.32078031212,23.1,47.0,4.93617021277,20.0
6601,1162,10942.51,9.35257264957,200.0,140657.09,120.219735043,400.37,3.40719194313,11.0,27.0,4.36481481481,18.9
6604,1741,9095.88,5.2095532646,200.0,105668.38,60.5202634593,224.32,3.48666223404,22.0,57.0,6.99824561404,28.8
6605,1495,11258.58,7.52076152305,200.0,85215.23,56.924001336,204.72,3.60146817248,18.7,94.0,5.39095744681,18.3
6610,1377,9502.93,6.88618115942,200.0,92927.03,67.3384275362,481.6,3.8706,12.6,197.0,9.71827411168,30.0
6611,1171,12571.94,10.6541864407,200.0,73109.64,61.9573220339,301.45,3.61818681319,15.0,156.0,10.3205128205,35.2
6614,812,8950.89,10.942408313,500.0,122774.59,150.091185819,525.76,5.50422572178,30.0,77.0,11.3012987013,30.0
6615,641,8838.27,13.702744186,300.0,97670.97,151.427860465,402.84,5.34009463722,26.55,85.0,8.13647058824,30.0
6620,2199,24129.89,10.9482259528,200.0,589328.74,267.39053539,1108.86,6.23977541371,30.0,125.0,9.2944,30.0
6621,1552,24914.02,15.9093358876,500.0,321236.79,205.132049808,607.13,7.54376093294,36.9,158.0,12.0740506329,138.9
6624,1645,10403.7,6.32059538275,300.0,135073.73,82.0618043742,305.19,3.61140740741,23.5,110.0,6.18454545455,29.3
6625,1374,11057.56,8.03601744186,250.0,102361.74,74.3907994186,279.18,4.2487627551,21.0,95.0,6.00526315789,22.8
6626,2067,15501.54,7.49228612856,300.0,156412.22,75.5979797003,303.95,4.602625,30.0,247.0,7.36526315789,49.5
6627,1578,16377.23,10.3718999367,200.0,146300.36,92.6538062065,402.3,4.94796042618,25.0,222.0,5.87702702703,28.9
6628,413,2603.04,6.28753623188,100.0,9763.3,23.5828502415,144.03,6.60383333333,30.0,12.0,5.44166666667,9.8
6629,341,1839.22,5.37783625731,100.0,6244.59,18.2590350877,101.17,4.49818181818,15.0,12.0,7.39166666667,25.1
6630,1104,7808.65,7.06026220615,400.0,112150.78,101.402151899,402.67,4.00313501144,22.0,113.0,6.39557522124,23.5
6631,1276,9283.68,7.252875,300.0,126605.14,98.910265625,302.21,3.67255376344,12.6,85.0,6.63882352941,53.0
6636,1839,9949.28,5.39548806941,200.0,93515.06,50.7131561822,212.61,3.41517397882,13.2,119.0,5.24369747899,16.9
6637,1473,9872.72,6.66625253207,200.0,100323.77,67.7405604321,216.72,3.91563973064,22.0,109.0,7.00366972477,19.5
6642,1464,14111.72,9.59328348063,200.0,155486.75,105.70139361,257.83,3.90956081081,30.0,213.0,8.08572769953,28.4
6643,714,8111.42,11.2815299026,300.0,78382.66,109.016216968,304.3,4.8036746988,20.0,191.0,7.30314136126,30.0
6646,1284,8880.05,6.90517107309,200.0,132338.35,102.906959565,255.18,3.83403809524,24.0,86.0,4.26511627907,19.5
6647,509,4641.7,9.0658203125,500.0,67105.44,131.0653125,501.61,4.43939759036,10.9,41.0,5.48292682927,19.8
6648,1926,12530.75,6.46581527348,300.0,269636.3,139.13121775,304.48,3.62013875124,30.0,110.0,6.46818181818,22.4
6649,1433,11001.69,7.61362629758,300.0,157005.08,108.654034602,410.64,3.86696711328,30.0,95.0,6.72105263158,30.0
6650,1716,8526.03,4.96276484284,200.0,155385.09,90.4453376019,222.92,2.70738779174,22.5,47.0,6.28085106383,21.3
6651,1475,8365.97,5.59971218206,270.0,90956.94,60.8814859438,272.17,2.71430098684,30.0,31.0,5.99677419355,29.3
6652,1232,8842.84,7.17180859692,400.0,98890.84,80.2034387672,437.02,3.71209917355,30.0,124.0,6.63306451613,30.0
6653,867,6686.81,7.68598850575,500.0,137874.09,158.475965517,563.38,3.52137078652,25.5,153.0,5.52222222222,22.1
6654,1287,12643.5,9.8011627907,400.0,197062.12,152.761333333,426.0,4.71349030471,25.0,138.0,9.36217391304,30.0
6655,1119,11318.02,10.0337056738,300.0,155688.38,138.021613475,377.0,4.50489028213,30.0,117.0,8.84273504274,45.6
6656,2326,13462.41,5.7679562982,200.0,139263.18,59.6671722365,212.45,3.8127324263,16.05,234.0,5.76358974359,30.0
6657,1893,15129.38,7.916996337,100.0,119364.98,62.4620512821,135.62,3.91681722689,16.2,184.0,6.14565217391,30.0
6660,1929,12610.8,6.5104801239,100.0,105462.3,54.4462054724,154.07,3.41019079686,30.0,224.0,4.875,22.2
6661,2050,15706.54,7.64308515815,100.0,113440.06,55.2019756691,143.0,3.08963350785,11.2,349.0,6.56733524355,25.1
6662,1201,9885.61,8.16992561983,200.0,120698.55,99.7508677686,438.22,4.16279069767,30.0,132.0,9.40606060606,30.0
6663,246,2826.05,11.4880081301,300.0,24072.55,97.8558943089,302.14,3.7991588785,12.9,16.0,10.6375,41.5
6666,2338,14016.72,5.99261222745,300.0,397718.74,170.03793929,371.35,4.59153846154,30.0,125.0,8.1376,30.0
6667,1766,15744.26,8.90512443439,300.0,307007.36,173.646696833,401.34,4.23710997442,14.5,122.0,8.16704918033,64.3
6668,1847,9275.53,5.01651162791,500.0,370498.94,200.378009735,542.55,3.26110157368,16.2,95.0,9.35157894737,30.0
6669,1181,8153.73,6.88659628378,500.0,169801.71,143.413606419,501.98,3.19555408971,11.3,92.0,6.12076086957,23.8
6670,1824,10568.45,5.78776013143,500.0,306123.06,167.646801752,548.81,3.82666666667,12.6,96.0,6.62395833333,30.0
6671,1527,12553.89,8.19979751796,500.0,221162.61,144.456309602,520.91,3.85720908231,17.5,131.0,5.88549618321,30.0
6672,1533,9005.54,5.86298177083,400.0,94168.06,61.3073307292,402.73,3.25457627119,20.0,162.0,6.78271604938,30.0
6673,1115,8646.27,7.67874777975,400.0,84803.89,75.3142895204,453.64,3.77336021505,15.6,236.0,5.53516949153,30.0
6678,1712,12107.48,7.04742724098,200.0,132936.39,77.3785739232,239.89,4.06030729834,16.55,76.0,9.19078947368,30.0
6679,1640,15378.01,9.32565797453,300.0,129591.75,78.5880836871,323.49,3.42198076923,22.0,108.0,5.38055555556,21.0
6680,1955,15394.57,7.83040183113,500.0,522728.46,265.884262462,554.73,4.49990967742,20.0,284.0,6.31408450704,30.0
6681,1672,16335.03,9.75808243728,500.0,462080.16,276.033548387,590.18,4.52155599604,15.0,301.0,5.89335548173,29.0
6682,1201,9223.33,7.66694098088,300.0,117288.99,97.4970822943,315.06,4.25866156788,15.0,164.0,6.55304878049,30.0
6683,1017,10568.08,10.1518539866,300.0,112612.02,108.176772334,305.78,3.95883168317,30.0,160.0,7.376875,30.0
6686,1414,8933.84,6.31813295615,300.0,210546.88,148.901612447,325.26,4.19841509434,30.0,176.0,4.94602272727,24.9
6687,954,8189.27,8.55723092999,200.0,74158.93,77.4910449321,226.44,4.36220744681,30.0,125.0,3.864,14.8
6694,1092,5666.67,5.17504109589,200.0,81360.4,74.3017351598,205.33,3.04088305489,30.0,35.0,5.97142857143,17.9
6695,953,6432.21,6.70021875,200.0,82900.96,86.3551666667,207.55,3.68097744361,28.0,32.0,5.74375,9.5
6696,1153,7513.03,6.49916089965,500.0,116603.28,100.867889273,500.08,3.6392248062,30.0,34.0,5.52352941176,15.3
6697,1055,7132.28,6.69697652582,300.0,88892.44,83.4670798122,301.14,3.94397984887,20.0,19.0,6.43684210526,17.1
6702,1455,6129.79,4.2100206044,700.0,375043.31,257.584690934,701.68,3.62924959217,30.0,30.0,3.62,11.2
6703,950,5994.05,6.30952631579,500.0,213713.75,224.961842105,531.17,3.58441509434,15.0,56.0,4.61732142857,13.5
