id,lib_time
5098,96
5099,20
5100,146
5102,27
5104,196
5105,25
5108,78
5109,10
5114,75
5115,3
5116,138
5117,47
5118,74
5120,331
5122,82
5123,2
5128,67
5132,80
5133,5
5134,253
5135,1
5136,145
5137,4
5140,123
5141,1
5142,134
5143,6
5144,132
5145,2
5148,91
5150,155
5151,4
5164,26
5168,273
5169,8
5170,136
5171,4
5172,95
5182,253
5184,199
5185,3
5186,33
5190,80
5191,12
5192,5
5194,8
5196,75
5198,126
5202,70
5203,1
5204,86
5208,134
5209,19
5210,83
5211,4
5212,194
5213,17
5214,57
5215,1
5218,33
5220,142
5221,9
5222,144
5224,62
5225,2
5226,140
5227,2
5228,250
5229,2
5232,146
5233,4
5234,155
5238,61
5240,196
5241,18
5242,221
5243,99
5244,45
5245,4
5246,8
5248,75
5250,23
5251,13
5252,8
5254,57
5256,87
5257,8
5258,282
5259,24
5260,10
5262,114
5264,31
5268,61
5269,1
5270,121
5271,2
5272,113
5274,77
5275,2
5276,229
5277,2
5280,477
5282,148
5288,130
5290,167
5291,8
5292,39
5293,2
5300,173
5304,131
5305,16
5308,102
5309,6
5312,69
5313,12
5314,7
5316,321
5318,206
5319,8
5320,16
5322,22
5326,348
5327,5
5330,241
5331,2
5332,365
5333,6
5334,57
5338,2
5342,48
5344,22
5345,2
5346,48
5347,9
5352,32
5354,17
5356,85
5357,4
5358,208
5359,2
5362,15
5363,1
5368,3
5372,14
5373,1
5374,7
5375,2
5376,1
5377,112
5382,5
5383,2
5384,4
5386,3
5388,1
5390,39
5394,30
5395,14
5398,121
5399,177
5404,264
5405,10
5408,10
5414,203
5415,1
5416,236
5418,176
5419,2
5420,128
5421,118
5422,60
5424,323
5425,6
5428,250
5429,6
5430,2
5432,76
5434,62
5436,21
5438,365
5439,15
5440,78
5444,289
5446,44
5447,10
5452,166
5453,4
5456,238
5457,2
5460,55
5461,5
5462,65
5463,4
5468,91
5469,12
5470,102
5471,14
5472,237
5473,2
5474,229
5475,6
5478,239
5482,94
5486,24
5488,36
5489,2
5490,34
5491,2
5492,213
5493,17
5494,110
5495,6
5498,3
5500,44
5502,34
5508,487
5509,4
5510,73
5514,153
5515,38
5518,22
5520,102
5521,28
5528,133
5532,170
5533,6
5536,42
5544,89
5549,4
5550,21
5552,49
5553,23
5554,181
5555,24
5558,368
5559,438
5564,214
5565,668
5566,11
5567,35
5570,17
5571,86
5574,121
5575,740
5576,263
5577,391
5578,90
5579,40
5580,63
5581,81
5582,7
5583,6
5584,254
5585,888
5588,119
5589,250
5590,78
5591,32
5594,128
5595,320
5598,8
5599,37
5600,236
5601,382
5604,233
5605,270
5606,41
5607,2
5608,1
5609,2
5610,195
5611,452
5616,471
5617,1276
5618,11
5619,140
5620,62
5621,196
5628,5
5629,15
5632,34
5633,66
5635,2
5644,19
5645,3
5646,86
5647,15
5648,24
5649,15
5650,21
5651,1
5652,16
5653,80
5654,37
5655,48
5658,254
5659,27
5662,84
5663,243
5664,1
5665,20
5666,152
5667,622
5670,18
5671,15
5672,40
5673,118
5676,10
5677,3
5680,84
5681,47
5682,106
5683,177
5686,1
5687,13
5690,8
5691,14
5692,39
5693,87
5696,213
5697,190
5700,75
5701,211
5702,4
5703,11
5704,145
5705,232
5706,4
5708,67
5709,65
5710,103
5711,111
5712,42
5713,18
5714,70
5715,143
5718,8
5719,23
5720,298
5721,714
5722,192
5723,101
5724,32
5725,19
5726,148
5727,63
5728,192
5729,534
5730,132
5731,115
5732,20
5733,26
5734,374
5735,841
5744,86
5745,112
5746,290
5747,168
5751,1
5752,295
5753,957
5754,53
5755,16
5756,2
5757,2
5758,117
5759,65
5760,12
5761,23
5762,211
5763,735
5764,14
5765,42
5766,126
5767,409
5770,23
5771,106
5772,377
5773,696
5775,14
5776,22
5777,43
5778,1
5779,2
5780,15
5781,34
5782,4
5783,4
5784,79
5785,102
5786,44
5787,55
5792,132
5793,145
5794,7
5795,57
5796,82
5797,21
5800,42
5801,43
5808,294
5809,573
5812,158
5813,246
5814,35
5815,24
5816,84
5817,38
5818,130
5819,162
5822,65
5823,103
5824,418
5825,497
5826,227
5827,38
5830,51
5831,568
5832,352
5833,1
5834,297
5835,749
5838,11
5839,16
5840,34
5841,44
5842,239
5843,325
5844,6
5845,9
5846,472
5847,885
5848,245
5849,334
5850,58
5851,521
5858,277
5859,85
5862,224
5863,106
5865,223
5866,41
5867,148
5870,227
5871,904
5872,14
5873,7
5874,10
5875,38
5876,71
5877,36
5878,4
5879,5
5882,30
5883,47
5884,79
5885,449
5886,295
5887,169
5892,23
5893,53
5896,86
5897,29
5898,25
5899,15
5900,75
5901,45
5902,10
5903,11
5904,24
5905,18
5908,6
5909,2
5912,312
5913,327
5914,88
5915,379
5918,4
5919,4
5920,84
5921,246
5923,2
5924,2
5925,2
5926,23
5927,25
5932,47
5933,113
5934,206
5935,152
5936,150
5937,6
5938,87
5939,222
5940,42
5941,67
5942,155
5943,370
5944,5
5945,35
5946,31
5947,92
5952,7
5953,43
5954,82
5955,197
5956,128
5957,352
5958,302
5959,184
5964,129
5965,164
5966,133
5967,474
5973,2
5974,217
5975,301
5976,69
5977,75
5978,415
5979,792
5984,78
5985,148
5992,30
5993,51
5994,36
5995,17
5996,19
5997,37
6002,11
6003,26
6004,288
6005,628
6006,278
6007,159
6008,133
6009,810
6010,75
6011,336
6012,414
6013,805
6016,32
6017,39
6020,199
6021,458
6022,44
6023,42
6024,263
6025,949
6028,27
6029,31
6032,74
6033,216
6036,2
6037,2
6038,2
6039,164
6040,38
6041,176
6042,1
6043,5
6044,445
6045,490
6046,26
6047,71
6054,58
6055,139
6064,199
6065,164
6066,81
6067,426
6068,370
6069,827
6070,22
6071,98
6072,233
6073,329
6074,59
6075,332
6076,220
6077,287
6079,2
6080,49
6081,117
6082,41
6083,246
6086,157
6087,289
6090,18
6091,2
6098,177
6099,416
6100,28
6101,53
6102,4
6103,202
6104,421
6105,794
6106,24
6107,53
6112,287
6113,442
6116,201
6117,461
6120,107
6121,144
6124,517
6125,993
6126,106
6127,353
6128,77
6129,242
6132,9
6133,39
6134,216
6135,395
6136,84
6137,113
6138,75
6139,235
6142,63
6143,132
6144,2
6146,269
6147,168
6148,319
6149,317
6150,77
6151,93
6154,101
6155,101
6156,24
6157,58
6160,42
6161,127
6168,281
6169,447
6170,89
6171,335
6172,205
6173,229
6176,8
6177,26
6178,348
6179,656
6180,93
6181,70
6182,37
6183,28
6184,45
6185,71
6190,72
6191,2
6192,54
6193,35
6196,236
6197,17
6199,3
6200,53
6201,79
6202,31
6203,28
6204,51
6205,108
6206,178
6207,538
6210,38
6211,2
6212,36
6213,76
6214,168
6215,258
6218,175
6219,386
6220,189
6221,261
6224,82
6225,159
6230,13
6231,23
6232,32
6233,15
6234,20
6235,109
6236,94
6237,78
6242,104
6243,362
6244,24
6245,96
6248,98
6250,5
6251,4
6252,29
6253,15
6254,73
6255,112
6260,8
6261,34
6262,54
6263,21
6266,8
6267,63
6268,153
6269,180
6276,89
6277,61
6278,69
6279,118
6282,208
6283,322
6288,135
6289,553
6290,320
6291,424
6292,99
6293,21
6296,87
6297,329
6302,164
6303,357
6304,47
6305,26
6306,60
6307,31
6312,390
6313,179
6316,7
6317,79
6320,203
6321,542
6322,35
6323,22
6332,76
6333,215
6338,186
6339,477
6342,12
6343,27
6344,15
6345,44
6346,14
6347,80
6348,70
6349,71
6352,27
6353,185
6356,226
6357,452
6358,20
6359,33
6360,41
6361,241
6362,181
6363,427
6366,71
6367,28
6368,107
6369,207
6370,176
6371,496
6372,65
6373,167
6374,111
6375,148
6376,62
6377,287
6382,40
6383,63
6386,6
6387,5
6390,117
6391,581
6392,79
6393,244
6394,19
6395,39
6396,44
6397,98
6400,7
6401,2
6406,237
6407,414
6408,125
6409,49
6410,194
6411,70
6412,232
6413,599
6420,38
6421,35
6424,243
6425,293
6426,77
6427,58
6428,74
6429,188
6430,165
6431,332
6438,1
6439,10
6441,10
6442,5
6444,11
6445,10
6446,26
6447,70
6450,14
6451,44
6454,9
6455,2
6456,139
6457,134
6458,136
6459,150
6460,5
6461,26
6462,5
6463,555
6464,57
6465,86
6466,317
6467,593
6468,14
6469,2
6472,45
6473,4
6474,39
6475,549
6476,104
6477,215
6478,169
6479,172
6480,368
6481,572
6482,16
6483,61
6484,16
6485,4
6486,11
6487,56
6488,179
6489,181
6492,71
6493,219
6496,53
6497,283
6504,38
6505,84
6506,50
6507,88
6508,29
6509,123
6510,31
6511,70
6512,18
6513,105
6518,24
6519,44
6520,14
6521,43
6524,177
6525,232
6526,6
6527,120
6532,91
6533,338
6534,81
6535,212
6540,296
6541,430
6544,364
6545,570
6546,250
6547,246
6550,230
6551,454
6552,23
6553,133
6554,398
6555,558
6562,20
6563,184
6564,190
6565,361
6566,210
6567,498
6572,173
6573,293
6574,348
6575,400
6578,39
6579,118
6584,154
6585,348
6588,2
6589,24
6590,2
6591,2
6592,12
6593,119
6594,29
6595,5
6596,222
6597,490
6598,10
6599,76
6600,199
6601,379
6604,69
6605,41
6610,35
6611,107
6614,2
6620,407
6621,428
6624,234
6625,620
6626,326
6627,699
6628,242
6629,209
6630,258
6631,481
6636,173
6637,341
6642,281
6643,229
6646,234
6647,197
6648,85
6649,443
6650,240
6651,676
6652,25
6653,20
6654,56
6655,299
6656,59
6657,161
6660,241
6661,79
6662,90
6663,24
6666,411
6667,459
6668,73
6669,25
6670,38
6671,83
6672,1
6673,4
6678,59
6679,100
6680,42
6681,14
6682,67
6683,76
6686,214
6687,165
6694,125
6695,126
6696,233
6697,214
6702,76
6703,67
6708,100
6709,19
6710,3
6714,213
6715,411
6716,375
6717,868
6718,9
6720,427
6721,434
6722,348
6723,345
6728,203
6729,352
6730,468
6731,502
6736,191
6737,431
6738,184
6739,462
6740,105
6741,36
6748,174
6749,386
6750,54
6751,66
6754,148
6755,502
6756,77
6757,296
6760,102
6762,10
6763,23
6764,59
6765,253
6768,2
6769,35
6770,124
6771,57
6772,117
6773,69
6774,126
6775,135
6778,174
6779,620
6784,133
6785,160
6786,47
6787,63
6788,16
6789,25
6790,57
6791,38
6792,2
6798,289
6799,661
6800,40
6801,42
6802,163
6803,462
6804,99
6805,258
6806,81
6807,153
6808,37
6809,83
6816,11
6817,17
6820,31
6821,26
6822,14
6823,90
6824,29
6825,105
6826,7
6827,22
6828,53
6829,45
6830,90
6831,144
6832,238
6833,256
6834,7
6835,38
6836,34
6837,41
6838,19
6839,96
6840,214
6841,280
6844,56
6845,440
6846,36
6847,25
6856,14
6857,18
6858,117
6859,240
6862,214
6863,238
6872,152
6873,464
6874,47
6875,327
6876,140
6877,144
6880,225
6881,345
6882,15
6883,17
6884,100
6885,189
6886,301
6887,322
6890,506
6891,948
6892,131
6893,157
6894,450
6895,739
6896,262
6897,228
6898,42
6899,182
6900,36
6901,14
6902,183
6903,418
6904,118
6905,224
6906,230
6907,547
6916,58
6917,42
6920,518
6921,430
6922,218
6923,108
6924,318
6925,449
6926,168
6927,106
6928,101
6929,17
6930,76
6931,56
6932,150
6933,290
6942,131
6943,484
6944,107
6945,232
6950,368
6951,1019
6956,790
6957,1270
6960,205
6961,438
6964,44
6965,120
6966,21
6967,26
6970,178
6971,193
6972,64
6973,147
6975,5
6978,226
6979,495
6980,185
6981,78
6982,448
6983,712
6984,162
6985,242
6988,31
6989,52
6990,194
6991,483
6992,254
6993,428
6994,224
6995,316
6996,83
6997,148
6998,230
6999,305
7004,21
7005,113
7008,65
7009,180
7010,342
7011,324
7014,19
7015,40
7016,13
7017,24
7020,294
7021,398
7022,277
7023,258
7026,124
7027,128
7028,145
7029,283
7032,64
7033,381
7034,172
7035,400
7038,147
7039,197
7040,179
7041,307
7042,199
7043,440
7044,205
7045,485
7046,223
7047,194
7056,84
7057,76
7060,422
7061,604
7062,165
7063,175
7066,216
7067,337
7068,179
7069,449
7070,270
7071,216
7072,111
7073,31
7078,35
7079,183
7080,10
7081,77
7082,7
7083,2
7084,101
7085,301
7086,108
7087,798
7088,301
7089,325
7094,130
7095,179
7096,252
7098,93
7099,436
7100,113
7101,254
7102,216
7103,514
7106,358
7107,488
7108,171
7109,872
7114,61
7115,189
7116,166
7117,80
7122,80
7123,96
7124,27
7125,65
7126,16
7127,46
7128,18
7129,28
7134,16
7135,20
7136,24
7137,21
7142,3
7144,36
7145,92
7152,3
7153,8
7154,2
7155,28
7156,294
7157,305
7158,280
7159,394
7160,504
7161,377
7162,409
7163,303
7164,194
7165,203
7166,234
7167,183
7168,240
7169,465
7170,69
7171,30
7176,143
7177,172
7178,251
7179,341
7180,2
7181,4
7182,47
7184,158
7185,356
7186,244
7187,673
7190,141
7191,68
7192,23
7193,113
7198,103
7199,14
7202,166
7203,330
7204,80
7205,402
7208,35
7209,33
7216,178
7217,217
7218,69
7219,160
7220,137
7221,119
7222,80
7223,114
7228,72
7229,297
7230,93
7231,225
7232,24
7233,167
7234,1
7235,15
7236,61
7237,465
7240,76
7241,177
7242,25
7243,89
7244,484
7245,428
7250,71
7251,95
7252,25
7253,14
7254,164
7255,249
7256,13
7257,24
7258,6
7259,30
7260,10
7261,2
7262,148
7263,624
7264,1
7265,4
7266,244
7267,730
7268,85
7269,4
7270,80
7271,222
7272,85
7273,118
7274,4
7275,25
7278,112
7279,245
7280,111
7281,38
7282,60
7283,166
7288,137
7289,235
7292,334
7293,439
7294,255
7295,353
7296,18
7298,3
7299,24
7300,29
7301,6
7310,43
7311,121
7312,93
7313,177
7314,236
7315,170
7318,227
7319,813
7324,35
7325,193
7326,192
7327,465
7332,225
7333,720
7334,69
7335,20
7337,9
7338,112
7339,66
7340,119
7341,99
7342,125
7343,136
7346,161
7347,165
7348,24
7349,83
7350,65
7351,53
7354,351
7355,438
7356,101
7357,299
7360,133
7361,395
7370,171
7371,279
7372,424
7373,619
7376,69
7377,56
7378,4
7382,135
7383,297
7384,211
7385,403
7386,11
7387,314
7388,79
7389,27
7390,43
7391,20
7392,62
7393,127
7396,105
7397,23
7402,241
7403,278
7406,7
7407,5
7410,12
7411,45
7412,67
7413,76
7416,255
7417,440
7418,117
7419,128
7420,99
7421,292
7422,316
7423,633
7426,277
7427,735
7428,139
7429,406
7430,246
7431,296
7432,234
7433,194
7434,12
7435,2
7440,17
7441,256
7442,14
7443,14
7446,188
7447,300
7450,27
7451,51
7452,341
7453,265
7458,159
7459,149
7460,9
7461,2
7466,52
7467,115
7468,669
7469,604
7470,3
7471,13
7474,6
7476,413
7477,854
7478,25
7479,53
7480,206
7481,150
7484,68
7485,95
7486,58
7487,151
7488,147
7489,220
7490,324
7491,541
7492,16
7493,9
7500,275
7501,406
7502,303
7503,221
7504,63
7505,37
7516,172
7517,196
7518,336
7519,384
7520,291
7521,467
7522,230
7523,134
7524,305
7525,296
7528,52
7529,78
7532,170
7533,65
7534,280
7535,290
7536,461
7537,390
7540,540
7541,673
7544,249
7545,495
7548,228
7549,241
7550,432
7551,340
7552,160
7553,64
7556,139
7557,151
7566,113
7567,233
7568,322
7569,366
7570,275
7571,517
7572,178
7573,48
7574,79
7575,58
7576,52
7577,83
7578,90
7579,41
7586,141
7587,263
7588,156
7589,221
7590,87
7591,25
7592,65
7593,99
7594,136
7595,318
7606,129
7610,136
7611,121
7612,234
7613,720
7616,81
7617,105
7618,88
7619,79
7620,31
7621,11
7624,70
7625,9
7630,135
7631,218
7632,27
7633,85
7634,93
7635,320
7636,81
7637,61
7640,70
7641,122
7642,169
7643,268
7644,261
7645,424
7646,107
7647,76
7648,24
7649,46
7650,14
7651,6
7656,174
7657,65
7658,17
7659,94
7660,28
7661,61
7664,82
7665,50
7666,240
7667,410
7670,244
7671,342
7672,146
7673,193
7674,296
7675,848
7676,162
7677,44
7678,42
7679,189
7680,5
7681,4
7686,45
7687,60
7688,82
7689,17
7690,1
7691,18
7694,1
7700,38
7701,112
7702,26
7703,24
7706,226
7707,340
7708,49
7709,267
7712,69
7713,82
7714,259
7715,27
7718,2
7722,101
7723,58
7724,299
7725,220
7728,165
7729,58
7730,73
7731,242
7732,221
7733,770
7734,42
7735,197
7736,38
7737,77
7738,20
7739,75
7740,73
7741,19
7742,342
7743,857
7746,198
7747,423
7748,2
7749,3
7750,1
7751,28
7754,149
7755,141
7756,136
7757,206
7762,5
7763,73
7764,38
7765,97
7766,93
7767,144
7770,269
7771,65
7772,13
7773,233
7776,51
7777,75
7778,26
7779,7
7788,77
7789,133
7794,236
7795,428
7796,115
7797,117
7800,127
7801,397
7802,101
7803,261
7804,81
7805,339
7808,142
7809,93
7812,129
7813,342
7822,291
7823,384
7824,214
7825,412
7826,620
7827,789
7828,355
7829,708
7830,51
7831,48
7832,21
7833,30
7834,333
7835,549
7838,301
7839,567
7840,198
7841,415
7842,250
7843,435
7844,394
7845,934
7846,224
7847,302
7848,283
7849,326
7852,309
7853,478
7854,277
7855,639
7856,50
7857,154
7862,13
7863,10
7864,75
7865,268
7870,62
7871,22
7872,13
7873,52
7874,12
7875,118
7880,55
7881,86
7882,203
7883,435
7886,188
7887,27
7888,167
7889,314
7892,142
7893,124
7896,193
7897,271
7898,47
7899,29
7900,337
7901,605
7906,48
7907,235
7908,9
7909,51
7910,98
7911,51
7912,328
7913,424
7914,144
7915,46
7918,49
7919,85
7920,77
7921,55
7922,5
7923,245
7930,10
7931,22
7932,17
7933,33
7934,231
7935,185
7938,45
7939,93
7940,38
7941,38
7942,75
7943,62
7944,25
7945,145
7946,41
7947,32
7948,15
7949,22
7950,300
7951,346
7954,5
7955,8
7956,202
7957,332
7958,77
7959,89
7960,72
7961,35
7962,140
7963,689
7964,281
7965,265
7968,378
7969,159
7972,49
7973,150
7974,158
7975,241
7976,156
7977,75
7978,68
7979,100
7980,44
7981,99
7982,90
7983,65
7984,59
7985,32
7986,116
7987,82
7990,48
7991,150
7994,1
7995,6
7998,237
7999,501
8000,431
8001,677
8002,452
8003,56
8004,279
8005,317
8006,245
8007,259
8008,64
8009,115
8010,83
8011,111
8014,459
8015,405
8016,56
8017,193
8018,152
8019,175
8020,35
8021,62
8022,76
8023,76
8024,88
8025,114
8026,5
8027,14
8029,64
8030,106
8031,122
8032,417
8033,682
8036,11
8037,160
8038,25
8039,19
8040,70
8041,83
8048,205
8049,302
8050,11
8051,2
8052,150
8053,208
8054,2
8055,6
8056,5
8057,2
8058,5
8059,18
8060,19
8061,97
8062,14
8063,155
8064,26
8065,46
8066,218
8067,139
8071,7
8080,61
8081,24
8082,86
8083,146
8084,46
8085,25
8086,92
8087,40
8088,100
8089,48
8090,99
8091,71
8092,92
8093,158
8094,7
8095,2
8098,60
8099,276
8100,156
8101,11
8102,43
8103,48
8104,52
8105,75
8106,169
8107,70
8108,248
8109,357
8110,41
8111,150
8114,170
8115,132
8118,249
8119,242
8120,129
8121,230
8122,43
8123,706
8124,10
8125,46
8128,189
8129,562
8130,36
8131,77
8136,39
8137,28
8138,8
8139,17
8142,115
8143,37
8146,4
8147,16
8154,147
8155,509
8156,159
8157,178
8158,132
8159,277
8160,133
8161,120
8162,192
8163,296
8166,269
8167,628
8172,78
8173,5
8174,195
8175,12
8176,285
8177,844
8178,168
8179,277
8180,62
8181,216
8183,8
8184,131
8185,234
8190,15
8191,69
8196,146
8197,260
8200,46
8201,53
8204,311
8205,237
8206,190
8207,169
8208,13
8209,49
8214,10
8215,33
8218,257
8219,634
8222,81
8223,245
8232,61
8233,65
8238,20
8239,16
8240,26
8241,20
8242,14
8243,70
8246,23
8247,183
8248,202
8249,103
8250,15
8251,42
8252,7
8253,62
8256,1
8257,17
8262,33
8263,20
8266,52
8267,16
8268,58
8269,154
8270,86
8271,12
8272,80
8273,23
8274,13
8275,8
8276,42
8277,93
8278,15
8279,24
8282,26
8283,130
8284,47
8285,24
8286,12
8287,46
8288,45
8289,3
8290,134
8291,303
8294,162
8295,465
8296,48
8297,63
8300,13
8301,492
8308,166
8309,206
8310,18
8311,69
8314,113
8315,283
8316,37
8317,18
8322,30
8323,142
8326,8
8327,9
8328,2
8329,137
8330,86
8331,225
8332,30
8333,328
8340,6
8341,10
8342,86
8343,172
8344,273
8345,587
8346,60
8347,64
8352,152
8353,202
8354,81
8355,66
8358,38
8359,180
8364,298
8365,366
8366,11
8367,136
8368,43
8369,480
8378,68
8379,475
8384,22
8385,293
8386,15
8392,70
8393,35
8394,307
8395,566
8396,171
8397,505
8398,42
8399,25
8400,5
8401,19
8402,7
8403,31
8404,88
8405,571
8406,17
8407,195
8408,76
8409,383
8412,115
8413,40
8414,93
8415,120
8418,609
8419,16
8422,100
8423,109
8424,86
8425,258
8426,14
8427,163
8428,125
8429,252
8432,111
8433,599
8434,53
8435,49
8436,2
8437,2
8444,53
8445,2
8448,9
8450,32
8454,17
8456,1
8458,60
8459,2
8460,18
8462,20
8463,4
8464,4
8466,34
8467,4
8468,123
8470,14
8472,63
8478,7
8479,2
8480,83
8481,42
8482,56
8483,2
8484,74
8486,47
8488,27
8492,144
8493,7
8496,128
8498,62
8500,42
8502,90
8503,27
8506,121
8507,14
8508,10
8510,208
8511,17
8514,393
8515,6
8520,114
8522,82
8524,264
8526,43
8528,223
8529,20
8532,23
8533,3
8534,111
8535,2
8536,261
8537,6
8538,87
8542,58
8543,8
8548,148
8550,47
8551,2
8554,98
8555,2
8558,187
8559,12
8560,18
8564,125
8565,2
8566,115
8567,6
8570,12
8572,4
8574,10
8575,4
8580,33
8581,4
8582,7
8583,2
8586,27
8592,22
8594,96
8595,4
8596,102
8598,65
8600,65
8601,3
8602,66
8604,39
8605,9
8620,292
8621,7
8622,385
8623,7
8624,184
8625,105
8626,92
8627,2
8630,11
8631,2
8632,177
8633,110
8636,218
8637,123
8638,14
8640,24
8641,2
8644,19
8646,90
8647,3
8648,34
8650,67
8651,4
8652,30
8654,54
8655,4
8658,359
8659,2
8660,53
8661,2
8662,14
8664,20
8670,45
8671,26
8676,30
8678,78
8682,4
8683,2
8684,117
8685,25
8686,92
8688,18
8690,3
8692,95
8693,16
8696,43
8698,225
8702,84
8704,86
8705,8
8706,156
8708,112
8712,96
8714,489
8715,49
8716,93
8722,101
8723,13
8726,138
8727,2
8728,109
8730,10
8731,26
8736,26
8737,190
8738,19
8740,2
8741,19
8742,207
8743,56
8744,46
8745,350
8746,21
8747,148
8748,47
8749,184
8750,28
8751,171
8754,29
8755,198
8756,2
8757,16
8760,94
8761,319
8766,109
8767,951
8770,4
8771,18
8772,1
8773,2
8774,33
8775,21
8776,15
8777,64
8778,111
8779,695
8782,417
8783,898
8786,156
8787,158
8790,155
8791,132
8794,6
8795,19
8796,12
8797,24
8798,24
8799,76
8800,336
8801,559
8804,27
8805,286
8806,226
8807,142
8810,185
8811,129
8812,263
8813,644
8824,8
8825,20
8828,78
8829,479
8830,32
8831,156
8836,9
8837,130
8838,86
8839,209
8840,19
8841,56
8842,70
8843,256
8844,160
8845,588
8848,141
8849,633
8850,11
8851,23
8852,15
8853,192
8854,120
8855,257
8856,77
8857,66
8858,37
8859,152
8862,120
8863,222
8866,165
8867,163
8876,153
8877,398
8878,317
8879,534
8884,78
8885,77
8888,439
8889,818
8892,318
8893,316
8894,178
8895,649
8896,193
8897,462
8900,97
8901,326
8902,125
8903,77
8904,8
8905,17
8908,55
8909,51
8910,142
8911,543
8912,242
8913,733
8914,45
8915,63
8916,166
8917,91
8918,113
8919,136
8920,93
8921,71
8922,276
8923,813
8924,301
8925,327
8926,150
8927,325
8932,71
8933,169
8934,22
8935,66
8936,46
8937,70
8938,30
8939,41
8940,63
8941,36
8942,160
8943,241
8944,48
8945,75
8950,27
8951,36
8954,69
8955,216
8956,82
8957,375
8958,78
8959,448
8962,208
8963,497
8964,14
8965,34
8966,34
8967,223
8968,87
8969,130
8970,83
8971,561
8978,51
8979,361
8982,165
8983,329
8984,48
8985,98
8986,14
8987,14
8990,21
8991,58
9002,3
9003,6
9006,204
9007,34
9008,254
9009,237
9014,3
9015,2
9018,82
9019,177
9020,12
9021,3
9022,33
9023,11
9024,58
9025,98
9026,3
9027,4
9030,239
9031,39
9036,49
9037,4
9040,110
9041,115
9042,59
9043,22
9046,10
9047,4
9052,97
9053,100
9054,131
9055,12
9056,206
9057,12
9058,12
9059,3
9060,3
9061,23
9067,7
9070,5
9076,46
9077,67
9078,6
9079,19
9080,108
9081,93
9084,107
9085,13
9086,255
9087,140
9088,34
9089,24
9090,25
9091,7
9092,40
9093,4
9094,101
9095,35
9096,19
9097,161
9100,16
9101,17
9104,65
9105,19
9106,56
9107,95
9108,22
9109,31
9110,26
9111,7
9112,1
9124,45
9125,41
9128,62
9129,37
9130,38
9131,17
9132,12
9133,43
9136,130
9137,26
9138,323
9139,447
9140,3
9141,2
9144,14
9145,12
9146,11
9147,13
9148,29
9149,23
9152,56
9153,16
9154,21
9155,6
9156,124
9157,60
9161,13
9162,482
9163,103
9164,52
9165,36
9166,29
9167,18
9168,3
9170,23
9171,33
9172,14
9173,36
9176,15
9177,30
9180,49
9181,50
9182,47
9183,26
9190,104
9191,42
9192,356
9193,205
9194,18
9195,5
9202,3
9203,6
9204,7
9205,2
9208,30
9209,9
9210,10
9211,26
9212,35
9213,56
9217,2
9218,7
9219,85
9222,8
9223,36
9224,313
9225,182
9226,163
9227,467
9228,101
9229,225
9232,4
9233,130
9236,251
9237,438
9240,22
9241,65
9242,32
9243,629
9244,23
9245,201
9246,4
9247,23
9248,23
9249,47
9254,138
9255,368
9256,125
9257,483
9258,121
9259,429
9260,164
9261,62
9262,131
9263,312
9264,90
9265,300
9266,160
9267,60
9268,81
9269,358
9270,80
9271,63
9272,26
9273,333
9276,19
9277,226
9278,9
9279,29
9282,14
9283,268
9284,84
9285,215
9286,24
9287,23
9288,104
9289,111
9292,282
9293,505
9294,11
9295,31
9296,80
9297,40
9300,76
9301,614
9302,341
9303,864
9306,9
9307,10
9308,45
9309,289
9310,66
9311,216
9312,64
9313,534
9318,130
9319,968
9324,171
9325,513
9330,60
9331,226
9334,19
9335,30
9336,53
9337,24
9341,57
9342,37
9343,42
9344,43
9346,178
9347,759
9354,90
9355,384
9356,120
9357,171
9358,683
9359,792
9360,89
9364,18
9365,17
9366,67
9367,223
9370,43
9371,462
9372,4
9373,4
9374,86
9375,26
9380,24
9381,55
9382,91
9383,411
9384,18
9385,120
9390,1
9391,16
9392,74
9393,284
9394,27
9395,396
9400,4
9402,71
9403,121
9404,6
9406,65
9407,205
9408,6
9409,20
9412,46
9413,125
9414,91
9415,71
9416,136
9417,383
9420,7
9421,6
9422,102
9423,234
9424,227
9425,354
9430,61
9431,294
9432,97
9433,379
9435,31
9438,2
9439,139
9440,3
9441,51
9442,114
9443,63
9446,72
9447,123
9448,101
9449,325
9452,131
9453,329
9454,42
9455,102
9456,145
9457,109
9460,169
9461,429
9462,9
9463,133
9466,5
9467,9
9470,122
9471,60
9472,19
9473,12
9476,13
9477,49
9478,31
9479,77
9480,5
9481,1
9482,74
9483,420
9484,69
9485,277
9488,25
9489,95
9490,100
9491,68
9492,26
9493,3
9494,42
9495,80
9496,19
9497,66
9500,275
9501,541
9504,17
9505,201
9510,16
9511,19
9512,39
9513,19
9514,52
9515,172
9516,129
9517,448
9518,101
9519,280
9522,90
9523,741
9524,7
9525,37
9530,21
9531,22
9534,20
9535,38
9536,10
9537,20
9540,24
9541,60
9544,16
9545,107
9546,64
9547,39
9548,73
9549,59
9550,60
9551,9
9554,30
9555,281
9558,52
9559,54
9560,99
9561,71
9562,93
9563,171
9564,4
9565,240
9566,61
9567,240
9568,160
9569,665
9570,187
9571,488
9572,409
9573,592
9576,70
9577,150
9578,61
9579,162
9582,22
9583,129
9594,19
9595,41
9596,175
9597,9
9598,40
9599,22
9600,20
9601,18
9602,67
9603,122
9606,32
9607,99
9608,50
9609,225
9610,105
9611,331
9612,11
9613,10
9614,155
9615,337
